sample_name	Number.of.input.reads	Average.input.read.length	Uniquely.mapped.reads.number	Uniquely.mapped.reads..	Average.mapped.length	Number.of.splices..Total	Number.of.splices..Annotated..sjdb.	Number.of.splices..GT.AG	Number.of.splices..GC.AG	Number.of.splices..AT.AC	Number.of.splices..Non.canonical	Mismatch.rate.per.base...	Deletion.rate.per.base	Deletion.average.length	Insertion.rate.per.base	Insertion.average.length	Number.of.reads.mapped.to.multiple.loci	X..of.reads.mapped.to.multiple.loci	Number.of.reads.mapped.to.too.many.loci	X..of.reads.mapped.to.too.many.loci	Number.of.reads.unmapped..too.many.mismatches	X..of.reads.unmapped..too.many.mismatches	Number.of.reads.unmapped..too.short	X..of.reads.unmapped..too.short	Number.of.reads.unmapped..other	X..of.reads.unmapped..other	num_fq_sets
LIHC-G3-A25U-TP	69339039	96	62996946	90.85%	95.14	14221124	14057460	14123184	84730	7148	6062	0.22%	0.00%	1.4	0.00%	1.18	4585934	6.61%	17158	0.02%	457	0.00%	1716025	2.47%	22519	0.03%	2
PRAD-EJ-7314-NT	55220143	96	50614251	91.66%	95.13	11149094	11059825	11048793	83831	8947	7523	0.25%	0.00%	1.43	0.01%	1.21	2550010	4.62%	13888	0.03%	392	0.00%	2021456	3.66%	20146	0.04%	2
KIRP-BQ-7050-TP	68444556	96	61921269	90.47%	95.21	11125856	11009114	11027847	79329	9873	8807	0.27%	0.00%	1.41	0.01%	1.2	4368833	6.38%	23358	0.03%	555	0.00%	2095048	3.06%	35493	0.05%	2
SARC-DX-A48N-TP	62401932	96	57109220	91.52%	95.11	10908069	10796099	10825224	64703	9512	8630	0.35%	0.00%	1.54	0.01%	1.24	2770898	4.44%	31632	0.05%	995	0.00%	2461584	3.94%	27603	0.04%	2
CESC-JW-A5VL-TP	67796908	96	61396789	90.56%	95.18	12045690	11928716	11941402	85216	10899	8173	0.28%	0.00%	1.47	0.01%	1.23	3391768	5.00%	53944	0.08%	449	0.00%	2901228	4.28%	52730	0.08%	2
BRCA-PE-A5DD-TP	55319063	96	49786092	90.00%	95.19	9544909	9392205	9468709	60099	7346	8755	0.31%	0.00%	1.47	0.01%	1.21	3297844	5.96%	28167	0.05%	480	0.00%	2178615	3.94%	27865	0.05%	2
UCEC-AX-A1CP-TP	28327502	76	25354978	89.51%	75.27	4279066	4232331	4245271	26560	3710	3525	0.38%	0.01%	1.63	0.01%	1.3	2443936	8.63%	29043	0.10%	0	0.00%	481227	1.70%	18318	0.06%	1
SARC-DX-A6YR-TP	44853428	96	38948389	86.83%	94.96	8666864	8600988	8608838	46023	5886	6117	0.44%	0.00%	1.41	0.01%	1.39	2661413	5.93%	23205	0.05%	680	0.00%	3197814	7.13%	21927	0.05%	2
COAD-A6-6781-TP	55683737	96	50561510	90.80%	95.05	13661158	13518737	13560912	79455	8678	12113	0.22%	0.01%	1.53	0.00%	1.24	3435247	6.17%	29213	0.05%	732	0.00%	1635515	2.94%	21520	0.04%	2
UCEC-EO-A1Y5-TP	33054359	76	27546668	83.34%	74.96	5932246	5844617	5888439	33978	4347	5482	0.49%	0.01%	1.67	0.01%	1.28	4417945	13.37%	27123	0.08%	0	0.00%	1048256	3.17%	14367	0.04%	1
KIRC-B0-5115-TP	82097241	100	74384329	90.61%	99.26	14813135	14636225	14675859	114640	11368	11268	0.30%	0.00%	1.46	0.01%	1.25	4633095	5.64%	39721	0.05%	925	0.00%	2991757	3.64%	47414	0.06%	2
COAD-AA-3875-TP	20979096	76	18412649	87.77%	75.42	3625630	3568054	3597107	22526	3068	2929	0.27%	0.01%	1.55	0.00%	1.5	2064478	9.84%	14945	0.07%	0	0.00%	479534	2.29%	7490	0.04%	1
PRAD-KC-A7F5-TP	68268099	96	60556878	88.70%	95.12	11687447	11573052	11590333	69537	13532	14045	0.28%	0.00%	1.46	0.01%	1.2	4399332	6.44%	27713	0.04%	549	0.00%	3258478	4.77%	25149	0.04%	2
BLCA-G2-AA3C-TP	48956586	96	42334439	86.47%	95.24	8693021	8621419	8632055	50559	5871	4536	0.24%	0.00%	1.47	0.01%	1.2	2920798	5.97%	24244	0.05%	329	0.00%	3653659	7.46%	23117	0.05%	2
LIHC-CC-A7IE-TP	54129271	96	48072281	88.81%	95.2	10086045	10013437	10022720	53262	4949	5114	0.19%	0.00%	1.45	0.01%	1.18	3768673	6.96%	11852	0.02%	454	0.00%	2260346	4.18%	15665	0.03%	2
STAD-BR-A4J5-TP	129341149	150	109089555	84.34%	148.27	29994212	29428153	29736333	195070	20902	41907	0.66%	0.01%	1.22	0.01%	1.49	9374587	7.25%	78327	0.06%	135117	0.10%	10554313	8.16%	109250	0.08%	2
PCPG-S7-A7WR-TP	64881961	96	58957139	90.87%	95.13	10614490	10500899	10519816	76283	9392	8999	0.24%	0.00%	1.41	0.00%	1.2	2963380	4.57%	18017	0.03%	702	0.00%	2926498	4.51%	16225	0.03%	2
BLCA-DK-A6B2-TP	64357934	96	57535904	89.40%	95.09	12364861	12163824	12266750	80515	9883	7713	0.33%	0.00%	1.47	0.01%	1.2	4060593	6.31%	19474	0.03%	444	0.00%	2714664	4.22%	26855	0.04%	2
LGG-S9-A7J1-TP	64014613	96	55652216	86.94%	95.03	8977064	8870360	8898715	65760	6962	5627	0.47%	0.00%	1.4	0.00%	1.21	2850370	4.45%	33044	0.05%	582	0.00%	5441165	8.50%	37236	0.06%	2
KIRC-BP-4337-TP	79691165	100	68387070	85.82%	99.3	11673166	11479073	11570689	85079	8422	8976	0.23%	0.00%	1.38	0.01%	1.25	6015150	7.55%	59211	0.07%	901	0.00%	5171629	6.49%	57204	0.07%	2
LIHC-GJ-A3OU-TP	45343775	96	40780153	89.94%	95.16	8959546	8835000	8893296	55599	5809	4842	0.19%	0.00%	1.48	0.01%	1.19	2698564	5.95%	9234	0.02%	257	0.00%	1842851	4.06%	12716	0.03%	2
MESO-UT-A88G-TP	68967445	96	57777295	83.77%	95.12	12912752	12789360	12807545	86620	9548	9039	0.24%	0.00%	1.51	0.00%	1.21	3309806	4.80%	32077	0.05%	767	0.00%	7819095	11.34%	28405	0.04%	2
THCA-FE-A236-TP	95869648	96	87838412	91.62%	95.17	19920822	19771172	19759125	130186	14464	17047	0.21%	0.00%	1.4	0.00%	1.2	5671524	5.92%	27202	0.03%	691	0.00%	2302818	2.40%	29001	0.03%	2
LIHC-K7-A5RG-TP	58408590	96	51125009	87.53%	95.08	10629056	10193423	10557933	60346	6119	4658	0.30%	0.00%	1.34	0.01%	1.18	3698077	6.33%	25194	0.04%	474	0.00%	3540263	6.06%	19573	0.03%	2
HNSC-CN-4738-TP	78675801	96	70587898	89.72%	95.13	16002126	15776471	15865863	113608	12328	10327	0.22%	0.00%	1.4	0.00%	1.2	4243813	5.39%	40513	0.05%	696	0.00%	3727143	4.74%	75738	0.10%	2
BRCA-GI-A2C9-NT	83800332	96	76418211	91.19%	95.17	15248616	15049509	15130589	96161	10375	11491	0.22%	0.00%	1.44	0.01%	1.22	4550760	5.43%	37677	0.04%	626	0.00%	2753298	3.29%	39760	0.05%	2
LIHC-DD-AAEH-TP	52572316	96	47695019	90.72%	95.18	10383651	10244331	10319912	54621	3771	5347	0.26%	0.00%	1.45	0.00%	1.17	3329912	6.33%	6535	0.01%	231	0.00%	1531231	2.91%	9388	0.02%	2
HNSC-BA-7269-TP	70856187	96	62348680	87.99%	95.1	11364130	11263795	11316877	38926	3598	4729	0.31%	0.01%	1.69	0.01%	1.22	5525217	7.80%	22386	0.03%	451	0.00%	2862413	4.04%	97040	0.14%	2
SKCM-D3-A3C8-TM	54453272	96	49589216	91.07%	95.15	9792353	9646421	9722259	56702	7001	6391	0.24%	0.00%	1.39	0.01%	1.21	3064239	5.63%	17866	0.03%	506	0.00%	1756286	3.23%	25159	0.05%	2
BRCA-BH-A0BA-NT	57536066	96	51457793	89.44%	95.17	10542421	10342341	10457052	70519	7728	7122	0.22%	0.00%	1.44	0.01%	1.2	3747619	6.51%	22911	0.04%	364	0.00%	2270924	3.95%	36455	0.06%	2
HNSC-BB-7870-TP	67011529	96	58672555	87.56%	94.86	12339642	12223764	12263677	62179	7314	6472	0.19%	0.00%	1.42	0.01%	1.2	5954617	8.89%	22405	0.03%	374	0.00%	2335441	3.49%	26137	0.04%	2
KIRC-BP-5178-TP	97343397	100	84227793	86.53%	99.3	15455543	15245999	15324436	109710	11465	9932	0.27%	0.00%	1.32	0.01%	1.22	7133177	7.33%	20978	0.02%	666	0.00%	5942909	6.11%	17874	0.02%	2
COAD-AY-A71X-TP	76435054	96	67050612	87.72%	95.15	13608950	13484685	13492608	91004	10817	14521	0.31%	0.00%	1.37	0.01%	1.21	5223165	6.83%	54485	0.07%	963	0.00%	4066834	5.32%	38995	0.05%	2
CESC-C5-A3HD-TP	76205156	96	69231604	90.85%	95.19	14355416	14231096	14217054	114814	12149	11399	0.23%	0.00%	1.43	0.01%	1.21	4465722	5.86%	43201	0.06%	951	0.00%	2407509	3.16%	56169	0.07%	2
LGG-HT-7880-TP	97210640	96	88094109	90.62%	95.28	13097144	12945624	12983562	95031	10384	8167	0.22%	0.00%	1.35	0.01%	1.2	4602164	4.73%	32051	0.03%	747	0.00%	4438420	4.57%	43149	0.04%	2
LIHC-DD-AADM-TP	57992857	96	52350892	90.27%	95.22	11949274	11832776	11875464	64917	4460	4433	0.17%	0.00%	1.75	0.00%	1.16	4463447	7.70%	6820	0.01%	197	0.00%	1161317	2.00%	10184	0.02%	2
LGG-HT-7902-TP	96713287	96	89686634	92.73%	95.25	14383690	14204643	14259956	103277	11838	8619	0.25%	0.00%	1.4	0.01%	1.21	4038556	4.18%	44535	0.05%	861	0.00%	2900958	3.00%	41743	0.04%	2
CESC-LP-A7HU-TP	62767792	96	50731912	80.82%	95.05	11322201	11184586	11231890	67154	9705	13452	0.27%	0.00%	1.46	0.01%	1.21	8542738	13.61%	40457	0.06%	815	0.00%	3433495	5.47%	18375	0.03%	2
COAD-D5-6532-TP	58733681	96	51689306	88.01%	94.7	11866716	11751721	11761656	82794	12279	9987	0.65%	0.00%	1.44	0.00%	1.19	3725210	6.34%	16998	0.03%	466	0.00%	3291529	5.60%	10172	0.02%	2
OV-13-1511-TP	114549257	150	94167146	82.21%	148.03	36753102	36170836	36291195	330113	28080	103714	0.43%	0.01%	1.39	0.01%	1.4	12350350	10.78%	65444	0.06%	32509	0.03%	7885257	6.88%	48551	0.04%	2
BLCA-KQ-A41P-TP	60749079	96	52576164	86.55%	95.13	8974363	8883980	8893162	64235	6864	10102	0.42%	0.00%	1.46	0.00%	1.19	5023648	8.27%	28046	0.05%	557	0.00%	3094147	5.09%	26517	0.04%	2
HNSC-BB-4217-TP	82750896	96	72846253	88.03%	94.55	16172292	15610240	16041195	107368	12551	11178	0.44%	0.00%	1.45	0.00%	1.2	5518106	6.67%	25877	0.03%	843	0.00%	4323509	5.22%	36308	0.04%	2
PRAD-VP-A878-TP	63576150	96	56470181	88.82%	95.1	11407385	11287647	11307757	78265	11412	9951	0.26%	0.00%	1.42	0.01%	1.21	3762662	5.92%	23903	0.04%	612	0.00%	3296724	5.19%	22068	0.03%	2
HNSC-CN-4726-TP	62249638	96	55854485	89.73%	95.15	13568620	13421602	13476518	77675	7858	6569	0.21%	0.00%	1.44	0.01%	1.21	4716766	7.58%	11665	0.02%	655	0.00%	1647248	2.65%	18819	0.03%	2
LUAD-55-6986-NT	100215909	96	87915614	87.73%	94.95	14731504	14563537	14612481	97430	10855	10738	0.66%	0.00%	1.44	0.01%	1.21	4572597	4.56%	46605	0.05%	1163	0.00%	7641366	7.62%	38564	0.04%	2
LUAD-91-6840-TP	36434750	96	32924999	90.37%	95.11	6323328	6174368	6264092	45842	5636	7758	0.18%	0.00%	1.49	0.01%	1.22	1853047	5.09%	19026	0.05%	1111	0.00%	1594084	4.38%	42483	0.12%	2
TGCT-VF-A8AD-TP	62153502	96	55892780	89.93%	95.25	11972207	11757657	11876737	77249	11080	7141	0.20%	0.00%	1.41	0.01%	1.21	4464933	7.18%	67806	0.11%	597	0.00%	1601802	2.58%	125584	0.20%	2
BRCA-E2-A14W-TP	56164166	100	50843410	90.53%	99.26	8094869	8022456	8023295	57176	6911	7487	0.31%	0.01%	1.38	0.01%	1.24	3130617	5.57%	50193	0.09%	346	0.00%	2120567	3.78%	19033	0.03%	2
PRAD-2A-A8VT-TP	65730918	96	59946354	91.20%	95.14	12374077	12239959	12254525	98281	11136	10135	0.20%	0.00%	1.5	0.00%	1.2	3673175	5.59%	42891	0.07%	711	0.00%	2022944	3.08%	44843	0.07%	2
SKCM-EE-A3JD-TM	33647552	96	30368218	90.25%	95.07	6625210	6458828	6571941	43349	5774	4146	0.18%	0.00%	1.42	0.01%	1.22	1968012	5.85%	10460	0.03%	350	0.00%	1286999	3.82%	13513	0.04%	2
KIRP-IA-A83S-TP	51627525	96	44505305	86.20%	95.08	7937508	7863597	7870391	54087	6847	6183	0.46%	0.00%	1.34	0.01%	1.19	3930099	7.61%	12448	0.02%	343	0.00%	3170817	6.14%	8513	0.02%	2
UCEC-AX-A06L-TP	32280915	76	10581924	32.78%	75.44	674034	660141	667790	4321	466	1457	0.41%	0.01%	1.57	0.01%	1.34	12492873	38.70%	55060	0.17%	0	0.00%	9099418	28.19%	51640	0.16%	1
PRAD-ZG-A9LN-TP	59804425	96	54110036	90.48%	95.32	10019733	9900843	9937307	66401	7871	8154	0.16%	0.00%	1.4	0.01%	1.21	3893902	6.51%	17494	0.03%	283	0.00%	1761973	2.95%	20737	0.03%	2
LUAD-78-7159-TP	59138631	96	50759647	85.83%	94.77	10016995	9655400	9938142	62247	7554	9052	0.98%	0.00%	1.43	0.01%	1.2	4174285	7.06%	28069	0.05%	887	0.00%	4158576	7.03%	17167	0.03%	2
READ-F5-6811-TP	55366580	96	50081984	90.46%	95.09	11010934	10896360	10921219	69853	9004	10858	0.31%	0.00%	1.5	0.01%	1.22	3555913	6.42%	18931	0.03%	518	0.00%	1686841	3.05%	22393	0.04%	2
TGCT-2G-AALT-TP	39716534	96	27503150	69.25%	95.15	5522988	5480696	5487102	28272	3958	3656	0.41%	0.00%	1.43	0.01%	1.34	1932263	4.87%	13591	0.03%	359	0.00%	10252722	25.81%	14449	0.04%	2
KIRC-BP-4335-TP	54722221	100	47615563	87.01%	99.08	6191362	5960087	6135391	44328	4820	6823	0.41%	0.01%	1.36	0.01%	1.25	3662867	6.69%	40476	0.07%	1371	0.00%	3356789	6.13%	45155	0.08%	2
KIRC-BP-4994-TP	119238556	100	106042565	88.93%	99.12	20467156	20204210	20272188	160394	17372	17202	0.34%	0.00%	1.43	0.01%	1.22	7528415	6.31%	56929	0.05%	1938	0.00%	5558237	4.66%	50472	0.04%	2
COAD-D5-6533-TP	52081176	96	46985812	90.22%	95.11	10242509	10115884	10149210	73611	10846	8842	0.20%	0.00%	1.45	0.01%	1.13	3282115	6.30%	18835	0.04%	571	0.00%	1778061	3.41%	15782	0.03%	2
BRCA-GM-A2DC-TP	49656633	100	44272278	89.16%	99.22	7539022	7442633	7462763	61762	7100	7397	0.21%	0.01%	1.44	0.01%	1.23	2653152	5.34%	29380	0.06%	642	0.00%	2678031	5.39%	23150	0.05%	2
OV-61-2111-TP	55245835	150	45983725	83.23%	148.28	17884573	17582247	17662096	147889	15926	58662	0.47%	0.01%	1.43	0.01%	1.38	6175307	11.18%	29584	0.05%	17248	0.03%	3014461	5.46%	25510	0.05%	2
SARC-SG-A6Z4-TP	83296907	96	75451646	90.58%	94.88	18038040	17888517	17912407	98890	13493	13250	0.51%	0.00%	1.48	0.00%	1.37	3253086	3.91%	42604	0.05%	975	0.00%	4512575	5.42%	36021	0.04%	2
KIRP-5P-A9JV-TP	64695518	96	57120460	88.29%	95.16	10907753	10782554	10809100	82150	8034	8469	0.26%	0.00%	1.44	0.01%	1.2	3753425	5.80%	31547	0.05%	520	0.00%	3750357	5.80%	39209	0.06%	2
COAD-A6-2682-NT	74280412	96	65329531	87.95%	94.99	14073313	13655065	13960988	88551	11350	12424	0.34%	0.00%	1.35	0.00%	1.19	5129330	6.91%	25378	0.03%	1163	0.00%	3774925	5.08%	20085	0.03%	2
BLCA-GU-A42R-TP	66279789	96	60521409	91.31%	95.22	10095964	9961550	10004546	74926	8343	8149	0.29%	0.00%	1.49	0.01%	1.2	3869178	5.84%	41524	0.06%	1069	0.00%	1763209	2.66%	83400	0.13%	2
OV-24-2290-TP	79463251	150	64119806	80.69%	148.33	27238729	26825028	26896534	226778	24940	90477	0.50%	0.01%	1.32	0.01%	1.41	11156863	14.04%	39982	0.05%	23868	0.03%	4099509	5.16%	23223	0.03%	2
BLCA-SY-A9G0-TP	42762599	96	38842748	90.83%	95.22	8174158	8068067	8115255	48424	5255	5224	0.17%	0.00%	1.49	0.01%	1.22	2710522	6.34%	14757	0.03%	390	0.00%	1176740	2.75%	17442	0.04%	2
LGG-HT-7603-TP	80284589	96	74436532	92.72%	95.32	11199480	11095993	11105242	78027	9832	6379	0.18%	0.00%	1.4	0.01%	1.22	3973810	4.95%	17511	0.02%	359	0.00%	1837908	2.29%	18469	0.02%	2
LUSC-66-2780-TP	86999154	100	74290200	85.39%	99.03	19751240	19236485	19587435	135743	15353	12709	0.24%	0.00%	1.37	0.01%	1.21	9142394	10.51%	21283	0.02%	1153	0.00%	3510636	4.04%	33488	0.04%	2
MESO-NQ-A638-TP	78151875	96	67936260	86.93%	95.06	15742742	15628202	15604122	116883	10853	10884	0.27%	0.00%	1.51	0.00%	1.21	4964508	6.35%	29605	0.04%	718	0.00%	5204415	6.66%	16369	0.02%	2
BLCA-GC-A3OO-TP	57533104	96	51151094	88.91%	94.96	10350556	10267243	10263750	70585	8504	7717	0.44%	0.00%	1.45	0.01%	1.21	3384272	5.88%	21513	0.04%	253	0.00%	2954791	5.14%	21181	0.04%	2
LGG-TQ-A7RK-TP	64708554	96	57202162	88.40%	95.2	9146936	9047163	9071625	61171	8141	5999	0.32%	0.00%	1.36	0.01%	1.21	4326766	6.69%	40928	0.06%	639	0.00%	3109177	4.80%	28882	0.04%	2
PCPG-RW-A681-TP	68153713	96	62858081	92.23%	95.2	10417411	10308683	10329900	67389	8473	11649	0.22%	0.00%	1.4	0.00%	1.2	3224593	4.73%	19528	0.03%	616	0.00%	2034252	2.98%	16643	0.02%	2
LGG-DU-7306-TP	84355025	96	78108051	92.59%	95.24	14485961	14356164	14362178	102451	12785	8547	0.19%	0.00%	1.38	0.01%	1.21	3938152	4.67%	15722	0.02%	450	0.00%	2274994	2.70%	17656	0.02%	2
GBM-16-1045-TP	56358031	152	42011801	74.54%	150.45	17308956	17123815	17162879	116673	13812	15592	0.58%	0.01%	1.41	0.00%	1.48	2145878	3.81%	10492	0.02%	24264	0.04%	12139788	21.54%	25808	0.05%	2
THCA-EM-A3FO-TP	85036761	96	75660481	88.97%	95.2	12040928	11932214	11949360	65599	8178	17791	0.20%	0.01%	1.44	0.01%	1.21	7030947	8.27%	29868	0.04%	761	0.00%	2284323	2.69%	30381	0.04%	2
STAD-BR-6454-NT	95943031	150	59419036	61.93%	147.88	24653700	21941983	24436271	150332	15773	51324	0.74%	0.00%	1.03	0.00%	1.51	18824297	19.62%	30381	0.03%	687738	0.72%	16966297	17.68%	15282	0.02%	2
KIRC-DV-5567-TP	83763906	100	74216461	88.60%	99.08	17196679	17048920	17036589	129498	13727	16865	0.43%	0.01%	1.48	0.01%	1.25	4508193	5.38%	28748	0.03%	978	0.00%	4987187	5.95%	22339	0.03%	2
LGG-DU-7010-TP	86299650	96	79341082	91.94%	95.15	13903819	13748172	13785751	96632	12794	8642	0.38%	0.00%	1.41	0.01%	1.21	4058560	4.70%	35642	0.04%	495	0.00%	2833270	3.28%	30601	0.04%	2
SARC-DX-A6YQ-TP	69034628	96	63365051	91.79%	95.01	14367014	14238513	14247885	95953	13474	9702	0.38%	0.00%	1.48	0.00%	1.22	3297563	4.78%	27045	0.04%	803	0.00%	2320308	3.36%	23858	0.03%	2
LGG-E1-A7YN-TP	51306865	96	46451831	90.54%	95.02	8271059	8168028	8202040	57851	5980	5188	0.45%	0.00%	1.44	0.00%	1.21	2065598	4.03%	19576	0.04%	489	0.00%	2752796	5.37%	16575	0.03%	2
BRCA-BH-A0DK-NT	88505408	100	81376926	91.95%	99.08	18774229	18546366	18610485	135211	13927	14606	0.35%	0.00%	1.42	0.01%	1.29	4250101	4.80%	30506	0.03%	595	0.00%	2808848	3.17%	38432	0.04%	2
KIRP-5P-A9K0-TP	74619506	96	66871520	89.62%	95.14	11816146	11700104	11708048	87733	10097	10268	0.23%	0.01%	1.25	0.01%	1.18	4660100	6.25%	32604	0.04%	685	0.00%	3026732	4.06%	27865	0.04%	2
KIRC-CZ-5986-TP	48384347	100	44060489	91.06%	99.08	9836145	9735523	9739045	82256	7648	7196	0.30%	0.00%	1.42	0.01%	1.22	2573394	5.32%	14417	0.03%	461	0.00%	1716513	3.55%	19073	0.04%	2
UCEC-AJ-A6NU-TP	82386948	96	73253301	88.91%	95.03	16964316	16796003	16807386	124958	13477	18495	0.30%	0.00%	1.46	0.00%	1.22	5367159	6.51%	38416	0.05%	926	0.00%	3685100	4.47%	42046	0.05%	2
PRAD-EJ-A65M-TP	63707120	96	54724679	85.90%	94.84	10268389	10180312	10184723	62660	11538	9468	0.60%	0.00%	1.51	0.01%	1.2	4276371	6.71%	15626	0.02%	315	0.00%	4673953	7.34%	16176	0.03%	2
LUAD-55-8513-TP	39245494	96	34863489	88.83%	94.97	6719838	6580146	6663473	45480	4848	6037	0.24%	0.00%	1.4	0.01%	1.2	2389847	6.09%	25255	0.06%	511	0.00%	1947795	4.96%	18597	0.05%	2
BRCA-BH-A0HP-TP	82745609	100	74817216	90.42%	99.19	17553067	17388404	17410187	114564	12770	15546	0.23%	0.00%	1.44	0.01%	1.23	5319090	6.43%	24653	0.03%	571	0.00%	2558646	3.09%	25433	0.03%	2
READ-AG-3583-TP	31514146	76	26140681	82.95%	74.17	6882848	6804933	6834129	38113	5895	4711	0.56%	0.01%	1.82	0.00%	1.29	4183536	13.28%	20631	0.07%	0	0.00%	1163296	3.69%	6002	0.02%	1
COAD-A6-5659-NT	32477709	96	28612293	88.10%	95.03	5120713	4978169	5079752	32182	4282	4497	0.49%	0.00%	1.38	0.01%	1.19	2117942	6.52%	10640	0.03%	365	0.00%	1728444	5.32%	8025	0.02%	2
LUSC-85-8350-TP	60943176	96	54516161	89.45%	95.13	11496306	11227361	11401832	77233	8965	8276	0.29%	0.00%	1.41	0.01%	1.21	3401394	5.58%	57699	0.09%	780	0.00%	2888217	4.74%	78925	0.13%	2
BLCA-GC-A6I3-TP	53876701	96	44173417	81.99%	95.05	8560068	8259117	8501148	45019	5059	8842	0.26%	0.00%	1.48	0.01%	1.22	4702826	8.73%	28049	0.05%	1122	0.00%	4901631	9.10%	69656	0.13%	2
STAD-CG-5718-TP	107315523	150	75482500	70.34%	148.06	32375230	31215438	32057884	220459	25032	71855	0.52%	0.01%	1.07	0.00%	1.47	13908937	12.96%	50132	0.05%	219246	0.20%	17564950	16.37%	89758	0.08%	2
PRAD-G9-6348-TP	87144145	96	78664243	90.27%	95	16168847	16041028	16032587	111268	13679	11313	0.28%	0.00%	1.41	0.01%	1.18	5849478	6.71%	16117	0.02%	471	0.00%	2594781	2.98%	19055	0.02%	2
LIHC-DD-AACC-TP	48930626	96	43783967	89.48%	95.21	9802210	9548456	9744586	50215	3108	4301	0.21%	0.00%	1.38	0.00%	1.18	3855054	7.88%	6604	0.01%	251	0.00%	1275768	2.61%	8982	0.02%	2
LGG-DU-5872-TP	87622827	96	79171437	90.35%	95.03	13526176	13397340	13412289	94576	11760	7551	0.28%	0.00%	1.34	0.01%	1.21	5205407	5.94%	21421	0.02%	465	0.00%	3203757	3.66%	20340	0.02%	2
LAML-AB-2940-TB	73551275	100	53963947	73.37%	99.17	6126593	5957172	6058235	55086	5729	7543	0.34%	0.00%	1.5	0.00%	1.26	3984247	5.42%	72655	0.10%	1601	0.00%	14952636	20.33%	576189	0.78%	2
KIRC-B0-5102-TP	88273312	100	78800569	89.27%	99.15	14528387	14383841	14391174	111254	11004	14955	0.31%	0.01%	1.28	0.01%	1.2	6248303	7.08%	38096	0.04%	935	0.00%	3153752	3.57%	31657	0.04%	2
COAD-AA-3973-TP	27962314	76	21651071	77.43%	74.46	4877179	4829538	4838923	29849	3952	4455	0.28%	0.01%	1.49	0.01%	1.29	4324396	15.47%	33955	0.12%	0	0.00%	1941151	6.94%	11741	0.04%	1
CESC-DS-A1O9-TP	113556962	96	99549534	87.66%	95.12	20275876	20096125	20101007	144971	16520	13378	0.19%	0.00%	1.46	0.01%	1.2	8490016	7.48%	39431	0.03%	801	0.00%	5402582	4.76%	74598	0.07%	2
UCEC-B5-A11F-TP	34365588	76	23797574	69.25%	75.04	5359414	5322330	5321062	29718	3837	4797	0.34%	0.01%	1.59	0.01%	1.32	9698277	28.22%	36996	0.11%	0	0.00%	820250	2.39%	12491	0.04%	1
THYM-XU-A92Z-TP	69594278	96	59870594	86.03%	95.08	13522604	13362772	13419865	83536	9905	9298	0.37%	0.00%	1.45	0.01%	1.28	3762181	5.41%	28385	0.04%	637	0.00%	5878141	8.45%	54340	0.08%	2
LUSC-56-8082-NT	59724579	96	54526116	91.30%	95.13	10057409	9914763	9979957	63509	6774	7169	0.29%	0.00%	1.41	0.01%	1.21	2617059	4.38%	24729	0.04%	408	0.00%	2534551	4.24%	21716	0.04%	2
LUSC-18-3417-TP	29902780	100	25920075	86.68%	98.94	7119239	6978406	7062657	46160	5764	4658	0.25%	0.00%	1.4	0.01%	1.25	2096448	7.01%	3997	0.01%	288	0.00%	1875731	6.27%	6241	0.02%	2
STAD-RD-A7C1-TP	112994378	150	35906501	31.78%	147.58	6548887	6411666	6486525	43721	5747	12894	1.17%	0.01%	1.45	0.01%	1.61	2028833	1.80%	168929	0.15%	91279	0.08%	74601235	66.02%	197601	0.17%	2
STAD-VQ-A8DV-TP	140493323	150	106610545	75.88%	148.13	30012996	29707323	29801426	152626	19096	39848	0.80%	0.01%	1.53	0.01%	1.38	6854651	4.88%	43784	0.03%	32625	0.02%	26878985	19.13%	72733	0.05%	2
THYM-XU-A92U-TP	65421302	96	58430808	89.31%	95.13	13474023	13311808	13370808	82203	10601	10411	0.22%	0.00%	1.45	0.01%	1.2	4400080	6.73%	27260	0.04%	518	0.00%	2530266	3.87%	32370	0.05%	2
THCA-ET-A25P-TP	87317059	96	78799855	90.25%	94.93	16689611	16545191	16553075	105814	12729	17993	0.44%	0.00%	1.57	0.00%	1.21	4833883	5.54%	28767	0.03%	839	0.00%	3627067	4.15%	26648	0.03%	2
SARC-MB-A5YA-TP	63760011	96	56257812	88.23%	95.11	11388645	11311619	11309054	63911	9241	6439	0.30%	0.00%	1.47	0.01%	1.19	4233432	6.64%	14993	0.02%	240	0.00%	3228938	5.06%	24596	0.04%	2
STAD-CG-4449-TP	93957924	100	76117791	81.01%	98.74	16249810	15986470	16072564	129848	13605	33793	0.46%	0.00%	1.46	0.00%	1.36	4556247	4.85%	39560	0.04%	1260	0.00%	11564664	12.31%	1678402	1.79%	2
STAD-HF-7131-TP	88354040	150	76701512	86.81%	148.73	38442591	37610406	38028752	308602	35147	70090	0.32%	0.00%	1.12	0.01%	1.44	8474760	9.59%	35849	0.04%	145974	0.17%	2967082	3.36%	28863	0.03%	2
LUSC-21-1076-TP	78952058	100	67352550	85.31%	98.99	14043163	13604360	13930737	89002	10853	12571	0.51%	0.00%	1.47	0.01%	1.23	4364496	5.53%	43036	0.05%	1431	0.00%	7098524	8.99%	92021	0.12%	2
