sample_name	virus	seqlen	mapped	chim_reads	n_bases_covered	frac_covered	tissue_id
SNUC5_LARGE_INTESTINE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	159	0	4888	0.587	LARGE_INTESTINE
BFTC905_URINARY_TRACT	NC_001702_8135nt_Murine_type_C_retrovirus	8135	201	0	4798	0.59	URINARY_TRACT
BFTC905_URINARY_TRACT	NC_007815_8197nt_PreXMRV_1	8197	54	0	1843	0.225	URINARY_TRACT
BFTC905_URINARY_TRACT	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	54	0	1316	0.158	URINARY_TRACT
U118MG_CENTRAL_NERVOUS_SYSTEM	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	92	0	3922	0.471	CENTRAL_NERVOUS_SYSTEM
P31FUJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	122	0	3727	0.438	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	94412	137	126569	0.737	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	111	0	5224	0.642	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	26761	24	74167	0.429	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
D283MED_CENTRAL_NERVOUS_SYSTEM	NC_001702_8135nt_Murine_type_C_retrovirus	8135	263	0	4598	0.565	CENTRAL_NERVOUS_SYSTEM
D283MED_CENTRAL_NERVOUS_SYSTEM	NC_007815_8197nt_PreXMRV_1	8197	75	17	2426	0.296	CENTRAL_NERVOUS_SYSTEM
D283MED_CENTRAL_NERVOUS_SYSTEM	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	254	0	12351	0.072	CENTRAL_NERVOUS_SYSTEM
D283MED_CENTRAL_NERVOUS_SYSTEM	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	112	0	6307	0.037	CENTRAL_NERVOUS_SYSTEM
JHH7_LIVER	NC_001702_8135nt_Murine_type_C_retrovirus	8135	140	0	5784	0.711	LIVER
SALE_LUNG	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	99075	1217	2857	0.545	LUNG
SALE_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	113	0	3571	0.42	LUNG
SALE_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	96	0	4613	0.303	LUNG
SALE_LUNG	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	38089	2228	2204	0.265	LUNG
SALE_LUNG	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	270	0	735	0.088	LUNG
HEC50B_ENDOMETRIUM	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	59	0	3319	0.39	ENDOMETRIUM
NCIH841_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	2188	0	8132	1	LUNG
NCIH841_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	73	0	4272	0.28	LUNG
NCIH841_LUNG	NC_007815_8197nt_PreXMRV_1	8197	67	0	1786	0.218	LUNG
LOXIMVI_SKIN	NC_001702_8135nt_Murine_type_C_retrovirus	8135	290	0	7001	0.861	SKIN
LOXIMVI_SKIN	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	58	0	3976	0.261	SKIN
KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	132	0	5199	0.639	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PANC1_PANCREAS	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	110	0	3519	0.414	PANCREAS
TE617T_SOFT_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	88	0	3764	0.452	SOFT_TISSUE
SNU869_BILIARY_TRACT	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	117	0	4440	0.533	BILIARY_TRACT
JHH5_LIVER	NC_001702_8135nt_Murine_type_C_retrovirus	8135	140	0	5827	0.716	LIVER
OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	102	0	3830	0.45	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	150	0	6675	0.438	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SLR25_KIDNEY	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	124	0	4289	0.504	KIDNEY
SLR25_KIDNEY	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	90	0	5349	0.351	KIDNEY
TGBC11TKB_STOMACH	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	313	0	5433	0.652	STOMACH
SLR20_KIDNEY	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	125	0	3838	0.451	KIDNEY
SLR20_KIDNEY	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	141	0	6176	0.405	KIDNEY
DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	412	0	5519	0.662	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCIH1581_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	284	0	6860	0.843	LUNG
HARA_LUNG	NC_007815_8197nt_PreXMRV_1	8197	898	30	6107	0.745	LUNG
HARA_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	270	0	8460	0.555	LUNG
HARA_LUNG	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	156	0	1944	0.233	LUNG
HARA_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	188	0	1501	0.185	LUNG
HARA_LUNG	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	62	0	1328	0.16	LUNG
HEP3B217_LIVER	NC_003977_3182nt_Hepatitis_B_virus	3182	2566	404	1831	0.575	LIVER
2313287_STOMACH	NC_007815_8197nt_PreXMRV_1	8197	347	0	5425	0.662	STOMACH
2313287_STOMACH	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	76	0	4987	0.327	STOMACH
2313287_STOMACH	NC_001702_8135nt_Murine_type_C_retrovirus	8135	74	0	1506	0.185	STOMACH
2313287_STOMACH	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	56	0	1307	0.157	STOMACH
BHY_UPPER_AERODIGESTIVE_TRACT	NC_001702_8135nt_Murine_type_C_retrovirus	8135	1174730	28385	7948	0.977	UPPER_AERODIGESTIVE_TRACT
BHY_UPPER_AERODIGESTIVE_TRACT	NC_007815_8197nt_PreXMRV_1	8197	350464	5722	7977	0.973	UPPER_AERODIGESTIVE_TRACT
BHY_UPPER_AERODIGESTIVE_TRACT	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	283328	5162	4427	0.531	UPPER_AERODIGESTIVE_TRACT
BHY_UPPER_AERODIGESTIVE_TRACT	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	82378	3708	4135	0.497	UPPER_AERODIGESTIVE_TRACT
CCK81_LARGE_INTESTINE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	329	0	6894	0.847	LARGE_INTESTINE
UMUC3_URINARY_TRACT	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	126	0	4398	0.528	URINARY_TRACT
RT4_URINARY_TRACT	NC_001702_8135nt_Murine_type_C_retrovirus	8135	1116	0	8118	0.998	URINARY_TRACT
RT4_URINARY_TRACT	NC_007815_8197nt_PreXMRV_1	8197	60	0	2191	0.267	URINARY_TRACT
RT4_URINARY_TRACT	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	54	0	3794	0.249	URINARY_TRACT
TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	135	0	4621	0.555	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TE10_OESOPHAGUS	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	327	0	5417	0.65	OESOPHAGUS
JMSU1_URINARY_TRACT	NC_001702_8135nt_Murine_type_C_retrovirus	8135	168	0	5647	0.694	URINARY_TRACT
WM1799_SKIN	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	116	0	4024	0.483	SKIN
SF295_CENTRAL_NERVOUS_SYSTEM	NC_001702_8135nt_Murine_type_C_retrovirus	8135	280	23	7090	0.872	CENTRAL_NERVOUS_SYSTEM
SF295_CENTRAL_NERVOUS_SYSTEM	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	62	0	3059	0.201	CENTRAL_NERVOUS_SYSTEM
SW1463_LARGE_INTESTINE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	144	0	4898	0.588	LARGE_INTESTINE
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	255	0	7503	0.922	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	50	0	3054	0.2	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCIH441_LUNG	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	54	0	2546	0.306	LUNG
NCIH2291_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	302	0	5700	0.67	LUNG
NCIH2291_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	58	0	2544	0.313	LUNG
TE4_OESOPHAGUS	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	144	0	4419	0.53	OESOPHAGUS
BT12_SOFT_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	215	0	4313	0.507	SOFT_TISSUE
BT12_SOFT_TISSUE	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	104	0	5731	0.376	SOFT_TISSUE
BT12_SOFT_TISSUE	NC_001802_9181nt_Human_immunodeficiency_virus_1	9181	284	12	1786	0.195	SOFT_TISSUE
PANC1005_PANCREAS	NC_001702_8135nt_Murine_type_C_retrovirus	8135	54	0	3001	0.369	PANCREAS
KU1919_URINARY_TRACT	NC_001702_8135nt_Murine_type_C_retrovirus	8135	132	0	5089	0.626	URINARY_TRACT
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	57	0	3192	0.392	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
WM88_SKIN	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	146	0	4831	0.58	SKIN
KPNRTBM1_AUTONOMIC_GANGLIA	NC_001702_8135nt_Murine_type_C_retrovirus	8135	176	0	6074	0.747	AUTONOMIC_GANGLIA
KPNRTBM1_AUTONOMIC_GANGLIA	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	110	0	571	0.109	AUTONOMIC_GANGLIA
SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	214	0	5066	0.596	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SKNO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	160	0	7298	0.479	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
OVSAHO_OVARY	NC_001702_8135nt_Murine_type_C_retrovirus	8135	60	0	3311	0.407	OVARY
NCIH2887_LUNG	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	64	0	2324	0.443	LUNG
NCIH2887_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	121	0	6135	0.402	LUNG
NCIH2887_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	124	0	2896	0.34	LUNG
COLO829_SKIN	NC_001702_8135nt_Murine_type_C_retrovirus	8135	410	0	4998	0.614	SKIN
COLO829_SKIN	NC_007815_8197nt_PreXMRV_1	8197	102	0	2504	0.305	SKIN
COLO829_SKIN	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	71	0	1458	0.175	SKIN
SNU387_LIVER	NC_003977_3182nt_Hepatitis_B_virus	3182	147	5	1964	0.617	LIVER
SW1573_LUNG	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	166	0	5176	0.621	LUNG
KMBC2_URINARY_TRACT	NC_001702_8135nt_Murine_type_C_retrovirus	8135	159	0	5088	0.625	URINARY_TRACT
PATU8902_PANCREAS	NC_001702_8135nt_Murine_type_C_retrovirus	8135	748	0	8015	0.985	PANCREAS
LN382_CENTRAL_NERVOUS_SYSTEM	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	147	0	4841	0.569	CENTRAL_NERVOUS_SYSTEM
LN382_CENTRAL_NERVOUS_SYSTEM	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	130	0	6163	0.404	CENTRAL_NERVOUS_SYSTEM
HT29_LARGE_INTESTINE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	256	0	7525	0.925	LARGE_INTESTINE
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	269695	3135	7725	0.95	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007815_8197nt_PreXMRV_1	8197	70760	1205	7587	0.926	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	50435	1426	3326	0.399	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	18769	361	2994	0.36	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
GAMG_CENTRAL_NERVOUS_SYSTEM	NC_001702_8135nt_Murine_type_C_retrovirus	8135	340	0	4211	0.518	CENTRAL_NERVOUS_SYSTEM
GAMG_CENTRAL_NERVOUS_SYSTEM	NC_007815_8197nt_PreXMRV_1	8197	66	0	2162	0.264	CENTRAL_NERVOUS_SYSTEM
GAMG_CENTRAL_NERVOUS_SYSTEM	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	64	0	1446	0.174	CENTRAL_NERVOUS_SYSTEM
MFE319_ENDOMETRIUM	NC_001702_8135nt_Murine_type_C_retrovirus	8135	107	0	5120	0.629	ENDOMETRIUM
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	347	5	7414	0.911	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	62	0	3659	0.24	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
LI7_LIVER	NC_001702_8135nt_Murine_type_C_retrovirus	8135	582125	1229	8136	1	LIVER
LI7_LIVER	NC_007815_8197nt_PreXMRV_1	8197	24020	687	6149	0.75	LIVER
LI7_LIVER	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	3487	46	2484	0.298	LIVER
LI7_LIVER	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	10866	0	2262	0.271	LIVER
NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	87	0	2740	0.322	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
UACC62_SKIN	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	84	0	3413	0.41	SKIN
NCIH2077_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	128	0	3910	0.46	LUNG
NCIH2077_LUNG	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	133	0	5336	0.35	LUNG
SLR24_KIDNEY	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	128	0	3758	0.442	KIDNEY
SLR24_KIDNEY	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	124	0	6202	0.407	KIDNEY
ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	124	0	4694	0.577	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
8MGBA_CENTRAL_NERVOUS_SYSTEM	NC_001702_8135nt_Murine_type_C_retrovirus	8135	344	0	7495	0.921	CENTRAL_NERVOUS_SYSTEM
DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	79972	183	128799	0.75	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	64037	235	117509	0.68	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	302	0	4958	0.609	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007815_8197nt_PreXMRV_1	8197	66	0	2688	0.328	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DAUDI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	66	0	1420	0.17	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
YD10B_UPPER_AERODIGESTIVE_TRACT	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	188692	1721	6721	0.807	UPPER_AERODIGESTIVE_TRACT
YD10B_UPPER_AERODIGESTIVE_TRACT	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	11041	72	4393	0.528	UPPER_AERODIGESTIVE_TRACT
YD10B_UPPER_AERODIGESTIVE_TRACT	NC_001702_8135nt_Murine_type_C_retrovirus	8135	1172	12	2733	0.336	UPPER_AERODIGESTIVE_TRACT
EBC1_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	296	0	4613	0.567	LUNG
EBC1_LUNG	NC_007815_8197nt_PreXMRV_1	8197	74	0	2419	0.295	LUNG
EBC1_LUNG	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	86	0	1457	0.175	LUNG
HUPT4_PANCREAS	NC_001702_8135nt_Murine_type_C_retrovirus	8135	318	0	6936	0.853	PANCREAS
CL40_LARGE_INTESTINE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	411	0	5137	0.631	LARGE_INTESTINE
CL40_LARGE_INTESTINE	NC_007815_8197nt_PreXMRV_1	8197	97	0	2451	0.299	LARGE_INTESTINE
CL40_LARGE_INTESTINE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	63	0	1511	0.181	LARGE_INTESTINE
NCIH292_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	118	0	3220	0.396	LUNG
NCIH292_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	64	0	2660	0.313	LUNG
NCIH2030_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	51	0	2442	0.287	LUNG
8305C_THYROID	NC_001702_8135nt_Murine_type_C_retrovirus	8135	81	0	3986	0.49	THYROID
UBLC1_URINARY_TRACT	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	211	0	5119	0.614	URINARY_TRACT
SW1353_BONE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	203	0	4657	0.559	BONE
MORCPR_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	780	0	8010	0.985	LUNG
CORL95_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	390	0	4664	0.573	LUNG
CORL95_LUNG	NC_007815_8197nt_PreXMRV_1	8197	85	0	2534	0.309	LUNG
RERFLCMS_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	50	0	3094	0.38	LUNG
BICR31_UPPER_AERODIGESTIVE_TRACT	NC_001702_8135nt_Murine_type_C_retrovirus	8135	326	0	4746	0.583	UPPER_AERODIGESTIVE_TRACT
BICR31_UPPER_AERODIGESTIVE_TRACT	NC_007815_8197nt_PreXMRV_1	8197	80	0	2302	0.281	UPPER_AERODIGESTIVE_TRACT
BICR31_UPPER_AERODIGESTIVE_TRACT	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	56	0	1664	0.2	UPPER_AERODIGESTIVE_TRACT
OUMS23_LARGE_INTESTINE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	58	0	2580	0.303	LARGE_INTESTINE
UACC893_BREAST	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	104	0	4046	0.486	BREAST
MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	73	0	2968	0.349	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SNU1_STOMACH	NC_001702_8135nt_Murine_type_C_retrovirus	8135	2044	0	8118	0.998	STOMACH
SNU1_STOMACH	NC_007815_8197nt_PreXMRV_1	8197	76	0	2483	0.303	STOMACH
SNU1_STOMACH	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	50	0	2976	0.195	STOMACH
CAL851_BREAST	NC_001702_8135nt_Murine_type_C_retrovirus	8135	296	0	4354	0.535	BREAST
CAL851_BREAST	NC_007815_8197nt_PreXMRV_1	8197	96	0	2631	0.321	BREAST
CAL851_BREAST	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	70	0	1398	0.168	BREAST
NCIH1915_LUNG	NC_001702_8135nt_Murine_type_C_retrovirus	8135	435	0	4513	0.555	LUNG
NCIH1915_LUNG	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	8507	74	0	3575	0.42	LUNG
NCIH1915_LUNG	NC_007815_8197nt_PreXMRV_1	8197	104	0	2327	0.284	LUNG
NCIH1915_LUNG	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	62	0	1182	0.142	LUNG
HCC1428_BREAST	NC_001702_8135nt_Murine_type_C_retrovirus	8135	397	0	4565	0.561	BREAST
HCC1428_BREAST	NC_007815_8197nt_PreXMRV_1	8197	79	0	2363	0.288	BREAST
HCC1428_BREAST	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	96	0	1634	0.196	BREAST
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	412	0	7641	0.939	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
786O_KIDNEY	NC_007815_8197nt_PreXMRV_1	8197	332	0	5703	0.696	KIDNEY
786O_KIDNEY	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	90	0	5065	0.332	KIDNEY
786O_KIDNEY	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	56	0	1698	0.204	KIDNEY
786O_KIDNEY	NC_001702_8135nt_Murine_type_C_retrovirus	8135	54	0	1295	0.159	KIDNEY
BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	306	0	4606	0.566	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007815_8197nt_PreXMRV_1	8197	73	0	2495	0.304	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	58	0	1382	0.166	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SNU449_LIVER	NC_003977_3182nt_Hepatitis_B_virus	3182	456	48	1437	0.452	LIVER
KMRC2_KIDNEY	NC_001702_8135nt_Murine_type_C_retrovirus	8135	685	0	7906	0.972	KIDNEY
CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	275	0	4683	0.576	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007815_8197nt_PreXMRV_1	8197	89	0	2604	0.318	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	57	0	1143	0.137	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
LN18_CENTRAL_NERVOUS_SYSTEM	NC_001702_8135nt_Murine_type_C_retrovirus	8135	248	0	6336	0.779	CENTRAL_NERVOUS_SYSTEM
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	334	0	7462	0.917	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	285437	3755	137938	0.803	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	146649	1501	119343	0.691	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	73	0	3286	0.216	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
AGS_STOMACH	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	996975	2915	15246	1	STOMACH
AGS_STOMACH	NC_007815_8197nt_PreXMRV_1	8197	470	0	5603	0.684	STOMACH
AGS_STOMACH	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	100	0	1943	0.233	STOMACH
AGS_STOMACH	NC_001702_8135nt_Murine_type_C_retrovirus	8135	77	0	1169	0.144	STOMACH
SW948_LARGE_INTESTINE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	323	0	7482	0.92	LARGE_INTESTINE
SW948_LARGE_INTESTINE	NC_006430_15246nt_Mammalian_orthorubulavirus_5	15246	64	0	3816	0.25	LARGE_INTESTINE
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_007815_8197nt_PreXMRV_1	8197	218004	5001	8113	0.99	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001702_8135nt_Murine_type_C_retrovirus	8135	445437	5834	8031	0.987	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001501_8332nt_Moloney_murine_leukemia_virus	8332	50112	155	3556	0.427	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NC_001362_8323nt_Friend_murine_leukemia_virus	8323	11673	134	2259	0.271	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
