TCGA	sample_id	seqtype	chrom	virus	contig	sample_region_expr	mean_region_expr	log2_fold_change	expr_quantile	region_gene_list
LIHC	LIHC-RC-A7SB-TP	RNA	chr5	HBV	NC_003977_3182nt_Hepatitis_B_virus~1799~+~chr5~1295467~+	11.41	10.78	0.08	0.47	TERT^ENSG00000164362.17
LIHC	LIHC-RC-A7SB-TP	RNA	chr8	HPV16	chr8~127458097~+~HPV16~3604~-	12.67	6.52	0.96	0.93	CASC8^ENSG00000246228.5
LIHC	LIHC-RC-A7SB-TP	RNA	chr1	HPV16	chr1~9850783~+~HPV16~845~-	19.17	17.71	0.11	0.99	CTNNBIP1^ENSG00000178585.13,RP11-84A14.5^ENSG00000223989.1
LIHC	LIHC-RC-A7SB-TP	RNA	chr5	HBV	NC_003977_3182nt_Hepatitis_B_virus~1644~-~chr5~1295482~+	11.41	10.78	0.08	0.47	TERT^ENSG00000164362.17
LIHC	LIHC-DD-AACA-TP	RNA	chr15	HBV	NC_003977_3182nt_Hepatitis_B_virus~1828~+~chr15~43613136~+	38.37	12.81	1.58	1.00	CKMT1B^ENSG00000237289.8,STRC^ENSG00000242866.8
LIHC	LIHC-DD-AACA-TP	RNA	chr15	HBV	NC_003977_3182nt_Hepatitis_B_virus~1828~+~chr15~43712598~+	17.48	8.93	0.97	1.00	STRCP1^ENSG00000166763.7
LIHC	LIHC-DD-AACA-TP	RNA	chr5	HBV	chr5~72419408~+~NC_003977_3182nt_Hepatitis_B_virus~1677~-	14.71	0.86	4.08	1.00	YBX1P5^ENSG00000251108.1
LIHC	LIHC-DD-AACA-TP	RNA	chr15	HBV	chr15~43712562~+~NC_003977_3182nt_Hepatitis_B_virus~1830~-	17.48	8.93	0.97	1.00	STRCP1^ENSG00000166763.7
LIHC	LIHC-DD-AACA-TP	RNA	chr15	HBV	chr15~43613100~+~NC_003977_3182nt_Hepatitis_B_virus~1830~-	38.37	12.81	1.58	1.00	CKMT1B^ENSG00000237289.8,STRC^ENSG00000242866.8
LIHC	LIHC-DD-AACA-TP	RNA	chr15	HBV	chr15~43612020~+~NC_003977_3182nt_Hepatitis_B_virus~1839~-	58.92	14.00	2.07	1.00	CKMT1B^ENSG00000237289.8,STRC^ENSG00000242866.8,RNU6-554P^ENSG00000222398.1
LIHC	LIHC-DD-AACA-TP	RNA	chr15	HBV	chr15~43711937~+~NC_003977_3182nt_Hepatitis_B_virus~455~-	29.67	14.54	1.03	0.99	STRCP1^ENSG00000166763.7,RNU6-353P^ENSG00000201136.1
LIHC	LIHC-DD-AACA-TP	RNA	chr15	HBV	chr15~43612475~+~NC_003977_3182nt_Hepatitis_B_virus~455~-	58.92	14.00	2.07	1.00	CKMT1B^ENSG00000237289.8,STRC^ENSG00000242866.8,RNU6-554P^ENSG00000222398.1
LIHC	LIHC-DD-AACA-TP	RNA	chr16	HBV	chr16~84407863~+~NC_003977_3182nt_Hepatitis_B_virus~1812~-	10.96	8.09	0.44	0.83	ATP2C2^ENSG00000064270.11
LIHC	LIHC-DD-AACA-TP	RNA	chr1	HBV	chr1~161223624~+~NC_003977_3182nt_Hepatitis_B_virus~423~+	101.03	109.20	-0.11	0.10	NDUFS2^ENSG00000158864.11,FCER1G^ENSG00000158869.9,APOA2^ENSG00000158874.10,TOMM40L^ENSG00000158882.11,MIR5187^ENSG00000263548.1,NR1I3^ENSG00000143257.10
LIHC	LIHC-DD-AACA-TP	RNA	chr15	HBV	NC_003977_3182nt_Hepatitis_B_virus~1757~+~chr15~31796605~+	10.05	11.16	-0.15	0.15	OTUD7A^ENSG00000169918.8,RP11-456J20.2^ENSG00000277500.1
CESC	CESC-VS-A9U7-TP	RNA	chr9	HPV16	chr9~5467319~+~HPV16~3727~+	19.60	15.73	0.32	0.99	CD274^ENSG00000120217.12
CESC	CESC-VS-A9U7-TP	RNA	chr9	HPV16	chr9~5340897~+~HPV16~881~-	21.83	9.36	1.22	1.00	RLN1^ENSG00000107018.7
CESC	CESC-VS-A9U7-TP	RNA	chr9	HPV16	chr9~5335598~+~HPV16~881~-	21.83	9.36	1.22	1.00	RLN1^ENSG00000107018.7
CESC	CESC-VS-A9U7-TP	RNA	chr9	HPV16	HPV16~1152~+~chr9~5451263~+	19.60	15.73	0.32	0.99	CD274^ENSG00000120217.12
CESC	CESC-VS-A9U7-TP	RNA	chr9	HPV16	chr9~5340897~+~HPV16~227~-	21.83	9.36	1.22	1.00	RLN1^ENSG00000107018.7
CESC	CESC-VS-A9U7-TP	RNA	chr9	HPV16	chr9~5450597~+~HPV16~408~+	19.60	15.73	0.32	0.99	CD274^ENSG00000120217.12
CESC	CESC-VS-A9U7-TP	RNA	chr9	HPV16	chr9~5339688~+~HPV16~887~-	21.83	9.36	1.22	1.00	RLN1^ENSG00000107018.7
CESC	CESC-VS-A9U7-TP	RNA	chr9	HPV16	chr9~5304200~+~HPV16~887~-	25.18	20.33	0.31	0.87	RLN2^ENSG00000107014.8,HMGN2P31^ENSG00000214195.4
CESC	CESC-VS-A9U7-TP	RNA	chr9	HPV16	HPV16~5293~+~chr9~5330337~+	21.83	9.36	1.22	1.00	RLN1^ENSG00000107018.7
CESC	CESC-VS-A9U7-TP	RNA	chr9	HPV16	chr9~5451224~+~HPV16~5886~+	19.60	15.73	0.32	0.99	CD274^ENSG00000120217.12
CESC	CESC-VS-A9U7-TP	RNA	chr9	HPV16	HPV16~4156~+~chr9~5439951~+	18.34	18.41	-0.01	0.46	PLGRKT^ENSG00000107020.8
CESC	CESC-VS-A9U7-TP	RNA	chr9	HPV16	chr9~5465614~+~HPV16~5637~+	19.60	15.73	0.32	0.99	CD274^ENSG00000120217.12
CESC	CESC-VS-A9U7-TP	RNA	chr9	HPV16	chr9~5466830~+~HPV16~5638~+	19.60	15.73	0.32	0.99	CD274^ENSG00000120217.12
CESC	CESC-VS-A9U7-TP	RNA	chr9	HPV16	chr9~5335575~+~HPV16~210~-	21.83	9.36	1.22	1.00	RLN1^ENSG00000107018.7
CESC	CESC-VS-A9V5-TP	RNA	chr17	HPV16	HPV16~3347~-~chr17~39737484~+	71.94	56.84	0.34	1.00	ERBB2^ENSG00000141736.12,MIEN1^ENSG00000141741.10,GRB7^ENSG00000141738.12
CESC	CESC-VS-A9V5-TP	RNA	chr17	HPV16	chr17~39730264~+~HPV16~932~-	91.28	66.83	0.45	1.00	ERBB2^ENSG00000141736.12,MIR4728^ENSG00000265178.1,MIEN1^ENSG00000141741.10,GRB7^ENSG00000141738.12
CESC	CESC-VS-A9V5-TP	RNA	chr17	HPV16	chr17~39720416~+~HPV16~182~-	67.89	48.21	0.49	1.00	ERBB2^ENSG00000141736.12,MIR4728^ENSG00000265178.1,MIEN1^ENSG00000141741.10
CESC	CESC-VS-A9V5-TP	RNA	chr17	HPV16	chr17~39716747~+~HPV16~3652~-	43.44	29.06	0.58	0.99	ERBB2^ENSG00000141736.12,MIR4728^ENSG00000265178.1
CESC	CESC-VS-A9V5-TP	RNA	chr17	HPV16	chr17~39712449~+~HPV16~578~-	24.10	19.07	0.34	0.99	ERBB2^ENSG00000141736.12
CESC	CESC-VS-A9V5-TP	RNA	chr17	HPV16	HPV16~3357~-~chr17~39738023~+	71.94	56.84	0.34	1.00	ERBB2^ENSG00000141736.12,MIEN1^ENSG00000141741.10,GRB7^ENSG00000141738.12
CESC	CESC-VS-A9V5-TP	RNA	chr17	HPV16	HPV16~3356~-~chr17~39729286~+	91.28	66.83	0.45	1.00	ERBB2^ENSG00000141736.12,MIR4728^ENSG00000265178.1,MIEN1^ENSG00000141741.10,GRB7^ENSG00000141738.12
CESC	CESC-VS-A9V5-TP	RNA	chr17	HPV16	chr17~39720488~+~HPV16~2084~-	67.89	48.21	0.49	1.00	ERBB2^ENSG00000141736.12,MIR4728^ENSG00000265178.1,MIEN1^ENSG00000141741.10
CESC	CESC-VS-A9V5-TP	RNA	chr17	HPV16	chr17~39720416~+~HPV16~7907~-	67.89	48.21	0.49	1.00	ERBB2^ENSG00000141736.12,MIR4728^ENSG00000265178.1,MIEN1^ENSG00000141741.10
CESC	CESC-VS-A9V5-TP	RNA	chr17	HPV16	chr17~39717487~+~HPV16~935~-	43.44	29.06	0.58	0.99	ERBB2^ENSG00000141736.12,MIR4728^ENSG00000265178.1
CESC	CESC-VS-A9V5-TP	RNA	chr17	HPV16	chr17~39713430~+~HPV16~863~-	24.10	19.07	0.34	0.99	ERBB2^ENSG00000141736.12
CESC	CESC-VS-A9V5-TP	RNA	chr17	HPV16	chr17~39733342~+~HPV16~921~-	91.28	66.83	0.45	1.00	ERBB2^ENSG00000141736.12,MIR4728^ENSG00000265178.1,MIEN1^ENSG00000141741.10,GRB7^ENSG00000141738.12
CESC	CESC-VS-A9V5-TP	RNA	chr17	HPV16	chr17~39734755~+~HPV16~935~-	91.28	66.83	0.45	1.00	ERBB2^ENSG00000141736.12,MIR4728^ENSG00000265178.1,MIEN1^ENSG00000141741.10,GRB7^ENSG00000141738.12
CESC	CESC-VS-A9V5-TP	RNA	chr17	HPV16	HPV16~3355~-~chr17~39723866~+	67.89	48.21	0.49	1.00	ERBB2^ENSG00000141736.12,MIR4728^ENSG00000265178.1,MIEN1^ENSG00000141741.10
CESC	CESC-VS-A9V5-TP	RNA	chr17	HPV16	chr17~39723615~+~HPV16~2152~-	67.89	48.21	0.49	1.00	ERBB2^ENSG00000141736.12,MIR4728^ENSG00000265178.1,MIEN1^ENSG00000141741.10
CESC	CESC-VS-A9V5-TP	RNA	chr17	HPV16	HPV16~408~-~chr17~39729684~+	91.28	66.83	0.45	1.00	ERBB2^ENSG00000141736.12,MIR4728^ENSG00000265178.1,MIEN1^ENSG00000141741.10,GRB7^ENSG00000141738.12
CESC	CESC-VS-A9V5-TP	RNA	chr17	HPV16	chr17~39723656~+~HPV16~3355~+	67.89	48.21	0.49	1.00	ERBB2^ENSG00000141736.12,MIR4728^ENSG00000265178.1,MIEN1^ENSG00000141741.10
CESC	CESC-VS-A9V5-TP	RNA	chr17	HPV16	chr17~39726043~+~HPV16~516~-	67.89	48.21	0.49	1.00	ERBB2^ENSG00000141736.12,MIR4728^ENSG00000265178.1,MIEN1^ENSG00000141741.10
CESC	CESC-VS-A9V5-TP	RNA	chr17	HPV16	chr17~39710482~+~HPV16~578~-	24.10	19.07	0.34	0.99	ERBB2^ENSG00000141736.12
CESC	CESC-VS-A9V5-TP	RNA	chr17	HPV16	chr17~39716606~+~HPV16~578~-	43.44	29.06	0.58	0.99	ERBB2^ENSG00000141736.12,MIR4728^ENSG00000265178.1
CESC	CESC-VS-A9V5-TP	RNA	chr17	HPV16	HPV16~2271~-~chr17~39723866~+	67.89	48.21	0.49	1.00	ERBB2^ENSG00000141736.12,MIR4728^ENSG00000265178.1,MIEN1^ENSG00000141741.10
LIHC	LIHC-DD-AACT-TP	RNA	chr21	HBV	chr21~8240638~+~NC_003977_3182nt_Hepatitis_B_virus~1744~-	0.00	0.10	-3.50	0.42	MIR6724-2^ENSG00000274060.1,pRNA^ENSG00000277671.1
LIHC	LIHC-DD-AACT-TP	RNA	chr21	HBV	chr21~8423662~+~NC_003977_3182nt_Hepatitis_B_virus~1744~-	0.00	0.24	-4.65	0.54	MIR6724-3^ENSG00000275692.1,pRNA^ENSG00000278775.1
PAAD	PAAD-H8-A6C1-TP	RNA	chr4	HPV35	HPV35~884~+~chr4~142660782~+	30.42	28.81	0.08	0.64	INPP4B^ENSG00000109452.11,RP11-223C24.1^ENSG00000249806.1
CESC	CESC-EK-A3GN-TP	RNA	chr9	HPV16	chr9~134358397~+~HPV16~881~-	17.88	18.04	-0.01	0.40	RXRA^ENSG00000186350.9
CESC	CESC-EK-A3GN-TP	RNA	chr9	HPV16	chr9~134359176~+~HPV16~2564~-	17.88	18.04	-0.01	0.40	RXRA^ENSG00000186350.9
CESC	CESC-EK-A3GN-TP	RNA	chr9	HPV16	HPV16~4031~-~chr9~134355772~+	17.88	18.04	-0.01	0.40	RXRA^ENSG00000186350.9
CESC	CESC-EK-A3GN-TP	RNA	chr9	HPV16	chr9~134356101~+~HPV16~883~-	17.88	18.04	-0.01	0.40	RXRA^ENSG00000186350.9
CESC	CESC-EK-A3GN-TP	RNA	chr9	HPV16	HPV16~4541~-~chr9~134355772~+	17.88	18.04	-0.01	0.39	RXRA^ENSG00000186350.9
CESC	CESC-EK-A3GN-TP	RNA	chr9	HPV16	chr9~134358357~+~HPV16~656~+	17.88	18.04	-0.01	0.40	RXRA^ENSG00000186350.9
CESC	CESC-EK-A3GN-TP	RNA	chr9	HPV16	chr9~134409120~+~HPV16~578~-	17.88	18.04	-0.01	0.40	RXRA^ENSG00000186350.9
CESC	CESC-EK-A3GN-TP	RNA	chr14	HPV16	HPV16~227~+~chr14~37499907~+	13.55	12.97	0.06	0.76	MIPOL1^ENSG00000151338.17
CESC	CESC-EK-A3GN-TP	RNA	chr14	HPV16	chr14~37422950~+~HPV16~3357~+	13.55	12.97	0.06	0.76	MIPOL1^ENSG00000151338.17
LIHC	LIHC-DD-AAD1-TP	RNA	chr19	HBV	NC_003977_3182nt_Hepatitis_B_virus~1805~+~chr19~35722700~+	32.16	28.14	0.19	0.98	ZBTB32^ENSG00000011590.12,KMT2B^ENSG00000272333.4
LIHC	LIHC-DD-AAD1-TP	RNA	chr19	HBV	NC_003977_3182nt_Hepatitis_B_virus~461~+~chr19~35722994~+	32.16	28.14	0.19	0.98	ZBTB32^ENSG00000011590.12,KMT2B^ENSG00000272333.4
LIHC	LIHC-DD-AAD1-TP	RNA	chr19	HBV	chr19~35722665~+~NC_003977_3182nt_Hepatitis_B_virus~1793~-	32.16	28.14	0.19	0.98	ZBTB32^ENSG00000011590.12,KMT2B^ENSG00000272333.4
CESC	CESC-C5-A1BJ-TP	RNA	chr4	HPV16	chr4~73777731~+~HPV16~881~-	21.02	5.44	1.95	1.00	RP11-447E20.1^ENSG00000249051.2
CESC	CESC-C5-A1BJ-TP	RNA	chr4	HPV16	chr4~73777731~+~HPV16~227~-	21.02	5.44	1.95	1.00	RP11-447E20.1^ENSG00000249051.2
CESC	CESC-C5-A1BJ-TP	RNA	chr4	HPV16	chr4~73776441~+~HPV16~210~-	21.02	5.44	1.95	1.00	RP11-447E20.1^ENSG00000249051.2
CESC	CESC-C5-A1BJ-TP	RNA	chr4	HPV16	chr4~73777734~+~HPV16~726~+	21.02	5.44	1.95	1.00	RP11-447E20.1^ENSG00000249051.2
CESC	CESC-C5-A1BJ-TP	RNA	chr4	HPV16	HPV16~882~+~chr4~73777534~+	21.02	5.44	1.95	1.00	RP11-447E20.1^ENSG00000249051.2
LIHC	LIHC-CC-A9FS-TP	RNA	chr19	HBV	NC_003977_3182nt_Hepatitis_B_virus~1811~+~chr19~35723016~+	31.81	28.14	0.18	0.98	ZBTB32^ENSG00000011590.12,KMT2B^ENSG00000272333.4
LIHC	LIHC-CC-A9FS-TP	RNA	chr19	HBV	chr19~35722719~+~NC_003977_3182nt_Hepatitis_B_virus~283~+	31.81	28.14	0.18	0.98	ZBTB32^ENSG00000011590.12,KMT2B^ENSG00000272333.4
LIHC	LIHC-DD-A3A3-TP	RNA	chr19	HBV	chr19~35721805~+~NC_003977_3182nt_Hepatitis_B_virus~460~+	31.65	28.14	0.17	0.97	ZBTB32^ENSG00000011590.12,KMT2B^ENSG00000272333.4
KIRC	KIRC-DV-5573-TP	RNA	chr8	HPV18	chr8~127229069~+~HPV18~930~-	13.73	10.38	0.40	0.95	CCAT1^ENSG00000247844.1
LIHC	LIHC-DD-AACS-TP	RNA	chr2	HBV	chr2~130546887~+~NC_003977_3182nt_Hepatitis_B_virus~1807~-	0.00	0.06	-2.83	0.64	AC013269.4^ENSG00000225341.1,AC013269.5^ENSG00000184761.7
LIHC	LIHC-DD-AACS-TP	RNA	chr3	HBV	NC_003977_3182nt_Hepatitis_B_virus~2450~+~chr3~183111076~+	18.44	18.34	0.01	0.52	MCCC1^ENSG00000078070.10
LIHC	LIHC-DD-AACS-TP	RNA	chr3	HBV	NC_003977_3182nt_Hepatitis_B_virus~2475~+~chr3~183113977~+	32.60	32.21	0.02	0.56	MCCC1^ENSG00000078070.10,LAMP3^ENSG00000078081.6
LIHC	LIHC-DD-AACB-TP	RNA	chr5	HBV	chr5~72419408~+~NC_003977_3182nt_Hepatitis_B_virus~1677~-	0.00	0.86	-6.45	0.50	YBX1P5^ENSG00000251108.1
HNSC	HNSC-CV-5442-TP	RNA	chr19	HPV16	HPV16~1485~+~chr19~9220514~+	20.45	0.66	4.93	1.00	OR7D4^ENSG00000174667.3
HNSC	HNSC-CV-5442-TP	RNA	chr19	HPV16	HPV16~578~+~chr19~8985550~+	11.30	11.09	0.03	0.51	MUC16^ENSG00000181143.14
LIHC	LIHC-ED-A8O6-TP	RNA	chr19	HBV	NC_003977_3182nt_Hepatitis_B_virus~1283~-~chr19~35722941~+	31.48	28.14	0.16	0.96	ZBTB32^ENSG00000011590.12,KMT2B^ENSG00000272333.4
LIHC	LIHC-ED-A8O6-TP	RNA	chr22	HBV	chr22~38206347~+~NC_003977_3182nt_Hepatitis_B_virus~2255~+	35.03	32.82	0.09	0.92	PLA2G6^ENSG00000184381.17,MAFF^ENSG00000185022.10
LIHC	LIHC-ED-A8O6-TP	RNA	chr22	HBV	NC_003977_3182nt_Hepatitis_B_virus~466~+~chr22~38214420~+	54.17	50.58	0.10	0.97	PLA2G6^ENSG00000184381.17,MAFF^ENSG00000185022.10,TMEM184B^ENSG00000198792.11
CESC	CESC-VS-A8QH-TP	RNA	chr2	HPV16	chr2~9759300~+~HPV16~881~-	15.68	12.72	0.30	0.97	RP11-521D12.5^ENSG00000243491.1
BLCA	BLCA-E7-A97Q-TP	RNA	chr14	HPV18	chr14~68516575~+~HPV18~2704~+	14.24	14.14	0.01	0.62	RAD51B^ENSG00000182185.17
CESC	CESC-JX-A3Q0-TP	RNA	chr6	HPV31	HPV31~878~+~chr6~29939330~+	61.83	54.14	0.19	0.97	HLA-U^ENSG00000228078.1,HLA-A^ENSG00000206503.10,HCG4P5^ENSG00000227766.1
CESC	CESC-JX-A3Q0-TP	RNA	chr6	HPV31	HPV31~2766~+~chr6~29939026~+	80.51	70.42	0.19	0.98	HLA-K^ENSG00000230795.2,HLA-U^ENSG00000228078.1,HLA-A^ENSG00000206503.10,HCG4P5^ENSG00000227766.1
CESC	CESC-JX-A3Q0-TP	RNA	chr6	HPV31	HPV31~211~+~chr6~29941965~+	61.83	54.14	0.19	0.97	HLA-U^ENSG00000228078.1,HLA-A^ENSG00000206503.10,HCG4P5^ENSG00000227766.1
CESC	CESC-JX-A3Q0-TP	RNA	chr1	HPV31	HPV31~861~+~chr1~156156410~+	17.44	17.19	0.02	0.57	SEMA4A^ENSG00000196189.11
CESC	CESC-JX-A3Q0-TP	RNA	chr2	HPV31	HPV31~2766~+~chr2~17989294~+	16.76	16.89	-0.01	0.36	KCNS3^ENSG00000170745.10
CESC	CESC-JX-A3Q0-TP	RNA	chr6	HPV31	HPV31~895~-~chr6~29939100~+	80.51	70.42	0.19	0.98	HLA-K^ENSG00000230795.2,HLA-U^ENSG00000228078.1,HLA-A^ENSG00000206503.10,HCG4P5^ENSG00000227766.1
LIHC	LIHC-UB-A7ME-TP	RNA	chr19	HBV	NC_003977_3182nt_Hepatitis_B_virus~461~+~chr19~35722358~+	33.40	28.14	0.25	0.99	ZBTB32^ENSG00000011590.12,KMT2B^ENSG00000272333.4
LIHC	LIHC-UB-A7ME-TP	RNA	chr19	HBV	NC_003977_3182nt_Hepatitis_B_virus~1719~+~chr19~35722358~+	33.40	28.14	0.25	0.99	ZBTB32^ENSG00000011590.12,KMT2B^ENSG00000272333.4
LIHC	LIHC-UB-A7ME-TP	RNA	chr16	HBV	chr16~17111051~+~NC_003977_3182nt_Hepatitis_B_virus~1801~-	12.57	11.83	0.09	0.70	XYLT1^ENSG00000103489.10
HNSC	HNSC-BA-A4IG-TP	RNA	chr10	HPV16	chr10~110567834~+~HPV16~3356~+	19.61	18.66	0.07	0.97	SMC3^ENSG00000108055.9
HNSC	HNSC-BA-A4IG-TP	RNA	chr10	HPV16	chr10~110569014~+~HPV16~3357~+	19.61	18.66	0.07	0.98	SMC3^ENSG00000108055.9
HNSC	HNSC-BA-A4IG-TP	RNA	chr10	HPV16	chr10~110502870~+~HPV16~3357~+	34.54	29.30	0.24	0.96	RP11-525A16.4^ENSG00000273143.1,DUSP5^ENSG00000138166.5
HNSC	HNSC-BA-A4IG-TP	RNA	chr11	HPV16	chr11~31978943~+~HPV16~1004~-	17.36	17.94	-0.05	0.21	RCN1^ENSG00000049449.7
HNSC	HNSC-BA-A4IG-TP	RNA	chr14	HPV16	chr14~37597981~+~HPV16~484~-	28.32	22.20	0.35	0.81	FOXA1^ENSG00000129514.5,TTC6^ENSG00000139865.15
HNSC	HNSC-BA-A4IG-TP	RNA	chr10	HPV16	chr10~110498501~+~HPV16~3357~+	34.54	29.30	0.24	0.96	RP11-525A16.4^ENSG00000273143.1,DUSP5^ENSG00000138166.5
HNSC	HNSC-BA-A4IG-TP	RNA	chrY	HPV16	HPV16~3992~+~chrY~25914277~+	0.00	0.00	0.00	0.74	TRAPPC2P4^ENSG00000232914.1,RAB9AP3^ENSG00000223655.1,USP9YP20^ENSG00000230854.1
HNSC	HNSC-BA-A4IG-TP	RNA	chrX	HPV16	HPV16~2780~+~chrX~54493039~+	17.11	16.88	0.02	0.61	FGD1^ENSG00000102302.7
HNSC	HNSC-BA-A4IG-TP	RNA	chrX	HPV16	HPV16~2909~+~chrX~54496610~+	17.11	16.88	0.02	0.61	FGD1^ENSG00000102302.7
HNSC	HNSC-BA-A4IG-TP	RNA	chrY	HPV16	chrY~23755805~+~HPV16~3992~-	0.00	0.03	-2.16	0.44	USP9YP29^ENSG00000232424.1,RAB9AP1^ENSG00000232910.1,TRAPPC2P9^ENSG00000232845.1
HNSC	HNSC-BA-A4IG-TP	RNA	chr10	HPV16	chr10~110568468~+~HPV16~3396~+	19.61	18.66	0.07	0.97	SMC3^ENSG00000108055.9
CESC	CESC-VS-A9UU-TP	RNA	chr9	HPV16	HPV16~228~+~chr9~124478118~+	39.36	18.37	1.10	1.00	GPR144^ENSG00000180264.9,NR5A1^ENSG00000136931.8
CESC	CESC-VS-A9UU-TP	RNA	chr9	HPV16	HPV16~1304~+~chr9~124478118~+	39.36	18.37	1.10	1.00	GPR144^ENSG00000180264.9,NR5A1^ENSG00000136931.8
HNSC	HNSC-BB-7861-TP	RNA	chr15	HPV16	HPV16~3633~+~chr15~93755084~+	0.00	9.30	-9.86	0.08	RP11-739G5.1^ENSG00000258631.2,LINC01579^ENSG00000258754.6
HNSC	HNSC-BB-7861-TP	RNA	chr15	HPV16	HPV16~881~+~chr15~93760666~+	0.00	9.30	-9.86	0.05	RP11-739G5.1^ENSG00000258631.2,LINC01579^ENSG00000258754.6
HNSC	HNSC-BB-7861-TP	RNA	chr16	HPV16	chr16~4803663~+~HPV16~877~-	0.00	59.36	-12.54	0.00	SMIM22^ENSG00000267795.4,RP11-127I20.5^ENSG00000267077.1,ROGDI^ENSG00000067836.11,GLYR1^ENSG00000140632.15
HNSC	HNSC-BB-7861-TP	RNA	chr4	HPV16	chr4~73996336~+~HPV16~877~-	0.00	26.08	-11.35	0.00	PPBP^ENSG00000163736.3,CXCL5^ENSG00000163735.6
HNSC	HNSC-BB-7861-TP	RNA	chr15	HPV16	HPV16~881~+~chr15~93755084~+	0.00	9.30	-9.86	0.06	RP11-739G5.1^ENSG00000258631.2,LINC01579^ENSG00000258754.6
HNSC	HNSC-BB-7861-TP	RNA	chr15	HPV16	HPV16~3693~+~chr15~93729827~+	0.00	9.30	-9.86	0.08	RP11-739G5.1^ENSG00000258631.2,LINC01579^ENSG00000258754.6
HNSC	HNSC-BB-7861-TP	RNA	chr12	HPV16	chr12~103401677~+~HPV16~3581~-	0.00	8.95	-9.81	0.02	C12orf42^ENSG00000179088.13
HNSC	HNSC-BB-7861-TP	RNA	chr15	HPV16	HPV16~3633~+~chr15~93760666~+	0.00	9.30	-9.86	0.08	RP11-739G5.1^ENSG00000258631.2,LINC01579^ENSG00000258754.6
HNSC	HNSC-BB-7861-TP	RNA	chr16	HPV16	HPV16~3360~-~chr16~4795113~+	0.00	64.55	-12.66	0.00	SEPT12^ENSG00000140623.12,SMIM22^ENSG00000267795.4,RP11-127I20.5^ENSG00000267077.1,ROGDI^ENSG00000067836.11,GLYR1^ENSG00000140632.15
HNSC	HNSC-BB-7861-TP	RNA	chr15	HPV16	HPV16~3633~+~chr15~93746447~+	0.00	9.30	-9.86	0.08	RP11-739G5.1^ENSG00000258631.2,LINC01579^ENSG00000258754.6
HNSC	HNSC-BB-7861-TP	RNA	chr12	HPV16	chr12~103396703~+~HPV16~3584~-	0.00	8.95	-9.81	0.03	C12orf42^ENSG00000179088.13
HNSC	HNSC-BB-7861-TP	RNA	chr16	HPV16	HPV16~3321~-~chr16~4794273~+	0.00	64.55	-12.66	0.00	SEPT12^ENSG00000140623.12,SMIM22^ENSG00000267795.4,RP11-127I20.5^ENSG00000267077.1,ROGDI^ENSG00000067836.11,GLYR1^ENSG00000140632.15
HNSC	HNSC-BB-7861-TP	RNA	chr15	HPV16	HPV16~227~+~chr15~93755084~+	0.00	9.30	-9.86	0.07	RP11-739G5.1^ENSG00000258631.2,LINC01579^ENSG00000258754.6
HNSC	HNSC-BB-7861-TP	RNA	chr16	HPV16	HPV16~3390~-~chr16~4797713~+	0.00	64.55	-12.66	0.00	SEPT12^ENSG00000140623.12,SMIM22^ENSG00000267795.4,RP11-127I20.5^ENSG00000267077.1,ROGDI^ENSG00000067836.11,GLYR1^ENSG00000140632.15
HNSC	HNSC-BB-7861-TP	RNA	chr1	HPV16	chr1~209541430~+~HPV16~881~-	0.00	12.06	-10.24	0.04	RP1-272L16.1^ENSG00000224260.5
HNSC	HNSC-BB-7861-TP	RNA	chr12	HPV16	chr12~103389936~+~HPV16~3577~-	0.00	8.95	-9.81	0.02	C12orf42^ENSG00000179088.13
HNSC	HNSC-BB-7861-TP	RNA	chr16	HPV16	HPV16~6827~-~chr16~4795556~+	0.00	64.55	-12.66	0.00	SEPT12^ENSG00000140623.12,SMIM22^ENSG00000267795.4,RP11-127I20.5^ENSG00000267077.1,ROGDI^ENSG00000067836.11,GLYR1^ENSG00000140632.15
HNSC	HNSC-BB-7861-TP	RNA	chr16	HPV16	chr16~4804833~+~HPV16~661~-	0.00	59.36	-12.54	0.00	SMIM22^ENSG00000267795.4,RP11-127I20.5^ENSG00000267077.1,ROGDI^ENSG00000067836.11,GLYR1^ENSG00000140632.15
HNSC	HNSC-BB-7861-TP	RNA	chr1	HPV16	chr1~209541430~+~HPV16~227~-	0.00	12.06	-10.24	0.04	RP1-272L16.1^ENSG00000224260.5
CESC	CESC-EA-A5ZF-TP	RNA	chr6	HPV18	HPV18~930~+~chr6~25134653~+	41.46	24.42	0.76	1.00	CMAHP^ENSG00000168405.13,RP3-425P12.4^ENSG00000219682.4
CESC	CESC-EA-A5ZF-TP	RNA	chr6	HPV18	HPV18~1243~+~chr6~25091340~+	19.43	15.25	0.35	0.98	CMAHP^ENSG00000168405.13
CESC	CESC-EA-A5ZF-TP	RNA	chr6	HPV18	HPV18~234~+~chr6~25134653~+	41.46	24.42	0.76	1.00	CMAHP^ENSG00000168405.13,RP3-425P12.4^ENSG00000219682.4
CESC	CESC-EA-A5ZF-TP	RNA	chr6	HPV18	HPV18~978~+~chr6~25091895~+	19.43	15.25	0.35	0.98	CMAHP^ENSG00000168405.13
CESC	CESC-EA-A5ZF-TP	RNA	chr6	HPV18	HPV18~889~+~chr6~25103490~+	19.43	15.25	0.35	0.98	CMAHP^ENSG00000168405.13
