sample_name	virus	seqlen	mapped	chim_reads	n_bases_covered	frac_covered	tissue_id	sample_read_count	mapped_rpm
GTEX-X261-0926-SM-3NMCY	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	194	0	10361	0.06	Heart_Atrial_Appendage	58045339	3.34221495372781
GTEX-X261-0926-SM-3NMCY	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	68	0	4269	0.025	Heart_Atrial_Appendage	58045339	1.171498025018
GTEX-14E7W-0826-SM-62LEJ	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	606	0	24445	0.142	Breast_Mammary_Tissue	36610417	16.5526658710279
GTEX-14E7W-0826-SM-62LEJ	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	253	0	12318	0.071	Breast_Mammary_Tissue	36610417	6.9106014280034
GTEX-1R7EV-1226-SM-DTX82	NC_014361_5232nt_Trichodysplasia_spinulosa_associated_polyomavirus	5232	130	0	2857	0.546	Small_Intestine_Terminal_Ileum	39234518	3.31340887123935
GTEX-T5JC-0626-SM-3NMA6	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	110	0	6240	0.036	Muscle_Skeletal	66300208	1.65911998345465
GTEX-OXRK-0926-SM-2HMKP	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	710	0	657	0.125	Lung	64440458	11.0179229328258
GTEX-OXRK-0926-SM-2HMKP	NC_001405_35937nt_Human_mastadenovirus_C	35937	182	196	1961	0.055	Lung	64440458	2.82431263911873
GTEX-P4QS-2626-SM-2I3EV	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	1660	72	600	0.114	Thyroid	83147113	19.9646138044504
GTEX-P4QS-2626-SM-2I3EV	NC_001405_35937nt_Human_mastadenovirus_C	35937	550	390	1979	0.055	Thyroid	83147113	6.61478168219743
GTEX-1RQEC-2926-SM-EVR5A	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	203	0	10811	0.063	Brain_Cortex	42864314	4.73587422861824
GTEX-1RQEC-2926-SM-EVR5A	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	95	0	5219	0.03	Brain_Cortex	42864314	2.21629582127455
GTEX-X4XY-1526-SM-4QASE	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	17119	47	109922	0.722	Artery_Aorta	29076138	588.764573892172
GTEX-1QP67-1026-SM-EVR47	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	370	0	20830	0.137	Stomach	33658105	10.9928945791809
GTEX-SNOS-0003-SM-3NMAO	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	223055	398	135177	0.787	Cells_EBV-transformed_lymphocytes	66496141	3354.40518270075
GTEX-SNOS-0003-SM-3NMAO	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	123510	382	116139	0.672	Cells_EBV-transformed_lymphocytes	66496141	1857.40101820345
GTEX-WI4N-1526-SM-EZ6LG	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	52	0	3261	0.019	Adipose_Visceral_Omentum	48072213	1.08170597430162
GTEX-X4EO-0926-SM-3P5Z2	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	1970	0	46349	0.304	Lung	61002119	32.2939601491548
GTEX-X4EO-0926-SM-3P5Z2	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	80	0	4721	0.027	Lung	61002119	1.31142985377278
GTEX-1HCVE-0003-SM-EZ6LX	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	339545	407	135063	0.786	Cells_EBV-transformed_lymphocytes	57875040	5866.86419568781
GTEX-1HCVE-0003-SM-EZ6LX	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	136146	1852	103911	0.601	Cells_EBV-transformed_lymphocytes	57875040	2352.41306096722
GTEX-ZT9X-0008-SM-4YCD7	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	178	0	8622	0.05	Cells_Cultured_fibroblasts	57193529	3.11224019766292
GTEX-ZT9X-0008-SM-4YCD7	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	70	0	4160	0.024	Cells_Cultured_fibroblasts	57193529	1.22391468447418
GTEX-1HSMO-0002-SM-EZ6M4	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	153745	216	131086	0.763	Cells_EBV-transformed_lymphocytes	63661823	2415.02666362539
GTEX-1HSMO-0002-SM-EZ6M4	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	51993	446	96767	0.56	Cells_EBV-transformed_lymphocytes	63661823	816.706112861393
GTEX-ZT9W-0008-SM-4YCDJ	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	158	0	8596	0.05	Cells_Cultured_fibroblasts	54428935	2.90286774856058
GTEX-ZT9W-0008-SM-4YCDJ	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	64	0	3814	0.022	Cells_Cultured_fibroblasts	54428935	1.1758451639739
GTEX-ZV6S-0008-SM-4YCF9	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	106	0	6213	0.036	Cells_Cultured_fibroblasts	51683092	2.05096088291312
GTEX-WZTO-0006-SM-3NM9T	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	128	0	6934	0.04	Whole_Blood	64389334	1.98790687911138
GTEX-1H1ZS-0826-SM-A9SMD	NC_006273_235646nt_Human_betaherpesvirus_5	235646	286	0	10191	0.043	Lung	36230402	7.89392289933741
GTEX-ZGAY-2226-SM-4YCCX	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	120	5	6948	0.04	Vagina	49492869	2.42459171239396
GTEX-ZGAY-2226-SM-4YCCX	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	52	5	3046	0.018	Vagina	49492869	1.05065640870405
GTEX-1LVA9-0011-R2a-SM-EZ6MJ	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	52	0	3142	0.018	Brain_Substantia_nigra	49492858	1.05065664221694
GTEX-PLZ5-0826-SM-3P5ZW	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	1609	0	38944	0.256	Esophagus_Muscularis	70334200	22.8764953607207
GTEX-PLZ5-0826-SM-3P5ZW	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	66	0	4153	0.024	Esophagus_Muscularis	70334200	0.938377062652309
GTEX-WHSE-0126-SM-3NMBT	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	206	0	10202	0.059	Skin_Not_Sun_Exposed_Suprapubic	56353693	3.65548359004618
GTEX-WHSE-0126-SM-3NMBT	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	66	0	3759	0.022	Skin_Not_Sun_Exposed_Suprapubic	56353693	1.17117435409246
GTEX-X261-0011-R5A-SM-3NMB4	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	170	0	9541	0.056	Brain_Caudate_basal_ganglia	54687074	3.10859564364332
GTEX-X261-0011-R5A-SM-3NMB4	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	62	0	3348	0.019	Brain_Caudate_basal_ganglia	54687074	1.13372311709345
GTEX-QDT8-1226-SM-EVR35	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	88	0	4367	0.025	Thyroid	54033687	1.62861364615004
GTEX-1RLM8-0011-R6a-SM-EYYXS	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	70	0	3819	0.022	Brain_Nucleus_accumbens_basal_ganglia	28645137	2.44369576588166
GTEX-WFON-0005-SM-3NMC9	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	180	0	9849	0.057	Whole_Blood	61452219	2.92910496852848
GTEX-WFON-0005-SM-3NMC9	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	76	0	4626	0.027	Whole_Blood	61452219	1.23673320893425
GTEX-PWO3-0011-R9A-SM-EVR2V	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	66	0	3384	0.02	Brain_Spinal_cord_cervical_c-1	31769172	2.07748568329071
GTEX-1LG7Y-2426-SM-EVR57	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	80	0	3833	0.022	Prostate	36261784	2.20617937606159
GTEX-S7PM-0526-SM-3NM92	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	104	0	6047	0.035	Muscle_Skeletal	63456668	1.63891365994823
GTEX-X4EP-0826-SM-3P5YK	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	1738	0	41985	0.276	Artery_Tibial	65832093	26.4004973987383
GTEX-X4EP-0826-SM-3P5YK	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	76	0	4606	0.027	Artery_Tibial	65832093	1.1544521302095
GTEX-PWN1-2626-SM-2I3FH	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	958	10	593	0.113	Thyroid	44794872	21.3863765477441
GTEX-PWN1-2626-SM-2I3FH	NC_001405_35937nt_Human_mastadenovirus_C	35937	314	367	1944	0.054	Thyroid	44794872	7.00973093527313
GTEX-ZP4G-0006-SM-4WWE6	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	225	0	10009	0.058	Whole_Blood	57443770	3.91687384027894
GTEX-ZP4G-0006-SM-4WWE6	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	86	0	4788	0.028	Whole_Blood	57443770	1.4971162233955
GTEX-X4EO-1126-SM-4QARQ	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	264	0	13276	0.087	Liver	32704916	8.07218095285736
GTEX-N7MS-0926-SM-2HMIZ	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	1175	10	686	0.131	Lung	49809756	23.5897561915381
GTEX-N7MS-0926-SM-2HMIZ	NC_001405_35937nt_Human_mastadenovirus_C	35937	468	414	1978	0.055	Lung	49809756	9.39574970011899
GTEX-ZLFU-1726-SM-4WWBU	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	56	0	3636	0.021	Prostate	36800864	1.52170340348531
GTEX-ZP4G-1226-SM-4WWCJ	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	62	5	3829	0.022	Stomach	46058131	1.34612496542684
GTEX-ZV68-0011-R2a-SM-4YCDK	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	114	28	6094	0.035	Brain_Substantia_nigra	54679640	2.08487107815633
GTEX-ZV68-0011-R2a-SM-4YCDK	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	54	0	3379	0.02	Brain_Substantia_nigra	54679640	0.98757051070563
GTEX-ZF29-2226-SM-4WWB9	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	60	0	3281	0.019	Adipose_Subcutaneous	59198472	1.01353967379428
GTEX-1HGF4-0002-SM-EZ6M7	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	151210	164	132845	0.773	Cells_EBV-transformed_lymphocytes	65379448	2312.80631185506
GTEX-1HGF4-0002-SM-EZ6M7	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	55892	550	97364	0.564	Cells_EBV-transformed_lymphocytes	65379448	854.886385703348
GTEX-13PL7-0005-SM-5N9ET	NC_006273_235646nt_Human_betaherpesvirus_5	235646	68	0	4148	0.018	Whole_Blood	50948768	1.33467407887076
GTEX-XBEC-0726-SM-4QARZ	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	817	0	34910	0.229	Skin_Not_Sun_Exposed_Suprapubic	32585014	25.0728755249269
GTEX-X88G-0426-SM-47JZ5	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	56	5	3455	0.02	Artery_Tibial	40134699	1.39530135756095
GTEX-TSE9-2326-SM-EZ6ME	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	66	0	3864	0.022	Fallopian_Tube	59318630	1.11263527158331
GTEX-ZUA1-0626-SM-4YCCW	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	146	0	7604	0.044	Artery_Tibial	57838846	2.52425506553156
GTEX-XBED-0003-SM-47JWP	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	133639	209	129945	0.756	Cells_EBV-transformed_lymphocytes	47496244	2813.6751192368
GTEX-XBED-0003-SM-47JWP	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	46496	277	94112	0.545	Cells_EBV-transformed_lymphocytes	47496244	978.94056633194
GTEX-OIZH-0005-SM-2HMJN	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	768	0	596	0.114	Whole_Blood	50680865	15.1536482260119
GTEX-OIZH-0005-SM-2HMJN	NC_001405_35937nt_Human_mastadenovirus_C	35937	251	306	1867	0.052	Whole_Blood	50680865	4.95255951136588
GTEX-1QAET-0226-SM-EVR3T	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	74	0	3834	0.022	Thyroid	52790937	1.4017557597055
GTEX-NL3H-0011-R6a-SM-2I3G8	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	854	0	596	0.114	Brain_Nucleus_accumbens_basal_ganglia	53645586	15.9192966966565
GTEX-NL3H-0011-R6a-SM-2I3G8	NC_001405_35937nt_Human_mastadenovirus_C	35937	392	626	1977	0.055	Brain_Nucleus_accumbens_basal_ganglia	53645586	7.30721815584231
GTEX-WYBS-0626-SM-3NMAS	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	196	0	9353	0.054	Skin_Not_Sun_Exposed_Suprapubic	64626565	3.03280856718905
GTEX-WYBS-0626-SM-3NMAS	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	72	0	4318	0.025	Skin_Not_Sun_Exposed_Suprapubic	64626565	1.11409294304904
GTEX-11I78-0001-SM-5Q5BE	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	74010	103	121592	0.708	Cells_EBV-transformed_lymphocytes	30570788	2420.93857704944
GTEX-11I78-0001-SM-5Q5BE	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	23550	79	75742	0.438	Cells_EBV-transformed_lymphocytes	30570788	770.343244014515
GTEX-1S5ZA-0926-SM-EVR55	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	120	0	5209	0.03	Esophagus_Gastroesophageal_Junction	64040291	1.87382034225922
GTEX-1PPGY-1726-SM-EVR3S	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	81	0	4544	0.026	Esophagus_Mucosa	51775171	1.56445644573535
GTEX-1PPGY-1726-SM-EVR3S	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	54	16	3394	0.02	Esophagus_Mucosa	51775171	1.04297096382357
GTEX-1H1ZS-0526-SM-9WG5L	NC_006273_235646nt_Human_betaherpesvirus_5	235646	408	7	20837	0.088	Adipose_Subcutaneous	63545471	6.42059919581051
GTEX-WYBS-0426-SM-3NM9M	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	118	0	6291	0.037	Artery_Tibial	67272014	1.7540726519649
GTEX-T8EM-1226-SM-4DM5J	NC_001716_153080nt_Human_betaherpesvirus_7	153080	158	0	10396	0.068	Stomach	38174388	4.13890066816526
GTEX-ZE9C-0726-SM-4WKGA	NC_002549_18959nt_Zaire_ebolavirus	18959	1608	0	18747	0.989	Artery_Aorta	32924094	48.8396127164501
GTEX-ZF3C-0226-SM-4WWB3	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	104	5	5918	0.034	Adipose_Subcutaneous	54489499	1.90862463242688
GTEX-1HSMP-2326-SM-D3L8R	NC_001664_159378nt_Human_betaherpesvirus_6A	159378	146	0	9409	0.059	Colon_Transverse	57899259	2.52162121798484
GTEX-1GMR3-0008-SM-EAZD2	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	235	0	11952	0.07	Cells_Cultured_fibroblasts	63247372	3.71556939946849
GTEX-1GMR3-0008-SM-EAZD2	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	90	0	5510	0.032	Cells_Cultured_fibroblasts	63247372	1.42298402532836
GTEX-T5JW-0003-SM-3NMAD	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	299170	230	131823	0.767	Cells_EBV-transformed_lymphocytes	68854034	4344.988704656
GTEX-T5JW-0003-SM-3NMAD	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	135364	1218	102194	0.592	Cells_EBV-transformed_lymphocytes	68854034	1965.95598160596
GTEX-ZF3C-0326-SM-4WWBF	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	50	5	3301	0.019	Muscle_Skeletal	44904108	1.11348387100797
GTEX-ZE9C-0011-R9a-SM-4WWCY	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	106	0	5631	0.033	Brain_Spinal_cord_cervical_c-1	64222335	1.65051613274416
GTEX-145LS-2426-SM-5TDCZ	NC_000898_162114nt_Human_betaherpesvirus_6B	162114	56	0	3481	0.021	Uterus	34673546	1.6150641183339
GTEX-1R9PO-0011-R11b-SM-EZ6NB	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	90	0	4720	0.027	Brain_Cerebellar_Hemisphere	43522640	2.06788926407038
GTEX-145MN-1326-SM-5NQ9S	NC_001716_153080nt_Human_betaherpesvirus_7	153080	402	0	22568	0.147	Stomach	48133455	8.35177944321678
GTEX-P78B-0826-SM-3NMCA	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	3408	0	66787	0.389	Artery_Aorta	51376305	66.334081440851
GTEX-P78B-0826-SM-3NMCA	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	1308	6	36200	0.21	Artery_Aorta	51376305	25.459207313566
GTEX-WI4N-0126-SM-EAZB1	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	78	0	4116	0.024	Artery_Tibial	47517629	1.64149604349998
GTEX-ZTSS-0004-SM-4YCCS	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	158174	262	130125	0.757	Cells_EBV-transformed_lymphocytes	42191291	3748.97274416182
GTEX-ZTSS-0004-SM-4YCCS	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	61355	276	94089	0.545	Cells_EBV-transformed_lymphocytes	42191291	1454.21006434717
GTEX-X4LF-0626-SM-4QASB	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	220	0	12631	0.083	Esophagus_Mucosa	37979591	5.79258475953572
GTEX-ZTTD-2826-SM-4YCFA	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	118	0	6971	0.041	Skin_Not_Sun_Exposed_Suprapubic	45817927	2.57541114856637
GTEX-ZLWG-0126-SM-4WWC5	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	64	0	3458	0.02	Adrenal_Gland	54275880	1.17916098274224
GTEX-OIZH-0326-SM-2HMKC	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	558	0	597	0.114	Heart_Left_Ventricle	55634540	10.0297405173117
GTEX-OIZH-0326-SM-2HMKC	NC_001405_35937nt_Human_mastadenovirus_C	35937	150	30	1875	0.052	Heart_Left_Ventricle	55634540	2.69616680572896
GTEX-17F98-0008-SM-EAZBA	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	70	0	4490	0.026	Cells_Cultured_fibroblasts	58425295	1.19811119481724
GTEX-X15G-2326-SM-4PQZS	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	52	0	3216	0.019	Adipose_Subcutaneous	30512520	1.70421846507598
GTEX-1I4MK-0002-SM-EZ6M9	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	160869	235	131711	0.767	Cells_EBV-transformed_lymphocytes	63380002	2538.16653398023
GTEX-1I4MK-0002-SM-EZ6M9	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	58559	647	95345	0.552	Cells_EBV-transformed_lymphocytes	63380002	923.934966111235
GTEX-ZTSS-0005-SM-4YCDR	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	98	0	6152	0.036	Whole_Blood	50592645	1.93704045321212
GTEX-1QP29-0426-SM-EVR3Y	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	156	0	7853	0.046	Testis	76433238	2.04099687625428
GTEX-1QP29-0426-SM-EVR3Y	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	52	8	2779	0.016	Testis	76433238	0.68033229208476
GTEX-WFG7-0001-SM-3P61S	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	111128	72	129135	0.752	Cells_EBV-transformed_lymphocytes	62871876	1767.53116130971
GTEX-WFG7-0001-SM-3P61S	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	43596	294	92815	0.537	Cells_EBV-transformed_lymphocytes	62871876	693.410198225992
GTEX-WFG7-0001-SM-3P61S	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	2453	0	52341	0.344	Cells_EBV-transformed_lymphocytes	62871876	39.0158550382686
GTEX-14AS3-0126-SM-5Q5F4	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	62	0	3595	0.021	Liver	42082245	1.47330542845326
GTEX-1HCU7-0001-SM-EZ6LZ	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	327683	233	132038	0.768	Cells_EBV-transformed_lymphocytes	66949356	4894.49069532499
GTEX-1HCU7-0001-SM-EZ6LZ	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	146738	586	100349	0.581	Cells_EBV-transformed_lymphocytes	66949356	2191.77612403023
GTEX-WH7G-2026-SM-3NMBL	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	184	0	10606	0.062	Skin_Not_Sun_Exposed_Suprapubic	59390276	3.09815027631796
GTEX-WH7G-2026-SM-3NMBL	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	100	0	6159	0.036	Skin_Not_Sun_Exposed_Suprapubic	59390276	1.68377732408585
GTEX-P78B-2226-SM-3P5ZZ	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	3053	0	58614	0.385	Vagina	55273632	55.2342932702523
GTEX-P78B-2226-SM-3P5ZZ	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	98	0	5748	0.033	Vagina	55273632	1.77299729462323
GTEX-ZQUD-1026-SM-4YCEZ	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	98	0	5191	0.03	Colon_Sigmoid	51790644	1.89223366289865
GTEX-XV7Q-2226-SM-4BRVY	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	168	0	7942	0.046	Colon_Sigmoid	41390374	4.05891476119544
GTEX-XV7Q-2226-SM-4BRVY	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	84	0	4692	0.027	Colon_Sigmoid	41390374	2.02945738059772
GTEX-132QS-0001-SM-62LDA	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	206762	216	130228	0.758	Cells_EBV-transformed_lymphocytes	51728478	3997.06328108088
GTEX-132QS-0001-SM-62LDA	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	58013	152	93880	0.543	Cells_EBV-transformed_lymphocytes	51728478	1121.49056463637
GTEX-P4PP-1026-SM-3NM9O	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	126	5	7193	0.042	Pancreas	59730693	2.1094682427341
GTEX-S7PM-0426-SM-3NM91	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	137	0	8127	0.047	Artery_Tibial	67540976	2.0283982866934
GTEX-OHPK-0326-SM-2HMJO	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	878	0	596	0.114	Heart_Left_Ventricle	61817625	14.2030691085269
GTEX-OHPK-0326-SM-2HMJO	NC_001405_35937nt_Human_mastadenovirus_C	35937	306	567	1981	0.055	Heart_Left_Ventricle	61817625	4.95004458679867
GTEX-1QP67-0726-SM-DPRY1	NC_001806_152222nt_Human_alphaherpesvirus_1	152222	121	0	7825	0.051	Esophagus_Mucosa	37750526	3.20525335196654
GTEX-V1D1-0006-SM-3NMCE	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	189	0	9873	0.057	Whole_Blood	71932963	2.62744633499944
GTEX-V1D1-0006-SM-3NMCE	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	118	0	6507	0.038	Whole_Blood	71932963	1.64041623031711
GTEX-Y3IK-1426-SM-4YCES	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	66	0	3693	0.021	Stomach	35554661	1.85629670326487
GTEX-X3Y1-1226-SM-4PQZ8	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	50	0	2817	0.016	Esophagus_Muscularis	33753924	1.48130925459215
GTEX-NFK9-0226-SM-2HMKQ	NC_002645_27317nt_Human_coronavirus_229E	27317	1360	0	25376	0.929	Skin_Sun_Exposed_Lower_leg	56018934	24.2775058875629
GTEX-NFK9-0226-SM-2HMKQ	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	1264	52	599	0.114	Skin_Sun_Exposed_Lower_leg	56018934	22.5637995896173
GTEX-NFK9-0226-SM-2HMKQ	NC_001405_35937nt_Human_mastadenovirus_C	35937	510	376	1989	0.055	Skin_Sun_Exposed_Lower_leg	56018934	9.1040647078361
GTEX-ZP4G-0326-SM-4YCEF	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	134	0	7725	0.045	Spleen	51537928	2.60002691609954
GTEX-P78B-1226-SM-EZ6KP	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	54	0	3438	0.02	Spleen	45865767	1.17734867488426
GTEX-ZE9C-1126-SM-4WWBD	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	92	0	4964	0.029	Esophagus_Mucosa	51329210	1.79235176228117
GTEX-OXRL-0626-SM-3NM9C	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	130	0	6560	0.038	Esophagus_Mucosa	63912988	2.03401537102287
GTEX-P4PQ-0726-SM-3NMCR	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	190	0	10400	0.061	Esophagus_Muscularis	66400236	2.86143561296981
GTEX-P4PQ-0726-SM-3NMCR	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	88	0	5392	0.031	Esophagus_Muscularis	66400236	1.32529649442812
GTEX-12C56-0002-SM-5S2PC	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	241257	126	130404	0.759	Cells_EBV-transformed_lymphocytes	32900501	7332.92784812
GTEX-12C56-0002-SM-5S2PC	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	102641	449	95420	0.552	Cells_EBV-transformed_lymphocytes	32900501	3119.73972675978
GTEX-ZP4G-0526-SM-4YCED	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	94	6	5821	0.034	Artery_Aorta	47016091	1.99931551093858
GTEX-ZEX8-2026-SM-4WKF3	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	56	0	3571	0.021	Prostate	39150860	1.43036449263183
GTEX-11EMC-0002-SM-5Q5DO	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	215384	152	132818	0.773	Cells_EBV-transformed_lymphocytes	57243176	3762.6144293601
GTEX-11EMC-0002-SM-5Q5DO	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	88912	584	98200	0.568	Cells_EBV-transformed_lymphocytes	57243176	1553.2331749028
GTEX-X4XX-1126-SM-3NMBY	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	157	0	8582	0.05	Heart_Atrial_Appendage	57683550	2.72174649445119
GTEX-X4XX-1126-SM-3NMBY	NC_009334_172764nt_Human_herpesvirus_4_type_2	172764	66	5	4313	0.025	Heart_Atrial_Appendage	57683550	1.14417368556547
GTEX-P4PP-0426-SM-3NM9H	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	106	0	5947	0.035	Artery_Aorta	63789344	1.66171954989849
GTEX-NPJ8-0011-R6a-SM-2HMKB	NC_001669_5243nt_Macaca_mulatta_polyomavirus_1	5243	744	0	593	0.113	Brain_Nucleus_accumbens_basal_ganglia	61333567	12.1303885684653
GTEX-NPJ8-0011-R6a-SM-2HMKB	NC_001405_35937nt_Human_mastadenovirus_C	35937	202	449	1859	0.052	Brain_Nucleus_accumbens_basal_ganglia	61333567	3.29346571348117
GTEX-RUSQ-2126-SM-47JXK	NC_007605_171823nt_Human_gammaherpesvirus_4	171823	61	5	4055	0.024	Testis	40626392	1.50148701366343
