Chromosome	hotspot_coord	hotspot	hotspot_sample_counts	proj_label	viruses	insert_genes	insert_gene_count
chr2	215404894	chr2:215404894	10	CCLE,GTEx,NATGEN2015,TCGA^LIHC	NC_001501_8332nt_Moloney_murine_leukemia_virus,HBV,HPV16,HPV18,Eppstein-Barr	FN1	8
chr22	37172386	chr22:37172386	10	CCLE,GTEx,NATGEN2015,TCGA^CESC	Eppstein-Barr,HPV58,HPV16,HPV33,HPV18	RAC2	4
chr22	50223281	chr22:50223281	10	CCLE,GTEx,NATGEN2015	Eppstein-Barr,HPV33,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I,HPV11,HPV16	MAPK12	2
chr3	181235956	chr3:181235956	10	CCLE,GTEx,GTEx,GTEx,GTEx,NATGEN2015	NC_001806_152222nt_Human_alphaherpesvirus_1,HPV16,NC_007815_8197nt_PreXMRV_1,NC_001702_8135nt_Murine_type_C_retrovirus,NC_009333_137969nt_Human_gammaherpesvirus_8	SOX2-OT	10
chr7	1103339	chr7:1103339	10	CCLE,GTEx,NATGEN2015	NC_001501_8332nt_Moloney_murine_leukemia_virus,Eppstein-Barr,HPV33,HPV11	C7orf50	7
chr9	19397534	chr9:19397534	10	CCLE,GTEx,NATGEN2015	NC_001702_8135nt_Murine_type_C_retrovirus,HPV33,Eppstein-Barr,HPV16,HPV18	RPS6	7
chrX	154383177	chrX:154383177	10	CCLE,GTEx,NATGEN2015	Eppstein-Barr,NC_001702_8135nt_Murine_type_C_retrovirus,HPV16,NC_009333_137969nt_Human_gammaherpesvirus_8,HPV33	FLNA	5
chr1	1337617	chr1:1337617	10	GTEx,NATGEN2015,TCGA^STAD	Eppstein-Barr,HPV16,HPV33	CCNL2	3
chr12	131601777	chr12:131601777	10	GTEx,GTEx,GTEx,NATGEN2015,TCGA^CESC	NC_001806_152222nt_Human_alphaherpesvirus_1,Eppstein-Barr,HPV16,HPV18,HPV11,HPV33	AC073578.1~RP11-292I17.1	4
chr16	29475054	chr16:29475054	10	GTEx,GTEx,GTEx,NATGEN2015,TCGA^CESC	HPV16,HPV58,Eppstein-Barr,NC_001806_152222nt_Human_alphaherpesvirus_1	RP11-231C14.4	6
chr16	30224286	chr16:30224286	10	GTEx,GTEx,GTEx,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr,NC_001806_152222nt_Human_alphaherpesvirus_1,HPV58	RP11-347C12.1	6
chr20	63514879	chr20:63514879	10	GTEx,GTEx,GTEx,NATGEN2015	Eppstein-Barr,NC_001806_152222nt_Human_alphaherpesvirus_1,HPV16	PPDPF	3
chr6	159721188	chr6:159721188	10	GTEx,GTEx,NATGEN2015,TCGA^CESC,TCGA^STAD	NC_001806_152222nt_Human_alphaherpesvirus_1,HPV16,HPV33,Eppstein-Barr,HPV58	SOD2	8
chrX	12980040	chrX:12980040	10	GTEx,NATGEN2015	Eppstein-Barr,HPV16	TMSB4X	9
chr10	42080833	chr10:42080833	10	NATGEN2015,TCGA^CESC	HPV33,HPV11,HPV16,HPV58	RP11-96F8.1~KSR1P1	10
chr22	11808873	chr22:11808873	10	NATGEN2015,TCGA^HNSC,TCGA^LIHC	HPV16,HPV33,HPV11,HPV58,HBV	CU459202.1~AC116618.1	10
chr4	49303957	chr4:49303957	10	NATGEN2015,TCGA^CESC	HPV11,HPV16,HPV33,HPV58,HPV31	RP11-1281K21.7~RP11-241F15.1	10
chr1	1033334	chr1:1033334	9	CCLE,GTEx,GTEx,GTEx,GTEx,NATGEN2015	NC_001806_152222nt_Human_alphaherpesvirus_1,Eppstein-Barr,HPV16,NC_001702_8135nt_Murine_type_C_retrovirus	AGRN	4
chr1	161189606	chr1:161189606	9	CCLE,GTEx,NATGEN2015,TCGA^LIHC	Eppstein-Barr,HPV16,NC_009333_137969nt_Human_gammaherpesvirus_8,HBV	APOA2	2
chr11	75401327	chr11:75401327	9	CCLE,GTEx,NATGEN2015,TCGA^CESC,TCGA^LIHC	HPV16,HBV,Eppstein-Barr,NC_001702_8135nt_Murine_type_C_retrovirus	RPS3	7
chr14	49591890	chr14:49591890	9	CCLE,GTEx,GTEx,GTEx,NATGEN2015	NC_001702_8135nt_Murine_type_C_retrovirus,NC_007815_8197nt_PreXMRV_1,HPV58,NC_001806_152222nt_Human_alphaherpesvirus_1,Eppstein-Barr,HPV16,HPV11	RPS29;RN7SL1;RN7SL1;AL139099.3	3
chr16	334306	chr16:334306	9	CCLE,GTEx,NATGEN2015	HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus,Eppstein-Barr	AXIN1	3
chr16	500122	chr16:500122	9	CCLE,GTEx,GTEx,GTEx,NATGEN2015,TCGA^LIHC	Eppstein-Barr,HBV,HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus,NC_001806_152222nt_Human_alphaherpesvirus_1	RAB11FIP3	8
chr16	1989169	chr16:1989169	9	CCLE,GTEx,GTEx,GTEx,NATGEN2015	HPV16,Eppstein-Barr,NC_001702_8135nt_Murine_type_C_retrovirus,NC_001806_152222nt_Human_alphaherpesvirus_1,NC_001501_8332nt_Moloney_murine_leukemia_virus	RPS2	4
chr16	2755009	chr16:2755009	9	CCLE,GTEx,NATGEN2015	Eppstein-Barr,NC_001702_8135nt_Murine_type_C_retrovirus,HPV16	SRRM2	6
chr17	16876318	chr17:16876318	9	CCLE,GTEx,TCGA^CESC	Eppstein-Barr,NC_001702_8135nt_Murine_type_C_retrovirus,NC_001501_8332nt_Moloney_murine_leukemia_virus,HPV16,HPV31	TBC1D27	3
chr17	82074541	chr17:82074541	9	CCLE,GTEx,NATGEN2015	NC_009333_137969nt_Human_gammaherpesvirus_8,NC_001702_8135nt_Murine_type_C_retrovirus,Eppstein-Barr,HBV,HPV16	FASN	6
chr19	12937676	chr19:12937676	9	CCLE,GTEx	Eppstein-Barr,NC_009333_137969nt_Human_gammaherpesvirus_8,NC_001702_8135nt_Murine_type_C_retrovirus,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	CALR	6
chr19	14126709	chr19:14126709	9	CCLE,GTEx,NATGEN2015	Eppstein-Barr,HPV16,HPV33	ASF1B	3
chr19	39430958	chr19:39430958	9	CCLE,GTEx,NATGEN2015	Eppstein-Barr,HPV16	RPS16	4
chr19	44879021	chr19:44879021	9	CCLE,GTEx,GTEx,NATGEN2015,TCGA^CESC,TCGA^LIHC	HPV33,NC_001501_8332nt_Moloney_murine_leukemia_virus,HBV,Eppstein-Barr,NC_001806_152222nt_Human_alphaherpesvirus_1,HPV16	APOE	5
chr2	231704192	chr2:231704192	9	CCLE,GTEx,GTEx,TCGA^LIHC	NC_001702_8135nt_Murine_type_C_retrovirus,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I,NC_001501_8332nt_Moloney_murine_leukemia_virus,HBV,NC_001806_152222nt_Human_alphaherpesvirus_1,Eppstein-Barr	PTMA	8
chr20	62291654	chr20:62291654	9	CCLE,GTEx,NATGEN2015,TCGA^CESC	HPV16,NC_001702_8135nt_Murine_type_C_retrovirus,NC_007815_8197nt_PreXMRV_1,NC_001501_8332nt_Moloney_murine_leukemia_virus,Eppstein-Barr,HPV33	RPS21	3
chr22	36277519	chr22:36277519	9	CCLE,GTEx,NATGEN2015,TCGA^LIHC	HBV,NC_001501_8332nt_Moloney_murine_leukemia_virus,Eppstein-Barr,NC_001702_8135nt_Murine_type_C_retrovirus,HPV16	MYH9	7
chr22	50479813	chr22:50479813	9	CCLE,GTEx,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr,NC_001501_8332nt_Moloney_murine_leukemia_virus,HPV11,HPV18,HPV33	NCAPH2	2
chr3	198129793	chr3:198129793	9	CCLE,GTEx,NATGEN2015,TCGA^CESC	HPV58,NC_001806_152222nt_Human_alphaherpesvirus_1,HPV16,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I,HPV33,HPV11	FAM157A	4
chr5	118969557	chr5:118969557	9	CCLE,GTEx,GTEx,NATGEN2015	HPV16,NC_001702_8135nt_Murine_type_C_retrovirus,NC_001806_152222nt_Human_alphaherpesvirus_1,Eppstein-Barr,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I,NC_001501_8332nt_Moloney_murine_leukemia_virus,HPV33	DTWD2;PTMAP2	6
chr5	168588582	chr5:168588582	9	CCLE,GTEx,NATGEN2015,TCGA^CESC	NC_001702_8135nt_Murine_type_C_retrovirus,HPV18,HPV16,Eppstein-Barr,HPV33	CTC-575D19.1	3
chr5	181250471	chr5:181250471	9	CCLE,GTEx	NC_001702_8135nt_Murine_type_C_retrovirus,Eppstein-Barr,NC_001501_8332nt_Moloney_murine_leukemia_virus	GNB2L1	5
chr6	3189059	chr6:3189059	9	CCLE,GTEx,GTEx,NATGEN2015	HPV16,NC_001702_8135nt_Murine_type_C_retrovirus,Eppstein-Barr,NC_001806_152222nt_Human_alphaherpesvirus_1,HPV11	TUBB2B	5
chr6	31802012	chr6:31802012	9	CCLE,GTEx,GTEx,GTEx,NATGEN2015	HPV11,NC_001806_152222nt_Human_alphaherpesvirus_1,Eppstein-Barr,NC_001501_8332nt_Moloney_murine_leukemia_virus,HPV16	HSPA1A	4
chr6	170456872	chr6:170456872	9	CCLE,GTEx,GTEx,NATGEN2015,TCGA^CESC	Eppstein-Barr,HPV16,HPV58,HPV11,NC_001806_152222nt_Human_alphaherpesvirus_1,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	RP1-140C12.2~PSMB1	6
chr8	143947492	chr8:143947492	9	CCLE,GTEx,GTEx,NATGEN2015,TCGA^CESC	Eppstein-Barr,NC_001806_152222nt_Human_alphaherpesvirus_1,HPV33,HPV59,HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus	PLEC	5
chrX	153972971	chrX:153972971	9	CCLE,GTEx,NATGEN2015,TCGA^CESC,TCGA^HNSC	HPV16,HPV33,NC_009333_137969nt_Human_gammaherpesvirus_8,NC_001702_8135nt_Murine_type_C_retrovirus,Eppstein-Barr,HPV11	HCFC1	2
chr1	32325128	chr1:32325128	9	GTEx,NATGEN2015,TCGA^CESC	Eppstein-Barr,HPV16	HDAC1	3
chr1	113793152	chr1:113793152	9	GTEx,NATGEN2015,TCGA^CESC	HPV16,HPV33,Eppstein-Barr,HPV58	RSBN1	7
chr1	219918613	chr1:219918613	9	GTEx,NATGEN2015,TCGA^CESC,TCGA^HNSC	HPV16,Eppstein-Barr	SLC30A10	7
chr17	1129895	chr17:1129895	9	GTEx,NATGEN2015,TCGA^CESC	HPV16,HPV31,HPV11,Eppstein-Barr,HPV33	ABR	9
chr17	2713276	chr17:2713276	9	GTEx,NATGEN2015,TCGA^CESC	HPV58,HPV33,HPV16,Eppstein-Barr	CLUH	3
chr17	17389630	chr17:17389630	9	GTEx,GTEx,NATGEN2015	HPV16,NC_001806_152222nt_Human_alphaherpesvirus_1,Eppstein-Barr	RPL13P12	7
chr19	1599437	chr19:1599437	9	GTEx,GTEx,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr,NC_001806_152222nt_Human_alphaherpesvirus_1,HPV11	TCF3	5
chr5	249317	chr5:249317	9	GTEx,NATGEN2015,TCGA^CESC	HPV58,HPV16,Eppstein-Barr,HPV33,HPV11	CCDC127	4
chr2	113588720	chr2:113588720	9	NATGEN2015,TCGA^CESC	HPV16,HPV58,HPV11	AC017074.2	1
chr21	8814141	chr21:8814141	9	NATGEN2015,TCGA^CESC	HPV11,HPV16,HPV33,HPV58	bP-2189O9.4~bP-2189O9.1	6
chr5	49625966	chr5:49625966	9	NATGEN2015,TCGA^CESC,TCGA^HNSC	HPV16,HPV33,HPV11,HPV58	CTD-2013M15.1~EMB	9
chr7	158362673	chr7:158362673	9	NATGEN2015	HPV16,HPV33,HPV11	PTPRN2	9
chr7	158491963	chr7:158491963	9	NATGEN2015,TCGA^CESC	HPV11,HPV33,HPV16,HPV58,HPV18	PTPRN2	9
chr8	127627728	chr8:127627728	9	TCGA^CESC	HPV18,HPV16	AC108925.1~CASC11	6
chr1	91386176	chr1:91386176	8	CCLE,GTEx,GTEx,GTEx,GTEx,GTEx,NATGEN2015	HPV16,NC_001806_152222nt_Human_alphaherpesvirus_1,NC_001702_8135nt_Murine_type_C_retrovirus,Eppstein-Barr	HFM1	7
chr1	149430761	chr1:149430761	8	CCLE,NATGEN2015,TCGA^CESC	NC_001501_8332nt_Moloney_murine_leukemia_virus,HPV16,HPV33	NBPF19	7
chr1	156148083	chr1:156148083	8	CCLE,GTEx,NATGEN2015,TCGA^CESC	HPV16,HPV31,Eppstein-Barr,HPV18,NC_001702_8135nt_Murine_type_C_retrovirus,NC_007815_8197nt_PreXMRV_1,NC_001501_8332nt_Moloney_murine_leukemia_virus	LMNA	4
chr1	156275784	chr1:156275784	8	CCLE,GTEx,NATGEN2015,TCGA^CESC	Eppstein-Barr,HPV16,HPV18	VHLL~CCT3	3
chr11	62690253	chr11:62690253	8	CCLE,GTEx,NATGEN2015	Eppstein-Barr,HPV33,NC_001702_8135nt_Murine_type_C_retrovirus,NC_001501_8332nt_Moloney_murine_leukemia_virus	GANAB	5
chr11	65097171	chr11:65097171	8	CCLE,GTEx,TCGA^CESC	Eppstein-Barr,HPV16,NC_001702_8135nt_Murine_type_C_retrovirus	CDCA5	3
chr12	52502142	chr12:52502142	8	CCLE,TCGA^CESC,TCGA^HNSC	NC_001501_8332nt_Moloney_murine_leukemia_virus,HPV33,NC_007815_8197nt_PreXMRV_1,NC_001702_8135nt_Murine_type_C_retrovirus	KRT5	7
chr12	118236101	chr12:118236101	8	CCLE,NATGEN2015,TCGA^CESC	HPV16,NC_001702_8135nt_Murine_type_C_retrovirus,HPV33	TAOK3	6
chr14	37557618	chr14:37557618	8	CCLE,NATGEN2015,TCGA^CESC,TCGA^HNSC	HPV16,NC_001702_8135nt_Murine_type_C_retrovirus,NC_007815_8197nt_PreXMRV_1,HPV18	TTC6	4
chr16	2525904	chr16:2525904	8	CCLE,GTEx,NATGEN2015	HPV33,Eppstein-Barr,HPV16,NC_001702_8135nt_Murine_type_C_retrovirus	ATP6V0C	5
chr16	88695910	chr16:88695910	8	CCLE,GTEx,NATGEN2015,TCGA^CESC	HPV18,HPV16,Eppstein-Barr,NC_009333_137969nt_Human_gammaherpesvirus_8,HPV11	RP5-1142A6.5;RNF166	3
chr17	261342	chr17:261342	8	CCLE,GTEx,NATGEN2015,TCGA^CESC	NC_007815_8197nt_PreXMRV_1,HPV11,HPV16,HPV33,NC_001806_152222nt_Human_alphaherpesvirus_1	RPH3AL	7
chr17	75772923	chr17:75772923	8	CCLE,GTEx,NATGEN2015	Eppstein-Barr,NC_007815_8197nt_PreXMRV_1,HPV33	H3F3B	6
chr19	871816	chr19:871816	8	CCLE,GTEx,GTEx,GTEx,GTEx,NATGEN2015,TCGA^STAD	HPV33,HPV11,NC_001806_152222nt_Human_alphaherpesvirus_1,NC_001702_8135nt_Murine_type_C_retrovirus,Eppstein-Barr	RNU6-9~R3HDM4	4
chr19	2432641	chr19:2432641	8	CCLE,GTEx,NATGEN2015	NC_007815_8197nt_PreXMRV_1,NC_001702_8135nt_Murine_type_C_retrovirus,Eppstein-Barr,HPV16,HPV33	TIMM13	3
chr19	49912774	chr19:49912774	8	CCLE,GTEx,NATGEN2015	Eppstein-Barr,HPV16	IL4I1;NUP62	3
chr2	84909154	chr2:84909154	8	CCLE,GTEx,GTEx,NATGEN2015	NC_007815_8197nt_PreXMRV_1,Eppstein-Barr,NC_001806_152222nt_Human_alphaherpesvirus_1,HPV16,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	TRABD2A;TMSB10	6
chr2	219190738	chr2:219190738	8	CCLE,GTEx,NATGEN2015	Eppstein-Barr,HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus	DNAJB2	2
chr20	61942348	chr20:61942348	8	CCLE,GTEx,NATGEN2015,TCGA^CESC	HPV33,HPV16,NC_001702_8135nt_Murine_type_C_retrovirus,Eppstein-Barr	TAF4	4
chr22	41896137	chr22:41896137	8	CCLE,GTEx,NATGEN2015	Eppstein-Barr,NC_001702_8135nt_Murine_type_C_retrovirus,HPV16	SREBF2	4
chr3	197911628	chr3:197911628	8	CCLE,GTEx,NATGEN2015,TCGA^CESC	HPV11,HPV16,Eppstein-Barr,NC_001702_8135nt_Murine_type_C_retrovirus	LRCH3	4
chr6	33037037	chr6:33037037	8	CCLE,GTEx	Eppstein-Barr,NC_001702_8135nt_Murine_type_C_retrovirus	HLA-DPA1	4
chr7	904345	chr7:904345	8	CCLE,GTEx,GTEx,GTEx,NATGEN2015,TCGA^CESC	HPV33,HPV18,Eppstein-Barr,HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus,NC_001806_152222nt_Human_alphaherpesvirus_1,HPV11	ADAP1;COX19	4
chr7	45098273	chr7:45098273	8	CCLE,GTEx,GTEx,NATGEN2015,TCGA^CESC	NC_001806_152222nt_Human_alphaherpesvirus_1,HPV16,HPV33,Eppstein-Barr,NC_001702_8135nt_Murine_type_C_retrovirus	CCM2	3
chr7	99421071	chr7:99421071	8	CCLE,GTEx,NATGEN2015	HPV16,NC_007815_8197nt_PreXMRV_1,Eppstein-Barr	ARPC1B;PDAP1	2
chr9	137092446	chr9:137092446	8	CCLE,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr,HPV58,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	DPP7~GRIN1	2
chr9	137724498	chr9:137724498	8	CCLE,GTEx,NATGEN2015,TCGA^CESC	Eppstein-Barr,HPV16,HPV33,HPV11,HPV18	EHMT1	6
chr17	42568339	chr17:42568339	8	GTEx,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr	ATP6V0A1	1
chr17	45299077	chr17:45299077	8	GTEx,NATGEN2015,TCGA^CESC,TCGA^HNSC	HPV16,Eppstein-Barr,HPV33	MAP3K14	3
chr19	7663815	chr19:7663815	8	GTEx,NATGEN2015	Eppstein-Barr,HPV16,HPV11	FCER2	3
chr2	85543036	chr2:85543036	8	GTEx	Eppstein-Barr	MAT2A	8
chr21	44929267	chr21:44929267	8	GTEx,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr,HPV33	ITGB2;ITGB2-AS1	4
chr3	186833439	chr3:186833439	8	GTEx,NATGEN2015,TCGA^CESC,TCGA^LIHC	HPV16,Eppstein-Barr,HBV	ADIPOQ-AS1~RPS20P14	3
chr6	30512910	chr6:30512910	8	GTEx,GTEx,NATGEN2015,TCGA^CESC	NC_001806_152222nt_Human_alphaherpesvirus_1,HPV18,HPV16,HPV33,Eppstein-Barr	HLA-E	3
chr7	74153909	chr7:74153909	8	GTEx,NATGEN2015	HPV11,HPV16,Eppstein-Barr	EIF4H	3
chr7	100904341	chr7:100904341	8	GTEx,GTEx,NATGEN2015,TCGA^CESC	HPV11,Eppstein-Barr,HPV33,HPV18,NC_001806_152222nt_Human_alphaherpesvirus_1,HPV16	MUC12	3
chr13	73280436	chr13:73280436	8	NATGEN2015,TCGA^CESC,TCGA^HNSC	HPV16,HPV59	RNY1P8~RP11-309J13.1	8
chr14	68361779	chr14:68361779	8	NATGEN2015,TCGA^CESC,TCGA^HNSC	HPV16,HPV31	RAD51B	8
chr16	935789	chr16:935789	8	NATGEN2015,TCGA^STAD	HPV11,HPV33,HPV16,HPV58,Eppstein-Barr	LMF1	7
chr19	36287559	chr19:36287559	8	NATGEN2015,TCGA^CESC	HPV33,HPV11,HPV16	ZNF146~CTD-3162L10.1	7
chr20	64156883	chr20:64156883	8	NATGEN2015,TCGA^CESC	HPV33,HPV58,HPV16	MYT1	5
chr21	9307707	chr21:9307707	8	NATGEN2015,TCGA^CESC	HPV16,HPV33	CR392039.1~bP-21264C1.2	5
chr21	9809255	chr21:9809255	8	NATGEN2015,TCGA^CESC	HPV16,HPV18,HPV11,HPV31,HPV33,HPV58	RP11-555K2.2~RN7SL52P	7
chr3	189917897	chr3:189917897	8	NATGEN2015,TCGA^CESC	HPV16,HPV59	MIR944~MTAPP2	6
chr3	195773648	chr3:195773648	8	NATGEN2015,TCGA^CESC,TCGA^HNSC,TCGA^STAD	HPV33,HPV16,Eppstein-Barr,HPV35,HPV11,HPV58	MUC4	7
chr5	102213758	chr5:102213758	8	NATGEN2015,TCGA^CESC,TCGA^HNSC	HPV16	CTD-2333K2.1~SLCO4C1	8
chr8	969423	chr8:969423	8	NATGEN2015,TCGA^CESC	HPV11,HPV33,HPV58,HPV16	ERICH1-AS1	8
chr8	7750104	chr8:7750104	8	NATGEN2015,TCGA^CESC	HPV16,HPV11,HPV18,HPV33	FAM90A14P~FAM90A18P	2
chrY	11306379	chrY:11306379	8	NATGEN2015,TCGA^CESC	HPV33,HPV16,HPV11	AC134878.1~DUX4L16	4
chr1	1181503	chr1:1181503	7	CCLE,NATGEN2015,TCGA^CESC	HPV18,HPV16,NC_001702_8135nt_Murine_type_C_retrovirus,HPV33	TTLL10	2
chr10	936133	chr10:936133	7	CCLE,NATGEN2015,TCGA^LIHC	HBV,HPV16,HPV33,NC_001501_8332nt_Moloney_murine_leukemia_virus	LARP4B	3
chr10	73732710	chr10:73732710	7	CCLE,GTEx,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr,NC_001501_8332nt_Moloney_murine_leukemia_virus	FUT11	2
chr10	102436084	chr10:102436084	7	CCLE,GTEx,NATGEN2015	HPV33,HPV16,Eppstein-Barr,NC_009333_137969nt_Human_gammaherpesvirus_8	ACTR1A	2
chr11	972122	chr11:972122	7	CCLE,GTEx,GTEx,NATGEN2015,TCGA^CESC	HPV11,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I,HPV16,NC_001806_152222nt_Human_alphaherpesvirus_1,Eppstein-Barr,NC_001501_8332nt_Moloney_murine_leukemia_virus	AP2A2	5
chr11	1121058	chr11:1121058	7	CCLE,GTEx,NATGEN2015,TCGA^CESC	HPV58,HPV33,NC_001806_152222nt_Human_alphaherpesvirus_1,NC_001702_8135nt_Murine_type_C_retrovirus,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I,NC_007815_8197nt_PreXMRV_1,HPV16	MUC2	4
chr11	64336959	chr11:64336959	7	CCLE,GTEx,NATGEN2015,TCGA^CESC	HPV18,Eppstein-Barr,NC_001501_8332nt_Moloney_murine_leukemia_virus,NC_007815_8197nt_PreXMRV_1,HPV58	CCDC88B	3
chr12	48997667	chr12:48997667	7	CCLE,GTEx,NATGEN2015	HPV58,Eppstein-Barr,HPV16,HPV33,NC_009333_137969nt_Human_gammaherpesvirus_8	KMT2D	4
chr12	49107259	chr12:49107259	7	CCLE,GTEx	NC_001702_8135nt_Murine_type_C_retrovirus,NC_006430_15246nt_Mammalian_orthorubulavirus_5,Eppstein-Barr,NC_001501_8332nt_Moloney_murine_leukemia_virus	TUBA1B;RP11-386G11.10	7
chr12	53120858	chr12:53120858	7	CCLE,GTEx,GTEx,GTEx,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr,NC_001806_152222nt_Human_alphaherpesvirus_1	IGFBP6	2
chr12	54256812	chr12:54256812	7	CCLE,NATGEN2015,TCGA^CESC	Eppstein-Barr,HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus,NC_001702_8135nt_Murine_type_C_retrovirus	HNRNPA1;RP11-968A15.8	4
chr12	56127203	chr12:56127203	7	CCLE,GTEx	NC_001702_8135nt_Murine_type_C_retrovirus,Eppstein-Barr,NC_007815_8197nt_PreXMRV_1	RPL41	3
chr12	56620107	chr12:56620107	7	CCLE,GTEx,NATGEN2015,TCGA^HNSC	NC_001702_8135nt_Murine_type_C_retrovirus,HPV16,Eppstein-Barr	ATP5B	4
chr12	102378068	chr12:102378068	7	CCLE,NATGEN2015,TCGA^CESC	HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus	HELLPAR;IGF1	5
chr12	124422127	chr12:124422127	7	CCLE,GTEx,NATGEN2015,TCGA^CESC,TCGA^LIHC,TCGA^STAD	HPV39,HPV16,Eppstein-Barr,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I,HBV	NCOR2	7
chr12	132616377	chr12:132616377	7	CCLE,GTEx,GTEx,GTEx,NATGEN2015	HPV16,NC_001806_152222nt_Human_alphaherpesvirus_1,HPV33,Eppstein-Barr,NC_001501_8332nt_Moloney_murine_leukemia_virus	POLE	3
chr13	45340196	chr13:45340196	7	CCLE,GTEx,GTEx	NC_001806_152222nt_Human_alphaherpesvirus_1,Eppstein-Barr,NC_001702_8135nt_Murine_type_C_retrovirus,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	TPT1;RP11-290D2.6	6
chr16	2257492	chr16:2257492	7	CCLE,GTEx,NATGEN2015,TCGA^LIHC	HBV,Eppstein-Barr,HPV16,NC_009333_137969nt_Human_gammaherpesvirus_8,HPV33	ABCA3	3
chr16	3570694	chr16:3570694	7	CCLE,GTEx,NATGEN2015	Eppstein-Barr,HPV16,HPV33,NC_009333_137969nt_Human_gammaherpesvirus_8	CLUAP1	2
chr16	29833789	chr16:29833789	7	CCLE,GTEx,NATGEN2015	Eppstein-Barr,NC_001702_8135nt_Murine_type_C_retrovirus,HPV33,NC_001501_8332nt_Moloney_murine_leukemia_virus	MVP	3
chr16	89901639	chr16:89901639	7	CCLE,GTEx,NATGEN2015,TCGA^CESC	NC_001702_8135nt_Murine_type_C_retrovirus,NC_009333_137969nt_Human_gammaherpesvirus_8,NC_001806_152222nt_Human_alphaherpesvirus_1,HPV11,HPV16	TCF25	5
chr17	19008407	chr17:19008407	7	CCLE,GTEx,GTEx,NATGEN2015	HPV16,NC_001501_8332nt_Moloney_murine_leukemia_virus,Eppstein-Barr,NC_001806_152222nt_Human_alphaherpesvirus_1	SLC5A10;FAM83G	4
chr17	48936333	chr17:48936333	7	CCLE,GTEx,NATGEN2015	HPV16,HPV33,Eppstein-Barr	UBE2Z	3
chr17	59809783	chr17:59809783	7	CCLE,GTEx,NATGEN2015,TCGA^CESC	HPV45,HPV16,Eppstein-Barr,HPV18,NC_001501_8332nt_Moloney_murine_leukemia_virus	VMP1	6
chr18	63283876	chr18:63283876	7	CCLE,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr,HPV33	BCL2	4
chr19	3035916	chr19:3035916	7	CCLE,GTEx,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr,NC_001501_8332nt_Moloney_murine_leukemia_virus,HPV18,HPV58	AC005944.2;AES	2
chr19	7468411	chr19:7468411	7	CCLE,GTEx,NATGEN2015,TCGA^CESC	Eppstein-Barr,NC_009333_137969nt_Human_gammaherpesvirus_8,HPV18,HPV11,HPV16,HPV58	CTD-2207O23.3;ARHGEF18	6
chr19	10337992	chr19:10337992	7	CCLE,GTEx,NATGEN2015,TCGA^CESC	HPV18,Eppstein-Barr,HPV16	TYK2	3
chr19	10597830	chr19:10597830	7	CCLE,GTEx,NATGEN2015	Eppstein-Barr,HPV16,NC_007815_8197nt_PreXMRV_1,HPV33	SLC44A2	2
chr19	35304593	chr19:35304593	7	CCLE,GTEx,NATGEN2015,TCGA^CESC	HPV16,Eppstein-Barr	CD22	3
chr19	38719333	chr19:38719333	7	CCLE,GTEx,NATGEN2015,TCGA^CESC	HPV16,HPV33,HPV58,Eppstein-Barr,NC_009333_137969nt_Human_gammaherpesvirus_8,NC_007815_8197nt_PreXMRV_1	ACTN4	5
chr19	49132492	chr19:49132492	7	CCLE,GTEx,NATGEN2015,TCGA^STAD	NC_001702_8135nt_Murine_type_C_retrovirus,Eppstein-Barr,HPV16	SNRNP70	4
chr2	252750	chr2:252750	7	CCLE,GTEx,NATGEN2015,TCGA^CESC	HPV33,HPV16,HPV58,HPV11,NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I,Eppstein-Barr	SH3YL1	3
