humanchr	human_coord	Chromosome	Start	End	Gene_ID	min_dist_from_exon_end	exon_insert_type
chr16	31407512	chr16	31407515	31407668	ITGAD^ENSG00000156886.11	3	external
chr12	6354437	chr12	6354436	6354555	SCNN1A^ENSG00000111319.11	1	at_ref_exon_boundary
chr10	46358741	chr10	46357239	46358714	AC244230.1^ENSG00000279058.1	27	external
chr10	46837974	chr10	46832441	46832476	CTGLF8P^ENSG00000243289.1	5498	external
chr10	46131385	chr10	46129883	46131358	AGAP7P^ENSG00000264204.2	27	external
chr10	50010213	chr10	50010062	50010407	AGAP6^ENSG00000204149.8	151	within_exon
chr10	47989713	chr10	47991680	47991800	CH17-360D5.2^ENSG00000276850.3	1967	external
chr10	47481946	chr10	47483913	47484083	ANXA8^ENSG00000265190.5	1967	external
chr10	46377868	chr10	46375776	46375872	ANXA8L1^ENSG00000264230.6	1996	external
chr10	47989684	chr10	47991680	47991800	CH17-360D5.2^ENSG00000276850.3	1996	external
chr10	47481917	chr10	47483913	47484083	ANXA8^ENSG00000265190.5	1996	external
chr10	87009932	chr10	87009785	87009931	RP11-96C23.10^ENSG00000229969.1	1	at_ref_exon_boundary
chr10	46377839	chr10	46375776	46375872	ANXA8L1^ENSG00000264230.6	1967	external
chr10	73674572	chr10	73674573	73674719	RP11-464F9.21^ENSG00000271848.1	1	at_ref_exon_boundary
chr10	45825888	chr10	45825694	45826039	AGAP4^ENSG00000188234.12	151	within_exon
chr10	48010143	chr10	48010132	48011645	CTGLF12P^ENSG00000265018.5	11	within_exon
chr10	47502048	chr10	47502049	47502195	RP11-144G6.4^ENSG00000224919.1	1	at_ref_exon_boundary
chr10	46375873	chr10	46375776	46375872	ANXA8L1^ENSG00000264230.6	1	at_ref_exon_boundary
chr3	190374604	chr3	190374528	190374603	CLDN16^ENSG00000113946.3	1	at_ref_exon_boundary
chr3	190371002	chr3	190370893	190371001	CLDN16^ENSG00000113946.3	1	at_ref_exon_boundary
chr3	190370892	chr3	190370893	190371001	CLDN16^ENSG00000113946.3	1	at_ref_exon_boundary
chr3	190370453	chr3	190370893	190371001	CLDN16^ENSG00000113946.3	440	external
chr3	190374524	chr3	190374528	190374603	CLDN16^ENSG00000113946.3	4	external
chr3	190333947	chr3	190322541	190322661	CLDN16^ENSG00000113946.3	11286	external
chr3	190340349	chr3	190322541	190322661	CLDN16^ENSG00000113946.3	17688	external
chr3	190336979	chr3	190322541	190322661	CLDN16^ENSG00000113946.3	14318	external
chr3	190371522	chr3	190370893	190371001	CLDN16^ENSG00000113946.3	521	external
chr3	190370904	chr3	190370893	190371001	CLDN16^ENSG00000113946.3	11	within_exon
chr5	39210162	chr5	39211058	39211091	FYB^ENSG00000082074.14	896	external
chr5	39268273	chr5	39269645	39269819	FYB^ENSG00000082074.14	1372	external
chr5	39229017	chr5	39219443	39219606	FYB^ENSG00000082074.14	9411	external
chr5	39187252	chr5	39201826	39202987	FYB^ENSG00000082074.14	14574	external
chr5	39201180	chr5	39201826	39202987	FYB^ENSG00000082074.14	646	external
chr20	15208196	chr20	15196858	15197032	MACROD2^ENSG00000172264.15	11164	external
chrX	45731593	chrX	45730752	45731688	RP6-99M1.1^ENSG00000204915.3	95	within_exon
chrX	45731385	chrX	45730752	45731688	RP6-99M1.1^ENSG00000204915.3	303	within_exon
chrX	45722590	chrX	45730752	45731688	RP6-99M1.1^ENSG00000204915.3	8162	external
chrX	45734608	chrX	45730752	45731688	RP6-99M1.1^ENSG00000204915.3	2920	external
chrX	45722604	chrX	45730752	45731688	RP6-99M1.1^ENSG00000204915.3	8148	external
chrX	45722930	chrX	45730752	45731688	RP6-99M1.1^ENSG00000204915.3	7822	external
chr5	153331708	chr5	153223453	153223543	LINC01470^ENSG00000249484.7	108165	external
chr16	15860000	chr16	15856941	15857033	MYH11^ENSG00000133392.15	2967	external
chr14	105432388	chr14	105438672	105438739	TEX22^ENSG00000226174.5	6284	external
chr10	71890818	chr10	71894311	71894411	AC073370.1^ENSG00000278651.1	3493	external
chr3	154941861	chr3	154969283	154969682	RP11-439C8.2^ENSG00000243953.1	27422	external
chr5	59366872	chr5	59356758	59356975	PDE4D^ENSG00000113448.15	9897	external
chr5	59353859	chr5	59356758	59356975	PDE4D^ENSG00000113448.15	2899	external
chr15	89816853	chr15	89815273	89815401	ANPEP^ENSG00000166825.12	1452	external
chr15	89815794	chr15	89815273	89815401	ANPEP^ENSG00000166825.12	393	external
chr15	89806813	chr15	89806273	89806806	ANPEP^ENSG00000166825.12	7	external
chr18	63686427	chr18	63702304	63702377	SERPINB11^ENSG00000206072.11	15877	external
chr18	63697881	chr18	63702304	63702377	SERPINB11^ENSG00000206072.11	4423	external
chr18	63704108	chr18	63702960	63703006	SERPINB11^ENSG00000206072.11	1102	external
chr18	63706596	chr18	63705261	63705798	SERPINB11^ENSG00000206072.11	798	external
chr18	63661245	chr18	63661052	63661242	SERPINB3^ENSG00000057149.13	3	external
chr18	63685925	chr18	63702304	63702377	SERPINB11^ENSG00000206072.11	16379	external
chrY	10239	chrY	253743	253846	LL0YNC03-29C1.1^ENSGR0000228572.5	243504	external
chrX	10239	chrX	253743	253846	LL0YNC03-29C1.1^ENSG00000228572.5	243504	external
chrY	222636	chrY	253743	253846	LL0YNC03-29C1.1^ENSGR0000228572.5	31107	external
chrX	222636	chrX	253743	253846	LL0YNC03-29C1.1^ENSG00000228572.5	31107	external
chr2	66497473	chr2	66496026	66496200	MEIS1^ENSG00000143995.18	1273	external
chrY	224317	chrY	253743	253846	LL0YNC03-29C1.1^ENSGR0000228572.5	29426	external
chrY	11920	chrY	253743	253846	LL0YNC03-29C1.1^ENSGR0000228572.5	241823	external
chrX	224317	chrX	253743	253846	LL0YNC03-29C1.1^ENSG00000228572.5	29426	external
chrX	11920	chrX	253743	253846	LL0YNC03-29C1.1^ENSG00000228572.5	241823	external
chr6	29898103	chr6	29897748	29897786	HLA-T^ENSG00000231130.1	317	external
chr10	28655826	chr10	28652630	28652755	RNU4ATAC6P^ENSG00000252401.1	3071	external
chrX	111975864	chrX	111952043	111952441	TRPC5^ENSG00000072315.3	23423	external
chr5	1331846	chr5	1330280	1331844	CLPTM1L^ENSG00000049656.12	2	external
chr8	84647787	chr8	84665759	84665865	RNU6-1040P^ENSG00000206701.1	17972	external
chr9	5464508	chr9	5465499	5465606	CD274^ENSG00000120217.12	991	external
chr9	5464233	chr9	5462834	5463238	CD274^ENSG00000120217.12	995	external
chr9	5463122	chr9	5462935	5463121	CD274^ENSG00000120217.12	1	at_ref_exon_boundary
chr14	68514038	chr14	68497124	68497881	RAD51B^ENSG00000182185.17	16157	external
chr14	68540199	chr14	68540200	68540249	RAD51B^ENSG00000182185.17	1	at_ref_exon_boundary
chr14	68594484	chr14	68594485	68594988	RAD51B^ENSG00000182185.17	1	at_ref_exon_boundary
chr14	68512809	chr14	68497124	68497881	RAD51B^ENSG00000182185.17	14928	external
chr4	121823226	chr4	121823416	121823932	CCNA2^ENSG00000145386.8	190	external
chr4	121821244	chr4	121820979	121821091	CCNA2^ENSG00000145386.8	153	external
chr4	121950241	chr4	121950539	121950874	TRPC3^ENSG00000138741.9	298	external
chr4	121914732	chr4	121914780	121914944	TRPC3^ENSG00000138741.9	48	external
chr8	127392503	chr8	127392504	127392631	CASC21^ENSG00000253929.1	1	at_ref_exon_boundary
chr8	127393220	chr8	127392504	127392631	CASC21^ENSG00000253929.1	589	external
chr8	127388460	chr8	127392504	127392631	CASC21^ENSG00000253929.1	4044	external
chr20	4032038	chr20	4023917	4024444	FTLP3^ENSG00000226608.3	7594	external
chr3	186863729	chr3	186854184	186858463	ADIPOQ^ENSG00000181092.8	5266	external
chr3	186863701	chr3	186854184	186858463	ADIPOQ^ENSG00000181092.8	5238	external
chr20	4032010	chr20	4023917	4024444	FTLP3^ENSG00000226608.3	7566	external
chr20	2823227	chr20	2816507	2820284	TMEM239^ENSG00000198326.9	2943	external
chr8	127391086	chr8	127392504	127392631	CASC21^ENSG00000253929.1	1418	external
chr6	5038743	chr6	5042506	5042940	RP11-428J1.5^ENSG00000272142.1	3763	external
chr3	113088622	chr3	113088623	113089024	RP11-572M11.4^ENSG00000240057.4	1	at_ref_exon_boundary
chr3	113088620	chr3	113088623	113088715	RP11-572M11.4^ENSG00000240057.4	3	external
chr3	128341232	chr3	128341233	128341788	EEFSEC^ENSG00000132394.9	1	at_ref_exon_boundary
chr3	128358374	chr3	128358217	128358373	EEFSEC^ENSG00000132394.9	1	at_ref_exon_boundary
chr3	128359325	chr3	128358217	128358373	EEFSEC^ENSG00000132394.9	952	external
chr3	128341894	chr3	128341233	128341889	EEFSEC^ENSG00000132394.9	5	external
chr3	128336950	chr3	128336904	128337092	EEFSEC^ENSG00000132394.9	46	within_exon
chr3	128373716	chr3	128358217	128358373	EEFSEC^ENSG00000132394.9	15343	external
chr8	127966195	chr8	127960633	127960695	MIR1205^ENSG00000221771.1	5500	external
chr8	127964809	chr8	127960633	127960695	MIR1205^ENSG00000221771.1	4114	external
chr12	110286601	chr12	110282713	110282795	ATP2A2^ENSG00000174437.15	3806	external
chr12	110282796	chr12	110282713	110282795	ATP2A2^ENSG00000174437.15	1	at_ref_exon_boundary
chr12	110285709	chr12	110282713	110282795	ATP2A2^ENSG00000174437.15	2914	external
chr8	127939677	chr8	127939508	127939676	PVT1^ENSG00000249859.6	1	at_ref_exon_boundary
chr8	127979947	chr8	127983904	127984204	PVT1^ENSG00000249859.6	3957	external
chr12	110281908	chr12	110281681	110281907	ATP2A2^ENSG00000174437.15	1	at_ref_exon_boundary
chr1	164846583	chr1	164846584	164850357	PBX1^ENSG00000185630.17	1	at_ref_exon_boundary
chr1	164821627	chr1	164821537	164821626	PBX1^ENSG00000185630.17	1	at_ref_exon_boundary
chr1	164812153	chr1	164811990	164812149	PBX1^ENSG00000185630.17	4	external
chr1	164823033	chr1	164821537	164821626	PBX1^ENSG00000185630.17	1407	external
chr18	33309704	chr18	33323151	33323633	CCDC178^ENSG00000166960.15	13447	external
chr3	181847464	chr3	181847526	181847885	RP11-252O18.2^ENSG00000239805.1	62	external
chr19	35723125	chr19	35722995	35723274	KMT2B^ENSG00000272333.4	130	within_exon
chr19	35723115	chr19	35722995	35723274	KMT2B^ENSG00000272333.4	120	within_exon
chr1	221966344	chr1	221966341	221966502	RP11-400N13.2^ENSG00000228437.4	3	within_exon
chr1	221966503	chr1	221966410	221966502	RP11-400N13.2^ENSG00000228437.4	1	at_ref_exon_boundary
chr4	92026389	chr4	91904246	91904335	RP11-354O24.1^ENSG00000249052.1	122054	external
chr1	221968497	chr1	221968348	221968496	RP11-400N13.2^ENSG00000228437.4	1	at_ref_exon_boundary
chr22	16611894	chr22	16611658	16611893	TPTEP1^ENSG00000100181.20	1	at_ref_exon_boundary
chr1	221974408	chr1	221978360	221978523	RP11-815M8.1^ENSG00000238042.4	3952	external
chr11	82026007	chr11	82015608	82015734	RP11-179A16.1^ENSG00000245832.5	10273	external
chr7	120009619	chr7	120009634	120009701	AC004915.1^ENSG00000276899.1	15	external
chr1	221966504	chr1	221966410	221966502	RP11-400N13.2^ENSG00000228437.4	2	external
chr1	221963690	chr1	221966341	221966502	RP11-400N13.2^ENSG00000228437.4	2651	external
chr4	151817681	chr4	151800826	151801348	RP11-424M21.1^ENSG00000249184.1	16333	external
chr1	221966345	chr1	221966341	221966502	RP11-400N13.2^ENSG00000228437.4	4	within_exon
chr9	82884333	chr9	82979585	82982782	RASEF^ENSG00000165105.9	95252	external
chr2	191147854	chr2	191148076	191148204	STAT4^ENSG00000138378.16	222	external
chr2	191142088	chr2	191146613	191146757	STAT4^ENSG00000138378.16	4525	external
chr1	218674444	chr1	218541690	218541899	U3^ENSG00000212610.2	132545	external
chr1	218670755	chr1	218541690	218541899	U3^ENSG00000212610.2	128856	external
chr1	218687843	chr1	218541690	218541899	U3^ENSG00000212610.2	145944	external
chr1	218626790	chr1	218541690	218541899	U3^ENSG00000212610.2	84891	external
chr1	218682818	chr1	218541690	218541899	U3^ENSG00000212610.2	140919	external
chr1	218682806	chr1	218541690	218541899	U3^ENSG00000212610.2	140907	external
chr1	218680194	chr1	218541690	218541899	U3^ENSG00000212610.2	138295	external
chr1	218679990	chr1	218541690	218541899	U3^ENSG00000212610.2	138091	external
chr14	68178057	chr14	68149617	68149908	RN7SL706P^ENSG00000244677.3	28149	external
chr14	68205129	chr14	68236243	68236539	RN7SL108P^ENSG00000243546.3	31114	external
chr14	68179314	chr14	68149617	68149908	RN7SL706P^ENSG00000244677.3	29406	external
chr14	68179316	chr14	68149617	68149908	RN7SL706P^ENSG00000244677.3	29408	external
chr13	73695672	chr13	73695490	73695671	KLF12^ENSG00000118922.15	1	at_ref_exon_boundary
chr13	73705985	chr13	73715368	73715525	KLF12^ENSG00000118922.15	9383	external
chr13	73704203	chr13	73695490	73695671	KLF12^ENSG00000118922.15	8532	external
chr13	73706476	chr13	73715368	73715525	KLF12^ENSG00000118922.15	8892	external
chr11	91475965	chr11	91382909	91383289	RP11-843F11.1^ENSG00000280093.1	92676	external
chr17	26956261	chr17	26981694	26982090	RP11-260A9.1^ENSG00000263433.1	25433	external
chr10	38935568	chr10	38783004	38783108	RP11-96F8.1^ENSG00000233832.1	152460	external
chr17	82291564	chr17	82290046	82291563	RP13-516M14.4^ENSG00000265692.1	1	at_ref_exon_boundary
chr18	15204517	chr18	15197539	15197775	RP11-454P7.3^ENSG00000265015.1	6742	external
chr17	82279733	chr17	82273306	82273731	CSNK1D^ENSG00000141551.13	6002	external
chr17	82298821	chr17	82293716	82294910	RP13-516M14.1^ENSG00000260563.3	3911	external
chr19	39306367	chr19	39306568	39308542	LRFN1^ENSG00000128011.4	201	external
chr17	82321333	chr17	82321024	82322370	SECTM1^ENSG00000141574.6	309	within_exon
chr17	82285862	chr17	82290046	82291563	RP13-516M14.4^ENSG00000265692.1	4184	external
chr10	38950805	chr10	38783004	38783108	RP11-96F8.1^ENSG00000233832.1	167697	external
chr11	60892298	chr11	60890747	60891263	PRPF19^ENSG00000110107.7	1035	external
chr17	33816956	chr17	33874318	33874458	AC024610.1^ENSG00000221699.1	57362	external
chr17	33819869	chr17	33874318	33874458	AC024610.1^ENSG00000221699.1	54449	external
chr17	33801901	chr17	33874318	33874458	AC024610.1^ENSG00000221699.1	72417	external
chr17	33816995	chr17	33874318	33874458	AC024610.1^ENSG00000221699.1	57323	external
chr3	195781245	chr3	195778790	195778810	MUC4^ENSG00000145113.20	2435	external
chr14	24657524	chr14	24657525	24657774	RP11-104E19.1^ENSG00000258657.4	1	at_ref_exon_boundary
chr14	24747973	chr14	24809656	24812732	STXBP6^ENSG00000168952.14	61683	external
chr14	24693898	chr14	24657525	24657774	RP11-104E19.1^ENSG00000258657.4	36124	external
chr14	24655493	chr14	24654647	24654707	RP11-104E19.1^ENSG00000258657.4	786	external
chr14	24675570	chr14	24657525	24657774	RP11-104E19.1^ENSG00000258657.4	17796	external
chr14	24721734	chr14	24657525	24657774	RP11-104E19.1^ENSG00000258657.4	63960	external
chr14	24677039	chr14	24657525	24657774	RP11-104E19.1^ENSG00000258657.4	19265	external
chr14	24802223	chr14	24809656	24812732	STXBP6^ENSG00000168952.14	7433	external
chr14	24657520	chr14	24657525	24657774	RP11-104E19.1^ENSG00000258657.4	5	external
chr12	124913579	chr12	124913587	124913765	UBC^ENSG00000150991.13	8	external
chr2	9759300	chr2	9757496	9759299	RP11-521D12.5^ENSG00000243491.1	1	at_ref_exon_boundary
chr2	9770348	chr2	9770199	9770341	RP11-521D12.5^ENSG00000243491.1	7	external
chr2	9770349	chr2	9770199	9770341	RP11-521D12.5^ENSG00000243491.1	8	external
chr2	9759290	chr2	9757496	9759299	RP11-521D12.5^ENSG00000243491.1	9	within_exon
chr11	47324022	chr11	47323671	47323835	MADD^ENSG00000110514.17	187	external
chr17	41612364	chr17	41612158	41612286	KRT16^ENSG00000186832.7	78	external
chr17	41586516	chr17	41586310	41586921	KRT14^ENSG00000186847.5	206	within_exon
chr17	20504097	chr17	20503891	20504074	KRT16P3^ENSG00000214822.7	23	external
chr17	16832427	chr17	16832221	16832349	KRT16P2^ENSG00000227300.11	78	external
chr1	156075418	chr1	156077066	156077354	MEX3A^ENSG00000254726.2	1648	external
chr1	156114669	chr1	156114670	156115274	LMNA^ENSG00000160789.18	1	at_ref_exon_boundary
chr1	156130616	chr1	156130617	156130773	LMNA^ENSG00000160789.18	1	at_ref_exon_boundary
chr17	59860425	chr17	59860322	59860424	TUBD1^ENSG00000108423.13	1	at_ref_exon_boundary
chr17	59860455	chr17	59860322	59860424	TUBD1^ENSG00000108423.13	31	external
chr17	59912683	chr17	59912684	59912804	RPS6KB1^ENSG00000108443.12	1	at_ref_exon_boundary
chr17	59847421	chr17	59847438	59847544	RNU6-450P^ENSG00000201524.1	17	external
chr17	59842859	chr17	59837931	59842255	VMP1^ENSG00000062716.9	604	external
chr2	178412826	chr2	178413939	178414113	AC009948.5^ENSG00000223960.5	1113	external
chr17	43103878	chr17	43104122	43104261	BRCA1^ENSG00000012048.18	244	external
chr5	168570394	chr5	168568646	168568998	PANK3^ENSG00000120137.6	1396	external
chr14	73032927	chr14	73026926	73027212	ZFYVE1^ENSG00000165861.12	5715	external
chr8	74612852	chr8	74612853	74612940	FLJ39080^ENSG00000254349.4	1	at_ref_exon_boundary
chr8	74588155	chr8	74599775	74599908	FLJ39080^ENSG00000254349.4	11620	external
chr8	74586901	chr8	74599775	74599908	FLJ39080^ENSG00000254349.4	12874	external
chr8	74702378	chr8	74702379	74702456	FLJ39080^ENSG00000254349.4	1	at_ref_exon_boundary
chr8	74703594	chr8	74703606	74703679	FLJ39080^ENSG00000254349.4	12	external
chr8	74702376	chr8	74702379	74702456	FLJ39080^ENSG00000254349.4	3	external
chr9	108478856	chr9	108358852	108358929	AL137019.1^ENSG00000222512.1	119927	external
chr9	108474703	chr9	108358852	108358929	AL137019.1^ENSG00000222512.1	115774	external
chr9	108778926	chr9	108821697	108822004	RPL36AP35^ENSG00000231810.1	42771	external
chr9	108478868	chr9	108358852	108358929	AL137019.1^ENSG00000222512.1	119939	external
chr9	108483924	chr9	108358852	108358929	AL137019.1^ENSG00000222512.1	124995	external
chr9	108474912	chr9	108358852	108358929	AL137019.1^ENSG00000222512.1	115983	external
chr9	108478991	chr9	108358852	108358929	AL137019.1^ENSG00000222512.1	120062	external
chr9	108497468	chr9	108626833	108627150	RP11-220D10.1^ENSG00000169253.3	129365	external
chr1	38022698	chr1	38022699	38022809	UTP11L^ENSG00000183520.10	1	at_ref_exon_boundary
chr1	38023543	chr1	38023545	38024824	UTP11L^ENSG00000183520.10	2	external
chr1	38023542	chr1	38023545	38024824	UTP11L^ENSG00000183520.10	3	external
chr17	78829008	chr17	78829004	78829007	USP36^ENSG00000055483.18	1	at_ref_exon_boundary
chr17	78827244	chr17	78827245	78827347	USP36^ENSG00000055483.18	1	at_ref_exon_boundary
chr17	78827348	chr17	78826473	78827347	USP36^ENSG00000055483.18	1	at_ref_exon_boundary
chr17	78828896	chr17	78828897	78828964	USP36^ENSG00000055483.18	1	at_ref_exon_boundary
chr17	78637263	chr17	78631990	78632057	CTD-2357A8.3^ENSG00000267123.4	5206	external
chr17	78634063	chr17	78631990	78632057	CTD-2357A8.3^ENSG00000267123.4	2006	external
chr17	78633395	chr17	78631990	78632057	CTD-2357A8.3^ENSG00000267123.4	1338	external
chr17	78821063	chr17	78820991	78821061	USP36^ENSG00000055483.18	2	external
chr17	78825042	chr17	78826473	78827347	USP36^ENSG00000055483.18	1431	external
chr5	148960916	chr5	148954801	148954885	SH3TC2^ENSG00000169247.10	6031	external
chr5	148957002	chr5	148954801	148954885	SH3TC2^ENSG00000169247.10	2117	external
chr5	148960914	chr5	148954801	148954885	SH3TC2^ENSG00000169247.10	6029	external
chr17	8663823	chr17	8630654	8630761	MYH10^ENSG00000133026.11	33062	external
chr17	8663775	chr17	8630654	8630761	MYH10^ENSG00000133026.11	33014	external
chr13	73378771	chr13	73399031	73399205	RP11-309J13.1^ENSG00000279754.1	20260	external
chr13	73397789	chr13	73399031	73399205	RP11-309J13.1^ENSG00000279754.1	1242	external
chr13	73396902	chr13	73399031	73399205	RP11-309J13.1^ENSG00000279754.1	2129	external
chr13	73399024	chr13	73399031	73399205	RP11-309J13.1^ENSG00000279754.1	7	external
chr13	73397041	chr13	73399031	73399205	RP11-309J13.1^ENSG00000279754.1	1990	external
chr13	73386390	chr13	73399031	73399205	RP11-309J13.1^ENSG00000279754.1	12641	external
chr13	73342042	chr13	73399031	73399205	RP11-309J13.1^ENSG00000279754.1	56989	external
chr13	73389151	chr13	73399031	73399205	RP11-309J13.1^ENSG00000279754.1	9880	external
chr5	107387234	chr5	107387235	107387315	EFNA5^ENSG00000184349.11	1	at_ref_exon_boundary
chr1	210885854	chr1	210859177	210862285	IPO8P1^ENSG00000224668.1	23569	external
chr7	35071406	chr7	35079989	35081740	DPY19L2P1^ENSG00000189212.11	8583	external
chr13	95577230	chr13	95577231	95577338	CLDN10^ENSG00000134873.8	1	at_ref_exon_boundary
chr7	22521926	chr7	22510616	22511999	EEF1A1P6^ENSG00000233476.3	9927	external
chr1	210804167	chr1	210803967	210804166	KCNH1^ENSG00000143473.10	1	at_ref_exon_boundary
chr7	90134204	chr7	90124074	90125600	DPY19L2P4^ENSG00000235436.9	8604	external
chr13	95564279	chr13	95560382	95560938	CLDN10^ENSG00000134873.8	3341	external
