hotspot	Chromosome	hotspot_coord	virus_genome	hotspot_virus_tally	insert_genes	insert_gene_count	hotspot_name
chr10:73530101	chr10	73530101	HPV16	1	USP54	2	chr10:73530101^USP54
chr10:73530101	chr10	73530101	NC_001806_152222nt_Human_alphaherpesvirus_1	1	USP54	2	chr10:73530101^USP54
chr10:73732710	chr10	73732710	Eppstein-Barr	2	FUT11	2	chr10:73732710^FUT11
chr10:73732710	chr10	73732710	HPV16	3	FUT11	2	chr10:73732710^FUT11
chr10:73732710	chr10	73732710	NC_001501_8332nt_Moloney_murine_leukemia_virus	2	FUT11	2	chr10:73732710^FUT11
chr10:74413258	chr10	74413258	HPV16	3	ADK	2	chr10:74413258^ADK
chr10:78020096	chr10	78020096	Eppstein-Barr	3	RPS24	3	chr10:78020096^RPS24
chr10:78020096	chr10	78020096	HPV16	2	RPS24	3	chr10:78020096^RPS24
chr10:78020096	chr10	78020096	NC_001702_8135nt_Murine_type_C_retrovirus	1	RPS24	3	chr10:78020096^RPS24
chr10:79279001	chr10	79279001	Eppstein-Barr	1	ZMIZ1	3	chr10:79279001^ZMIZ1
chr10:79279001	chr10	79279001	HPV16	1	ZMIZ1	3	chr10:79279001^ZMIZ1
chr10:79279001	chr10	79279001	NC_000858_9028nt_Simian_T_lymphotropic_virus_1	1	ZMIZ1	3	chr10:79279001^ZMIZ1
chr10:79279001	chr10	79279001	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	1	ZMIZ1	3	chr10:79279001^ZMIZ1
chr10:79279001	chr10	79279001	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	ZMIZ1	3	chr10:79279001^ZMIZ1
chr10:79470787	chr10	79470787	HPV16	3	EIF5AL1	1	chr10:79470787^EIF5AL1
chr10:79470787	chr10	79470787	NC_001702_8135nt_Murine_type_C_retrovirus	1	EIF5AL1	1	chr10:79470787^EIF5AL1
chr10:8054921	chr10	8054921	HPV16	3	TAF3~GATA3-AS1	3	chr10:8054921^TAF3~GATA3-AS1
chr10:8054921	chr10	8054921	HPV58	1	TAF3~GATA3-AS1	3	chr10:8054921^TAF3~GATA3-AS1
chr10:8227022	chr10	8227022	HPV16	3	PRPF38AP1~LINC00708	2	chr10:8227022^PRPF38AP1~LINC00708
chr10:82657870	chr10	82657870	HPV16	2	NRG3	3	chr10:82657870^NRG3
chr10:82657870	chr10	82657870	HPV33	1	NRG3	3	chr10:82657870^NRG3
chr10:84159125	chr10	84159125	Eppstein-Barr	1	HMGN2P8~RP11-338I21.1	2	chr10:84159125^HMGN2P8~RP11-338I21.1
chr10:84159125	chr10	84159125	HPV16	2	HMGN2P8~RP11-338I21.1	2	chr10:84159125^HMGN2P8~RP11-338I21.1
chr10:84159125	chr10	84159125	HPV33	1	HMGN2P8~RP11-338I21.1	2	chr10:84159125^HMGN2P8~RP11-338I21.1
chr10:84159125	chr10	84159125	HPV58	1	HMGN2P8~RP11-338I21.1	2	chr10:84159125^HMGN2P8~RP11-338I21.1
chr10:87154802	chr10	87154802	HBV	1	FAM35A	2	chr10:87154802^FAM35A
chr10:87154802	chr10	87154802	HPV11	1	FAM35A	2	chr10:87154802^FAM35A
chr10:87154802	chr10	87154802	HPV16	1	FAM35A	2	chr10:87154802^FAM35A
chr10:89184042	chr10	89184042	HPV16	2	LIPA	1	chr10:89184042^LIPA
chr10:89184042	chr10	89184042	HPV33	1	LIPA	1	chr10:89184042^LIPA
chr10:91516213	chr10	91516213	HPV16	2	HECTD2	2	chr10:91516213^HECTD2
chr10:91516213	chr10	91516213	HPV33	1	HECTD2	2	chr10:91516213^HECTD2
chr10:93527856	chr10	93527856	Eppstein-Barr	1	CEP55	2	chr10:93527856^CEP55
chr10:93527856	chr10	93527856	HPV11	1	CEP55	2	chr10:93527856^CEP55
chr10:93527856	chr10	93527856	HPV33	1	CEP55	2	chr10:93527856^CEP55
chr10:936133	chr10	936133	HBV	2	LARP4B	3	chr10:936133^LARP4B
chr10:936133	chr10	936133	HPV16	3	LARP4B	3	chr10:936133^LARP4B
chr10:936133	chr10	936133	HPV33	1	LARP4B	3	chr10:936133^LARP4B
chr10:936133	chr10	936133	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	LARP4B	3	chr10:936133^LARP4B
chr10:96739799	chr10	96739799	Eppstein-Barr	2	RPL13AP5	4	chr10:96739799^RPL13AP5
chr10:96739799	chr10	96739799	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	RPL13AP5	4	chr10:96739799^RPL13AP5
chr10:96739799	chr10	96739799	NC_001702_8135nt_Murine_type_C_retrovirus	2	RPL13AP5	4	chr10:96739799^RPL13AP5
chr10:97475861	chr10	97475861	Eppstein-Barr	2	EXOSC1	1	chr10:97475861^EXOSC1
chr10:97475861	chr10	97475861	HPV16	1	EXOSC1	1	chr10:97475861^EXOSC1
chr11:100795318	chr11	100795318	HPV16	3	ARHGAP42	3	chr11:100795318^ARHGAP42
chr11:101511043	chr11	101511043	HPV16	2	TRPC6	3	chr11:101511043^TRPC6
chr11:101511043	chr11	101511043	HPV45	1	TRPC6	3	chr11:101511043^TRPC6
chr11:102761350	chr11	102761350	HPV16	2	MMP8~AP000619.5	4	chr11:102761350^MMP8~AP000619.5
chr11:102761350	chr11	102761350	HPV18	2	MMP8~AP000619.5	4	chr11:102761350^MMP8~AP000619.5
chr11:102761350	chr11	102761350	HPV33	2	MMP8~AP000619.5	4	chr11:102761350^MMP8~AP000619.5
chr11:102872796	chr11	102872796	HPV16	1	MMP3~MMP12	2	chr11:102872796^MMP3~MMP12
chr11:102872796	chr11	102872796	HPV18	3	MMP3~MMP12	2	chr11:102872796^MMP3~MMP12
chr11:103157	chr11	103157	HPV33	1	LINC01001;RP11-304M2.3	1	chr11:103157^LINC01001;RP11-304M2.3
chr11:103157	chr11	103157	HPV58	2	LINC01001;RP11-304M2.3	1	chr11:103157^LINC01001;RP11-304M2.3
chr11:10777810	chr11	10777810	Eppstein-Barr	1	EIF4G2	2	chr11:10777810^EIF4G2
chr11:10777810	chr11	10777810	HPV16	2	EIF4G2	2	chr11:10777810^EIF4G2
chr11:10777810	chr11	10777810	HPV33	1	EIF4G2	2	chr11:10777810^EIF4G2
chr11:109408998	chr11	109408998	HPV16	4	C11orf87;RP11-708B6.2	2	chr11:109408998^C11orf87;RP11-708B6.2
chr11:111354239	chr11	111354239	Eppstein-Barr	4	POU2AF1	4	chr11:111354239^POU2AF1
chr11:111737088	chr11	111737088	Eppstein-Barr	1	PPP2R1B	2	chr11:111737088^PPP2R1B
chr11:111737088	chr11	111737088	HPV16	1	PPP2R1B	2	chr11:111737088^PPP2R1B
chr11:111737088	chr11	111737088	HPV58	1	PPP2R1B	2	chr11:111737088^PPP2R1B
chr11:111905466	chr11	111905466	HPV16	3	ALG9	1	chr11:111905466^ALG9
chr11:1121058	chr11	1121058	HPV16	2	MUC2	4	chr11:1121058^MUC2
chr11:1121058	chr11	1121058	HPV33	1	MUC2	4	chr11:1121058^MUC2
chr11:1121058	chr11	1121058	HPV58	1	MUC2	4	chr11:1121058^MUC2
chr11:1121058	chr11	1121058	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	1	MUC2	4	chr11:1121058^MUC2
chr11:1121058	chr11	1121058	NC_001702_8135nt_Murine_type_C_retrovirus	1	MUC2	4	chr11:1121058^MUC2
chr11:1121058	chr11	1121058	NC_001806_152222nt_Human_alphaherpesvirus_1	1	MUC2	4	chr11:1121058^MUC2
chr11:1121058	chr11	1121058	NC_007815_8197nt_PreXMRV_1	1	MUC2	4	chr11:1121058^MUC2
chr11:112664818	chr11	112664818	HPV16	3	snosnR66~RP11-27G22.1	2	chr11:112664818^snosnR66~RP11-27G22.1
chr11:113973551	chr11	113973551	HPV16	4	HTR3B~HTR3A	2	chr11:113973551^HTR3B~HTR3A
chr11:11505934	chr11	11505934	HPV16	2	GALNT18	3	chr11:11505934^GALNT18
chr11:11505934	chr11	11505934	HPV18	1	GALNT18	3	chr11:11505934^GALNT18
chr11:115348810	chr11	115348810	HPV16	2	CADM1	2	chr11:115348810^CADM1
chr11:115348810	chr11	115348810	HPV58	1	CADM1	2	chr11:115348810^CADM1
chr11:116654178	chr11	116654178	HPV16	2	AP000770.1~BUD13	2	chr11:116654178^AP000770.1~BUD13
chr11:116654178	chr11	116654178	HPV33	1	AP000770.1~BUD13	2	chr11:116654178^AP000770.1~BUD13
chr11:117016853	chr11	117016853	HPV16	3	SIK3	3	chr11:117016853^SIK3
chr11:117180025	chr11	117180025	Eppstein-Barr	1	PAFAH1B2	2	chr11:117180025^PAFAH1B2
chr11:117180025	chr11	117180025	HPV16	2	PAFAH1B2	2	chr11:117180025^PAFAH1B2
chr11:117318194	chr11	117318194	HPV16	3	CEP164	1	chr11:117318194^CEP164
chr11:119058831	chr11	119058831	Eppstein-Barr	4	C2CD2L	1	chr11:119058831^C2CD2L
chr11:119350670	chr11	119350670	Eppstein-Barr	1	USP2-AS1	2	chr11:119350670^USP2-AS1
chr11:119350670	chr11	119350670	HPV11	1	USP2-AS1	2	chr11:119350670^USP2-AS1
chr11:119350670	chr11	119350670	HPV16	1	USP2-AS1	2	chr11:119350670^USP2-AS1
chr11:11972981	chr11	11972981	Eppstein-Barr	1	USP47	2	chr11:11972981^USP47
chr11:11972981	chr11	11972981	HPV16	2	USP47	2	chr11:11972981^USP47
chr11:11972981	chr11	11972981	HPV58	1	USP47	2	chr11:11972981^USP47
chr11:119819424	chr11	119819424	HPV16	3	CTD-2523D13.2~RP11-215D10.1	2	chr11:119819424^CTD-2523D13.2~RP11-215D10.1
chr11:120798305	chr11	120798305	HPV16	6	GRIK4	6	chr11:120798305^GRIK4
chr11:121075618	chr11	121075618	Eppstein-Barr	1	TECTA	2	chr11:121075618^TECTA
chr11:121075618	chr11	121075618	HPV11	1	TECTA	2	chr11:121075618^TECTA
chr11:121075618	chr11	121075618	HPV16	1	TECTA	2	chr11:121075618^TECTA
chr11:121511658	chr11	121511658	HPV16	2	SORL1	3	chr11:121511658^SORL1
chr11:121511658	chr11	121511658	HPV33	1	SORL1	3	chr11:121511658^SORL1
chr11:121884154	chr11	121884154	HPV16	2	SORL1~RNU6-256P	3	chr11:121884154^SORL1~RNU6-256P
chr11:121884154	chr11	121884154	HPV58	1	SORL1~RNU6-256P	3	chr11:121884154^SORL1~RNU6-256P
chr11:12240848	chr11	12240848	HPV11	1	AC025300.1~PARVA	1	chr11:12240848^AC025300.1~PARVA
chr11:12240848	chr11	12240848	HPV16	1	AC025300.1~PARVA	1	chr11:12240848^AC025300.1~PARVA
chr11:12240848	chr11	12240848	HPV33	1	AC025300.1~PARVA	1	chr11:12240848^AC025300.1~PARVA
chr11:123086542	chr11	123086542	HPV16	1	HSPA8	2	chr11:123086542^HSPA8
chr11:123086542	chr11	123086542	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	HSPA8	2	chr11:123086542^HSPA8
chr11:123086542	chr11	123086542	NC_001702_8135nt_Murine_type_C_retrovirus	1	HSPA8	2	chr11:123086542^HSPA8
chr11:123188139	chr11	123188139	HPV16	3	CLMP	2	chr11:123188139^CLMP
chr11:123188139	chr11	123188139	HPV58	1	CLMP	2	chr11:123188139^CLMP
chr11:126294609	chr11	126294609	HPV33	1	DCPS	1	chr11:126294609^DCPS
chr11:126294609	chr11	126294609	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	DCPS	1	chr11:126294609^DCPS
chr11:126294609	chr11	126294609	NC_007815_8197nt_PreXMRV_1	1	DCPS	1	chr11:126294609^DCPS
chr11:126452530	chr11	126452530	HPV16	3	KIRREL3	2	chr11:126452530^KIRREL3
chr11:128898354	chr11	128898354	HPV16	3	C11orf45;KCNJ5	1	chr11:128898354^C11orf45;KCNJ5
chr11:129272815	chr11	129272815	HPV16	2	ARHGAP32	1	chr11:129272815^ARHGAP32
chr11:129272815	chr11	129272815	HPV33	1	ARHGAP32	1	chr11:129272815^ARHGAP32
chr11:129893410	chr11	129893410	HPV16	1	NFRKB	1	chr11:129893410^NFRKB
chr11:129893410	chr11	129893410	HPV33	1	NFRKB	1	chr11:129893410^NFRKB
chr11:129893410	chr11	129893410	NC_001702_8135nt_Murine_type_C_retrovirus	1	NFRKB	1	chr11:129893410^NFRKB
chr11:132201394	chr11	132201394	HPV16	2	NTM	3	chr11:132201394^NTM
chr11:132201394	chr11	132201394	HPV58	1	NTM	3	chr11:132201394^NTM
chr11:134117314	chr11	134117314	Eppstein-Barr	1	JAM3	3	chr11:134117314^JAM3
chr11:134117314	chr11	134117314	HPV16	1	JAM3	3	chr11:134117314^JAM3
chr11:134117314	chr11	134117314	HPV33	1	JAM3	3	chr11:134117314^JAM3
chr11:134117314	chr11	134117314	NC_001806_152222nt_Human_alphaherpesvirus_1	1	JAM3	3	chr11:134117314^JAM3
chr11:134434867	chr11	134434867	HPV11	1	B3GAT1	2	chr11:134434867^B3GAT1
chr11:134434867	chr11	134434867	HPV16	3	B3GAT1	2	chr11:134434867^B3GAT1
chr11:134434867	chr11	134434867	HPV33	1	B3GAT1	2	chr11:134434867^B3GAT1
chr11:134956980	chr11	134956980	Eppstein-Barr	2	RP11-555G19.1~RP11-555G19.2	3	chr11:134956980^RP11-555G19.1~RP11-555G19.2
chr11:134956980	chr11	134956980	HPV11	1	RP11-555G19.1~RP11-555G19.2	3	chr11:134956980^RP11-555G19.1~RP11-555G19.2
chr11:134956980	chr11	134956980	HPV33	1	RP11-555G19.1~RP11-555G19.2	3	chr11:134956980^RP11-555G19.1~RP11-555G19.2
chr11:1405512	chr11	1405512	HPV11	1	BRSK2	4	chr11:1405512^BRSK2
chr11:1405512	chr11	1405512	HPV16	2	BRSK2	4	chr11:1405512^BRSK2
chr11:1405512	chr11	1405512	HPV18	1	BRSK2	4	chr11:1405512^BRSK2
chr11:1405512	chr11	1405512	HPV33	1	BRSK2	4	chr11:1405512^BRSK2
chr11:1576819	chr11	1576819	Eppstein-Barr	2	DUSP8	1	chr11:1576819^DUSP8
chr11:1576819	chr11	1576819	HPV33	1	DUSP8	1	chr11:1576819^DUSP8
chr11:17051562	chr11	17051562	Eppstein-Barr	1	PIK3C2A	2	chr11:17051562^PIK3C2A
chr11:17051562	chr11	17051562	HPV16	2	PIK3C2A	2	chr11:17051562^PIK3C2A
chr11:17051562	chr11	17051562	HPV33	1	PIK3C2A	2	chr11:17051562^PIK3C2A
chr11:17051562	chr11	17051562	NC_007815_8197nt_PreXMRV_1	1	PIK3C2A	2	chr11:17051562^PIK3C2A
chr11:1717773	chr11	1717773	Eppstein-Barr	1	CTSD	3	chr11:1717773^CTSD
chr11:1717773	chr11	1717773	HPV16	1	CTSD	3	chr11:1717773^CTSD
chr11:1717773	chr11	1717773	HPV33	1	CTSD	3	chr11:1717773^CTSD
chr11:1717773	chr11	1717773	NC_001702_8135nt_Murine_type_C_retrovirus	1	CTSD	3	chr11:1717773^CTSD
chr11:1717773	chr11	1717773	NC_001806_152222nt_Human_alphaherpesvirus_1	1	CTSD	3	chr11:1717773^CTSD
chr11:18563606	chr11	18563606	Eppstein-Barr	2	SPTY2D1-AS1;SPTY2D1	1	chr11:18563606^SPTY2D1-AS1;SPTY2D1
chr11:18563606	chr11	18563606	HPV16	1	SPTY2D1-AS1;SPTY2D1	1	chr11:18563606^SPTY2D1-AS1;SPTY2D1
chr11:1888329	chr11	1888329	Eppstein-Barr	2	LSP1	3	chr11:1888329^LSP1
chr11:1888329	chr11	1888329	HPV58	1	LSP1	3	chr11:1888329^LSP1
chr11:1888329	chr11	1888329	NC_009333_137969nt_Human_gammaherpesvirus_8	1	LSP1	3	chr11:1888329^LSP1
chr11:1992184	chr11	1992184	HPV16	2	H19	3	chr11:1992184^H19
chr11:1992184	chr11	1992184	HPV33	1	H19	3	chr11:1992184^H19
chr11:1992184	chr11	1992184	HPV58	1	H19	3	chr11:1992184^H19
chr11:1992184	chr11	1992184	NC_001702_8135nt_Murine_type_C_retrovirus	2	H19	3	chr11:1992184^H19
chr11:20506791	chr11	20506791	HBV	1	PRMT3	3	chr11:20506791^PRMT3
chr11:20506791	chr11	20506791	HPV16	3	PRMT3	3	chr11:20506791^PRMT3
chr11:20629230	chr11	20629230	HPV16	3	NELL1	2	chr11:20629230^NELL1
chr11:2124873	chr11	2124873	HBV	1	H19~AC132217.4	2	chr11:2124873^H19~AC132217.4
chr11:2124873	chr11	2124873	HPV11	1	H19~AC132217.4	2	chr11:2124873^H19~AC132217.4
chr11:2124873	chr11	2124873	HPV16	2	H19~AC132217.4	2	chr11:2124873^H19~AC132217.4
chr11:2124873	chr11	2124873	NC_001702_8135nt_Murine_type_C_retrovirus	1	H19~AC132217.4	2	chr11:2124873^H19~AC132217.4
chr11:22854162	chr11	22854162	Eppstein-Barr	1	RP11-17A1.3	2	chr11:22854162^RP11-17A1.3
chr11:22854162	chr11	22854162	HPV16	2	RP11-17A1.3	2	chr11:22854162^RP11-17A1.3
chr11:2353081	chr11	2353081	Eppstein-Barr	2	ASCL2~C11orf21	1	chr11:2353081^ASCL2~C11orf21
chr11:2353081	chr11	2353081	HPV16	1	ASCL2~C11orf21	1	chr11:2353081^ASCL2~C11orf21
chr11:23768349	chr11	23768349	HPV16	4	RP11-945A11.1	2	chr11:23768349^RP11-945A11.1
chr11:25057269	chr11	25057269	HBV	1	LUZP2	3	chr11:25057269^LUZP2
chr11:25057269	chr11	25057269	HPV16	1	LUZP2	3	chr11:25057269^LUZP2
chr11:25057269	chr11	25057269	HPV33	1	LUZP2	3	chr11:25057269^LUZP2
chr11:27596247	chr11	27596247	HPV16	1	BDNF-AS	1	chr11:27596247^BDNF-AS
chr11:27596247	chr11	27596247	HPV33	1	BDNF-AS	1	chr11:27596247^BDNF-AS
chr11:27596247	chr11	27596247	NC_001702_8135nt_Murine_type_C_retrovirus	1	BDNF-AS	1	chr11:27596247^BDNF-AS
chr11:3082771	chr11	3082771	HPV11	1	OSBPL5	2	chr11:3082771^OSBPL5
chr11:3082771	chr11	3082771	HPV16	1	OSBPL5	2	chr11:3082771^OSBPL5
chr11:3082771	chr11	3082771	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	OSBPL5	2	chr11:3082771^OSBPL5
chr11:31277899	chr11	31277899	HPV11	1	DCDC1	3	chr11:31277899^DCDC1
chr11:31277899	chr11	31277899	HPV16	2	DCDC1	3	chr11:31277899^DCDC1
chr11:320931	chr11	320931	Eppstein-Barr	4	IFITM2;IFITM1	5	chr11:320931^IFITM2;IFITM1
chr11:320931	chr11	320931	HPV11	1	IFITM2;IFITM1	5	chr11:320931^IFITM2;IFITM1
chr11:320931	chr11	320931	HPV16	1	IFITM2;IFITM1	5	chr11:320931^IFITM2;IFITM1
chr11:320931	chr11	320931	NC_001702_8135nt_Murine_type_C_retrovirus	1	IFITM2;IFITM1	5	chr11:320931^IFITM2;IFITM1
chr11:320931	chr11	320931	NC_001806_152222nt_Human_alphaherpesvirus_1	3	IFITM2;IFITM1	5	chr11:320931^IFITM2;IFITM1
chr11:32215590	chr11	32215590	HPV16	1	THEM7P	3	chr11:32215590^THEM7P
chr11:32215590	chr11	32215590	HPV45	1	THEM7P	3	chr11:32215590^THEM7P
chr11:32215590	chr11	32215590	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	1	THEM7P	3	chr11:32215590^THEM7P
chr11:32836193	chr11	32836193	HPV16	1	CCDC73	1	chr11:32836193^CCDC73
chr11:32836193	chr11	32836193	HPV33	1	CCDC73	1	chr11:32836193^CCDC73
chr11:32836193	chr11	32836193	NC_001702_8135nt_Murine_type_C_retrovirus	1	CCDC73	1	chr11:32836193^CCDC73
chr11:32836193	chr11	32836193	NC_007815_8197nt_PreXMRV_1	1	CCDC73	1	chr11:32836193^CCDC73
chr11:33062699	chr11	33062699	Eppstein-Barr	1	TCP11L1	2	chr11:33062699^TCP11L1
chr11:33062699	chr11	33062699	HPV16	2	TCP11L1	2	chr11:33062699^TCP11L1
chr11:33062699	chr11	33062699	HPV31	1	TCP11L1	2	chr11:33062699^TCP11L1
chr11:33447168	chr11	33447168	HPV11	1	RP1-305G21.1~KIAA1549L	2	chr11:33447168^RP1-305G21.1~KIAA1549L
chr11:33447168	chr11	33447168	HPV16	2	RP1-305G21.1~KIAA1549L	2	chr11:33447168^RP1-305G21.1~KIAA1549L
chr11:34117137	chr11	34117137	Eppstein-Barr	1	NAT10	2	chr11:34117137^NAT10
chr11:34117137	chr11	34117137	HPV16	1	NAT10	2	chr11:34117137^NAT10
chr11:34117137	chr11	34117137	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	NAT10	2	chr11:34117137^NAT10
chr11:3656786	chr11	3656786	HPV11	1	ART1	5	chr11:3656786^ART1
chr11:3656786	chr11	3656786	HPV16	2	ART1	5	chr11:3656786^ART1
chr11:3656786	chr11	3656786	HPV18	1	ART1	5	chr11:3656786^ART1
chr11:3656786	chr11	3656786	HPV33	1	ART1	5	chr11:3656786^ART1
chr11:3656786	chr11	3656786	HPV58	1	ART1	5	chr11:3656786^ART1
chr11:43255402	chr11	43255402	HPV16	3	HNRNPKP3	2	chr11:43255402^HNRNPKP3
chr11:43255402	chr11	43255402	HPV58	1	HNRNPKP3	2	chr11:43255402^HNRNPKP3
chr11:44482152	chr11	44482152	HPV16	3	RP11-58K22.1~RP11-58K22.2	2	chr11:44482152^RP11-58K22.1~RP11-58K22.2
chr11:447278	chr11	447278	Eppstein-Barr	2	ANO9	4	chr11:447278^ANO9
chr11:447278	chr11	447278	HPV16	3	ANO9	4	chr11:447278^ANO9
chr11:447278	chr11	447278	NC_001806_152222nt_Human_alphaherpesvirus_1	1	ANO9	4	chr11:447278^ANO9
chr11:45779033	chr11	45779033	HPV16	4	CHST1~MIR7154	1	chr11:45779033^CHST1~MIR7154
chr11:45779033	chr11	45779033	HPV58	1	CHST1~MIR7154	1	chr11:45779033^CHST1~MIR7154
chr11:46411674	chr11	46411674	Eppstein-Barr	2	RP11-425L10.1;AMBRA1	2	chr11:46411674^RP11-425L10.1;AMBRA1
chr11:46411674	chr11	46411674	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	RP11-425L10.1;AMBRA1	2	chr11:46411674^RP11-425L10.1;AMBRA1
chr11:46786163	chr11	46786163	Eppstein-Barr	1	CKAP5	4	chr11:46786163^CKAP5
chr11:46786163	chr11	46786163	HPV16	1	CKAP5	4	chr11:46786163^CKAP5
chr11:46786163	chr11	46786163	HPV33	1	CKAP5	4	chr11:46786163^CKAP5
chr11:46786163	chr11	46786163	HPV58	1	CKAP5	4	chr11:46786163^CKAP5
chr11:46786163	chr11	46786163	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	CKAP5	4	chr11:46786163^CKAP5
chr11:47227037	chr11	47227037	Eppstein-Barr	2	DDB2	2	chr11:47227037^DDB2
chr11:47227037	chr11	47227037	HBV	1	DDB2	2	chr11:47227037^DDB2
chr11:47683359	chr11	47683359	Eppstein-Barr	3	FNBP4	2	chr11:47683359^FNBP4
chr11:47683359	chr11	47683359	HPV16	3	FNBP4	2	chr11:47683359^FNBP4
chr11:51490838	chr11	51490838	HPV16	1	RP11-574M7.2~OR4C50P	3	chr11:51490838^RP11-574M7.2~OR4C50P
chr11:51490838	chr11	51490838	HPV18	1	RP11-574M7.2~OR4C50P	3	chr11:51490838^RP11-574M7.2~OR4C50P
chr11:51490838	chr11	51490838	HPV58	1	RP11-574M7.2~OR4C50P	3	chr11:51490838^RP11-574M7.2~OR4C50P
chr11:52085559	chr11	52085559	HPV16	2	RP11-574M7.2~OR4C50P	3	chr11:52085559^RP11-574M7.2~OR4C50P
chr11:52085559	chr11	52085559	HPV33	1	RP11-574M7.2~OR4C50P	3	chr11:52085559^RP11-574M7.2~OR4C50P
chr11:57452072	chr11	57452072	Eppstein-Barr	1	SLC43A1	2	chr11:57452072^SLC43A1
chr11:57452072	chr11	57452072	HPV16	2	SLC43A1	2	chr11:57452072^SLC43A1
chr11:57632983	chr11	57632983	Eppstein-Barr	1	SERPING1	1	chr11:57632983^SERPING1
chr11:57632983	chr11	57632983	HPV16	2	SERPING1	1	chr11:57632983^SERPING1
chr11:57774089	chr11	57774089	Eppstein-Barr	2	C11orf31	2	chr11:57774089^C11orf31
chr11:57774089	chr11	57774089	HPV16	2	C11orf31	2	chr11:57774089^C11orf31
chr11:57774089	chr11	57774089	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	C11orf31	2	chr11:57774089^C11orf31
chr11:58927747	chr11	58927747	HPV16	1	GLYATL1;RP11-142C4.6	1	chr11:58927747^GLYATL1;RP11-142C4.6
chr11:58927747	chr11	58927747	HPV31	1	GLYATL1;RP11-142C4.6	1	chr11:58927747^GLYATL1;RP11-142C4.6
chr11:58927747	chr11	58927747	HPV58	1	GLYATL1;RP11-142C4.6	1	chr11:58927747^GLYATL1;RP11-142C4.6
chr11:60466469	chr11	60466469	Eppstein-Barr	3	MS4A1	3	chr11:60466469^MS4A1
chr11:60466469	chr11	60466469	HPV16	1	MS4A1	3	chr11:60466469^MS4A1
chr11:60466469	chr11	60466469	HPV33	1	MS4A1	3	chr11:60466469^MS4A1
chr11:60466469	chr11	60466469	HPV58	1	MS4A1	3	chr11:60466469^MS4A1
chr11:60905788	chr11	60905788	Eppstein-Barr	1	PRPF19	2	chr11:60905788^PRPF19
chr11:60905788	chr11	60905788	HBV	1	PRPF19	2	chr11:60905788^PRPF19
chr11:60905788	chr11	60905788	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	PRPF19	2	chr11:60905788^PRPF19
chr11:611834	chr11	611834	Eppstein-Barr	2	DEAF1	2	chr11:611834^DEAF1
chr11:611834	chr11	611834	HPV11	1	DEAF1	2	chr11:611834^DEAF1
chr11:611834	chr11	611834	HPV16	1	DEAF1	2	chr11:611834^DEAF1
chr11:611834	chr11	611834	HPV58	1	DEAF1	2	chr11:611834^DEAF1
chr11:61361348	chr11	61361348	Eppstein-Barr	2	CPSF7	1	chr11:61361348^CPSF7
chr11:61361348	chr11	61361348	NC_001702_8135nt_Murine_type_C_retrovirus	1	CPSF7	1	chr11:61361348^CPSF7
chr11:6193078	chr11	6193078	Eppstein-Barr	1	FAM160A2	1	chr11:6193078^FAM160A2
chr11:6193078	chr11	6193078	HPV11	1	FAM160A2	1	chr11:6193078^FAM160A2
chr11:6193078	chr11	6193078	HPV16	1	FAM160A2	1	chr11:6193078^FAM160A2
chr11:61960747	chr11	61960747	Eppstein-Barr	1	FTH1	6	chr11:61960747^FTH1
chr11:61960747	chr11	61960747	HPV16	1	FTH1	6	chr11:61960747^FTH1
chr11:61960747	chr11	61960747	NC_001436_8507nt_Human_T_cell_leukemia_virus_type_I	1	FTH1	6	chr11:61960747^FTH1
chr11:61960747	chr11	61960747	NC_001501_8332nt_Moloney_murine_leukemia_virus	1	FTH1	6	chr11:61960747^FTH1
chr11:61960747	chr11	61960747	NC_001702_8135nt_Murine_type_C_retrovirus	1	FTH1	6	chr11:61960747^FTH1
chr11:61960747	chr11	61960747	NC_001806_152222nt_Human_alphaherpesvirus_1	4	FTH1	6	chr11:61960747^FTH1
chr11:61960747	chr11	61960747	NC_006430_15246nt_Mammalian_orthorubulavirus_5	1	FTH1	6	chr11:61960747^FTH1
chr11:62068665	chr11	62068665	Eppstein-Barr	1	RP11-810P12.1~RP11-810P12.6	2	chr11:62068665^RP11-810P12.1~RP11-810P12.6
chr11:62068665	chr11	62068665	HPV18	1	RP11-810P12.1~RP11-810P12.6	2	chr11:62068665^RP11-810P12.1~RP11-810P12.6
chr11:62068665	chr11	62068665	HPV33	1	RP11-810P12.1~RP11-810P12.6	2	chr11:62068665^RP11-810P12.1~RP11-810P12.6
chr11:62544756	chr11	62544756	Eppstein-Barr	9	EEF1G	9	chr11:62544756^EEF1G
