sample_name	entry	chrA	coordA	orientA	chrB	coordB	orientB	total	Split_Reads	Uniquely_Mapped_Reads	Multiply_Mapped_Reads	Rank1_Hits
rep3.HPV33	chr8~99473506~HPV33~4057	chr8	99473506	-	HPV33	4057	+	207	207	4	210	6
rep3.HPV33	chr8~100632679~HPV33~2271	chr8	100632679	-	HPV33	2271	-	204	204	1	34	172
rep3.HPV33	chrX~18251037~HPV33~0	chrX	18251037	-	HPV33	0	?	1	1	0	1	1
rep3.HPV33	chrX~90493355~HPV33~7340	chrX	90493355	-	HPV33	7340	-	141	141	3	0	150
rep3.HPV33	chr7~39017127~HPV33~2312	chr7	39017127	-	HPV33	2312	+	212	212	3	221	0
rep3.HPV33	chr7~51358173~HPV33~7480	chr7	51358173	-	HPV33	7480	-	160	160	2	108	61
rep3.HPV33	chr7~158597190~HPV33~1301	chr7	158597190	-	HPV33	1301	-	226	226	2	90	146
rep3.HPV33	chr11~73431254~HPV33~4146	chr11	73431254	-	HPV33	4146	-	16	16	4	7	20
rep3.HPV33	chr11~85351278~HPV33~3054	chr11	85351278	-	HPV33	3054	+	9	9	1	2	13
rep3.HPV33	chr1~12204479~HPV33~2091	chr1	12204479	-	HPV33	2091	+	209	209	2	184	33
rep3.HPV33	chr1~38935587~HPV33~1635	chr1	38935587	-	HPV33	1635	+	209	209	2	13	204
rep3.HPV33	chr1~171098667~HPV33~3586	chr1	171098667	-	HPV33	3586	-	191	191	0	0	201
rep3.HPV33	chr13~103353816~HPV33~6816	chr13	103353816	-	HPV33	6816	+	159	159	5	168	0
rep3.HPV33	chr5~42782869~HPV33~5447	chr5	42782869	-	HPV33	5447	-	191	191	0	42	149
rep3.HPV33	chr4~8755206~HPV33~4146	chr4	8755206	-	HPV33	4146	-	188	188	2	116	83
rep3.HPV33	chr16~25961778~HPV33~5102	chr16	25961778	-	HPV33	5102	+	225	225	2	233	0
rep3.HPV33	chr16~55425605~HPV33~4746	chr16	55425605	-	HPV33	4746	+	206	206	4	207	1
rep3.HPV33	chr16~79128772~HPV33~3339	chr16	79128772	-	HPV33	3339	+	208	208	4	215	2
rep3.HPV33	chr16~83687559~HPV33~6029	chr16	83687559	-	HPV33	6029	+	208	208	4	189	28
rep3.HPV33	chr12~130946715~HPV33~7033	chr12	130946715	-	HPV33	7033	-	225	225	2	204	29
rep3.HPV33	chr17~27828482~HPV33~7404	chr17	27828482	-	HPV33	7404	-	134	134	4	80	63
rep3.HPV33	chr2~37280259~HPV33~0	chr2	37280259	-	HPV33	0	?	3	3	0	3	3
rep3.HPV33	chr2~46256074~HPV33~5415	chr2	46256074	-	HPV33	5415	+	219	219	2	214	14
rep3.HPV33	chrY~3011249~HPV33~5566	chrY	3011249	-	HPV33	5566	-	190	190	3	199	0
rep3.HPV33	chr3~190481876~HPV33~94	chr3	190481876	-	HPV33	94	+	210	210	5	219	2
rep3.HPV33	chr15~30911938~HPV33~1195	chr15	30911938	-	HPV33	1195	+	199	199	1	135	66
rep3.HPV33	chr15~39116972~HPV33~2532	chr15	39116972	-	HPV33	2532	-	224	224	2	118	114
rep3.HPV33	chr15~41584321~HPV33~0	chr15	41584321	-	HPV33	0	?	1	1	0	1	1
rep3.HPV33	chr15~75401355~HPV33~0	chr15	75401355	-	HPV33	0	?	1	1	0	1	1
rep3.HPV33	chr15~82147512~HPV33~1195	chr15	82147512	-	HPV33	1195	+	9	9	4	2	9
rep3.HPV33	chr14~54149811~HPV33~5861	chr14	54149811	-	HPV33	5861	-	225	225	2	11	222
rep3.HPV33	chr14~91996283~HPV33~3736	chr14	91996283	-	HPV33	3736	+	195	195	4	133	73
rep3.HPV35	chr20~55785384~HPV35~1399	chr20	55785384	+	HPV35	1399	-	188	188	2	193	0
rep3.HPV35	chr21~28388124~HPV35~1245	chr21	28388124	+	HPV35	1245	+	212	212	3	218	1
rep3.HPV35	chr21~31036411~HPV35~4625	chr21	31036411	+	HPV35	4625	-	227	227	6	236	0
rep3.HPV35	chr19~14533123~HPV35~4771	chr19	14533123	+	HPV35	4771	-	219	219	1	72	148
rep3.HPV35	chr19~16423679~HPV35~3545	chr19	16423679	+	HPV35	3545	+	208	208	6	104	112
rep3.HPV35	chr22~22105340~HPV35~4273	chr22	22105340	+	HPV35	4273	-	182	182	9	41	149
rep3.HPV35	chr6~7039790~HPV35~1657	chr6	7039790	+	HPV35	1657	-	209	209	0	19	190
rep3.HPV35	chr6~20652750~HPV35~3161	chr6	20652750	+	HPV35	3161	-	213	213	0	213	0
rep3.HPV35	chr3~78858827~HPV35~4479	chr3	78858827	+	HPV35	4479	-	172	172	7	66	114
rep3.HPV35	chr3~193846855~HPV35~7428	chr3	193846855	+	HPV35	7428	-	148	148	9	156	0
rep3.HPV35	chr11~77860578~HPV35~4146	chr11	77860578	+	HPV35	4146	+	173	173	0	22	151
rep3.HPV35	chr11~103629121~HPV35~2331	chr11	103629121	+	HPV35	2331	+	194	194	2	62	142
rep3.HPV35	chr17~3800311~HPV35~6670	chr17	3800311	+	HPV35	6670	+	172	172	2	65	112
rep3.HPV35	chr17~16016593~HPV35~2304	chr17	16016593	+	HPV35	2304	-	185	185	0	169	16
rep3.HPV35	chr17~78025822~HPV35~3770	chr17	78025822	+	HPV35	3770	-	217	217	9	166	59
rep3.HPV35	chr7~123030405~HPV35~6084	chr7	123030405	+	HPV35	6084	-	189	189	2	193	1
rep3.HPV35	chr12~22480158~HPV35~2671	chr12	22480158	+	HPV35	2671	+	211	211	3	223	0
rep3.HPV35	chr12~42696354~HPV35~6036	chr12	42696354	+	HPV35	6036	-	229	229	4	206	30
rep3.HPV35	chr12~77348753~HPV35~4690	chr12	77348753	+	HPV35	4690	-	232	232	5	84	158
rep3.HPV35	chr16~81004377~HPV35~1365	chr16	81004377	+	HPV35	1365	-	226	226	3	96	138
rep3.HPV35	chr4~19279122~HPV35~0	chr4	19279122	+	HPV35	0	?	1	1	0	1	1
rep3.HPV35	chr5~94680994~HPV35~0	chr5	94680994	+	HPV35	0	?	1	1	0	1	1
rep3.HPV35	chr1~28168021~HPV35~1606	chr1	28168021	+	HPV35	1606	-	1	1	0	0	1
rep3.HPV35	chr1~100067689~HPV35~2102	chr1	100067689	+	HPV35	2102	-	220	220	3	50	179
rep3.HPV35	chr2~1894279~HPV35~7183	chr2	1894279	-	HPV35	7183	-	156	156	2	163	0
rep3.HPV35	chr18~53387517~HPV35~5799	chr18	53387517	-	HPV35	5799	-	189	189	2	192	2
rep3.HPV35	chr18~64850323~HPV35~5734	chr18	64850323	-	HPV35	5734	-	192	192	2	193	6
rep3.HPV35	chr9~70503507~HPV35~2151	chr9	70503507	-	HPV35	2151	-	226	226	3	175	59
rep3.HPV35	chr3~109100171~HPV35~0	chr3	109100171	-	HPV35	0	?	1	1	0	1	1
rep3.HPV35	chr8~65597197~HPV35~7279	chr8	65597197	-	HPV35	7279	-	164	164	4	172	0
rep3.HPV35	chr8~125480602~HPV35~6891	chr8	125480602	-	HPV35	6891	-	1	1	0	0	1
rep3.HPV35	chr12~92435320~HPV35~3816	chr12	92435320	-	HPV35	3816	+	187	187	6	194	1
rep3.HPV35	chr12~123210961~HPV35~0	chr12	123210961	-	HPV35	0	?	1	1	0	1	1
rep3.HPV35	chr7~144461928~HPV35~4008	chr7	144461928	-	HPV35	4008	+	197	197	5	203	2
rep3.HPV35	chr7~155060556~HPV35~6854	chr7	155060556	-	HPV35	6854	-	221	221	9	229	0
rep3.HPV35	chr4~66851501~HPV35~3485	chr4	66851501	-	HPV35	3485	+	172	172	2	177	0
rep3.HPV35	chr4~179026458~HPV35~2034	chr4	179026458	-	HPV35	2034	-	183	183	2	187	1
rep3.HPV35	chr10~76289876~HPV35~2979	chr10	76289876	-	HPV35	2979	+	220	220	9	226	2
rep3.HPV35	chr10~105261461~HPV35~3803	chr10	105261461	-	HPV35	3803	-	218	218	0	198	20
rep3.HPV35	chr6~83750758~HPV35~0	chr6	83750758	-	HPV35	0	?	1	1	0	1	1
rep3.HPV35	chr6~95165036~HPV35~1596	chr6	95165036	-	HPV35	1596	+	1	1	0	1	0
rep3.HPV35	chr11~77923745~HPV35~6941	chr11	77923745	-	HPV35	6941	-	1	1	0	0	1
rep3.HPV35	chr11~116916029~HPV35~3174	chr11	116916029	-	HPV35	3174	+	189	189	2	192	2
rep3.HPV35	chr17~44779591~HPV35~7139	chr17	44779591	-	HPV35	7139	-	222	222	10	231	0
rep3.HPV35	chr15~85780686~HPV35~7329	chr15	85780686	-	HPV35	7329	-	155	155	9	134	29
rep3.HPV35	chr5~129293868~HPV35~7624	chr5	129293868	-	HPV35	7624	-	192	192	12	121	79
rep3.HPV35	chr14~26472167~HPV35~5985	chr14	26472167	-	HPV35	5985	-	210	210	3	217	0
rep3.HPV35	chr14~75479926~HPV35~4519	chr14	75479926	-	HPV35	4519	+	226	226	3	234	0
rep3.HPV35	chr1~24063040~HPV35~1142	chr1	24063040	-	HPV35	1142	-	189	189	2	194	0
rep3.HPV35	chr1~155808640~HPV35~1301	chr1	155808640	-	HPV35	1301	+	220	220	1	78	146
rep3.HPV35	chrX~33442730~HPV35~5830	chrX	33442730	-	HPV35	5830	+	1	1	0	0	1
rep3.HPV35	chrX~71839410~HPV35~7283	chrX	71839410	-	HPV35	7283	+	203	203	0	0	211
rep3.HPV35	chrX~87590594~HPV35~3615	chrX	87590594	-	HPV35	3615	-	188	188	2	144	49
rep3.HPV35	chrX~118818302~HPV35~0	chrX	118818302	-	HPV35	0	?	1	1	0	1	1
rep3.HPV39	chr13~22985416~HPV39~7573	chr13	22985416	+	HPV39	7573	-	178	178	3	106	84
rep3.HPV39	chr19~28415103~HPV39~3137	chr19	28415103	+	HPV39	3137	-	206	206	6	90	121
rep3.HPV39	chr19~47618774~HPV39~3227	chr19	47618774	+	HPV39	3227	-	206	206	6	211	0
rep3.HPV39	chrX~18463017~HPV39~0	chrX	18463017	+	HPV39	0	?	1	1	0	1	1
rep3.HPV39	chr16~4442344~HPV39~5508	chr16	4442344	+	HPV39	5508	+	211	211	3	223	0
rep3.HPV39	chr12~66767075~HPV39~871	chr12	66767075	+	HPV39	871	+	206	206	6	211	0
rep3.HPV39	chr12~80809134~HPV39~6864	chr12	80809134	+	HPV39	6864	-	6	6	2	1	6
rep3.HPV39	chr17~3895590~HPV39~1221	chr17	3895590	+	HPV39	1221	-	218	218	3	230	0
rep3.HPV39	chr17~29878055~HPV39~0	chr17	29878055	+	HPV39	0	?	1	1	0	1	1
rep3.HPV39	chr3~98858254~HPV39~0	chr3	98858254	+	HPV39	0	?	1	1	0	1	1
rep3.HPV39	chr3~148458172~HPV39~2476	chr3	148458172	+	HPV39	2476	+	189	189	4	191	12
rep3.HPV39	chr3~149766794~HPV39~0	chr3	149766794	+	HPV39	0	?	1	1	0	1	1
rep3.HPV39	chr5~25824174~HPV39~1464	chr5	25824174	+	HPV39	1464	+	218	218	3	177	53
rep3.HPV39	chr5~74951049~HPV39~458	chr5	74951049	+	HPV39	458	+	204	204	3	148	60
rep3.HPV39	chr5~96163273~HPV39~1725	chr5	96163273	+	HPV39	1725	+	199	199	3	179	23
rep3.HPV39	chr5~99521992~HPV39~5151	chr5	99521992	+	HPV39	5151	-	206	206	7	0	211
rep3.HPV39	chr5~112315261~HPV39~2010	chr5	112315261	+	HPV39	2010	+	206	206	6	208	3
rep3.HPV39	chr20~18929346~HPV39~2369	chr20	18929346	+	HPV39	2369	-	20	20	5	5	20
rep3.HPV39	chr21~24073947~HPV39~6918	chr21	24073947	+	HPV39	6918	-	218	218	3	229	1
rep3.HPV39	chr22~41895634~HPV39~6750	chr22	41895634	+	HPV39	6750	-	196	196	1	1	200
rep3.HPV39	chr18~63444013~HPV39~3527	chr18	63444013	+	HPV39	3527	-	204	204	3	208	0
rep3.HPV39	chr15~63813535~HPV39~7385	chr15	63813535	+	HPV39	7385	-	160	160	7	165	0
rep3.HPV39	chr6~14940319~HPV39~234	chr6	14940319	+	HPV39	234	+	6	6	1	4	5
rep3.HPV39	chr6~82730019~HPV39~5423	chr6	82730019	+	HPV39	5423	-	208	208	4	222	0
rep3.HPV39	chr10~16600704~HPV39~6864	chr10	16600704	+	HPV39	6864	-	195	195	0	139	60
rep3.HPV39	chr10~123438477~HPV39~6482	chr10	123438477	+	HPV39	6482	-	206	206	7	163	48
rep3.HPV39	chrY~13466832~HPV39~1101	chrY	13466832	+	HPV39	1101	+	195	195	5	203	4
rep3.HPV39	chr2~92946331~HPV39~4747	chr2	92946331	+	HPV39	4747	+	14	14	3	1	18
rep3.HPV39	chr2~118369832~HPV39~4851	chr2	118369832	+	HPV39	4851	+	203	203	3	19	187
rep3.HPV39	chr2~199232271~HPV39~0	chr2	199232271	+	HPV39	0	?	1	1	0	1	1
rep3.HPV39	chr2~202528634~HPV39~2839	chr2	202528634	+	HPV39	2839	+	202	202	4	3	213
rep3.HPV39	chr4~33037146~HPV39~7124	chr4	33037146	+	HPV39	7124	-	206	206	6	135	76
rep3.HPV39	chr8~69378227~HPV39~4597	chr8	69378227	+	HPV39	4597	-	203	203	3	79	127
rep3.HPV39	chr8~79945561~HPV39~3934	chr8	79945561	+	HPV39	3934	+	209	209	4	184	39
rep3.HPV39	chr8~18748493~HPV39~6601	chr8	18748493	-	HPV39	6601	+	1	1	0	0	1
rep3.HPV39	chr2~176059369~HPV39~707	chr2	176059369	-	HPV39	707	+	194	194	0	94	100
rep3.HPV39	chr7~21188965~HPV39~4950	chr7	21188965	-	HPV39	4950	-	206	206	6	211	0
rep3.HPV39	chr6~158519647~HPV39~3589	chr6	158519647	-	HPV39	3589	+	207	207	0	206	1
rep3.HPV39	chr10~62823004~HPV39~3190	chr10	62823004	-	HPV39	3190	-	209	209	4	223	0
rep3.HPV39	chr15~48067541~HPV39~4423	chr15	48067541	-	HPV39	4423	+	203	203	3	199	7
rep3.HPV39	chr15~55703399~HPV39~7459	chr15	55703399	-	HPV39	7459	-	178	178	3	190	0
rep3.HPV39	chr15~88214790~HPV39~1859	chr15	88214790	-	HPV39	1859	-	206	206	6	211	0
rep3.HPV39	chr18~48336036~HPV39~3047	chr18	48336036	-	HPV39	3047	+	209	209	4	223	0
rep3.HPV39	chr22~39396621~HPV39~2639	chr22	39396621	-	HPV39	2639	+	209	209	4	223	0
rep3.HPV39	chr1~80549548~HPV39~2106	chr1	80549548	-	HPV39	2106	+	206	206	7	210	0
rep3.HPV39	chr5~19117183~HPV39~802	chr5	19117183	-	HPV39	802	+	202	202	5	65	150
rep3.HPV39	chr20~50995953~HPV39~744	chr20	50995953	-	HPV39	744	-	195	195	0	158	42
rep3.HPV39	chr20~54621884~HPV39~4020	chr20	54621884	-	HPV39	4020	-	192	192	6	82	115
rep3.HPV39	chr3~106310847~HPV39~6543	chr3	106310847	-	HPV39	6543	-	219	219	4	54	178
rep3.HPV39	chr12~3329083~HPV39~2691	chr12	3329083	-	HPV39	2691	+	206	206	6	191	20
rep3.HPV39	chr12~8128408~HPV39~0	chr12	8128408	-	HPV39	0	?	1	1	0	1	1
rep3.HPV39	chr9~9180503~HPV39~1827	chr9	9180503	-	HPV39	1827	+	173	173	0	145	33
rep3.HPV39	chr17~45133294~HPV39~7610	chr17	45133294	-	HPV39	7610	-	178	178	9	99	85
rep3.HPV39	chr14~69712124~HPV39~3588	chr14	69712124	-	HPV39	3588	+	218	218	3	111	120
rep3.HPV39	chr16~52213225~HPV39~6449	chr16	52213225	-	HPV39	6449	+	203	203	3	201	5
rep3.HPV39	chr19~37710511~HPV39~5732	chr19	37710511	-	HPV39	5732	+	206	206	6	211	0
rep3.HPV39	chrX~114357204~HPV39~0	chrX	114357204	-	HPV39	0	?	1	1	0	1	1
rep3.HPV45	chr11~72063575~HPV45~1541	chr11	72063575	+	HPV45	1541	+	218	218	5	6	215
rep3.HPV45	chr11~104097850~HPV45~2265	chr11	104097850	+	HPV45	2265	-	229	229	5	233	0
rep3.HPV45	chr5~77331870~HPV45~3602	chr5	77331870	+	HPV45	3602	+	210	210	7	213	0
rep3.HPV45	chr13~30640015~HPV45~2072	chr13	30640015	+	HPV45	2072	+	211	211	2	218	0
rep3.HPV45	chr13~46235395~HPV45~2930	chr13	46235395	+	HPV45	2930	+	210	210	2	175	42
rep3.HPV45	chr13~47848916~HPV45~4388	chr13	47848916	+	HPV45	4388	+	8	8	4	1	9
rep3.HPV45	chr13~69848364~HPV45~7049	chr13	69848364	+	HPV45	7049	-	228	228	5	231	0
rep3.HPV45	chr13~104505067~HPV45~6425	chr13	104505067	+	HPV45	6425	+	203	203	2	209	1
rep3.HPV45	chr10~109756061~HPV45~3773	chr10	109756061	+	HPV45	3773	-	197	197	2	203	0
rep3.HPV45	chr2~189451745~HPV45~2118	chr2	189451745	+	HPV45	2118	-	210	210	7	213	0
rep3.HPV45	chr2~208673132~HPV45~906	chr2	208673132	+	HPV45	906	+	212	212	2	219	0
rep3.HPV45	chr22~17697701~HPV45~2368	chr22	17697701	+	HPV45	2368	-	228	228	5	90	141
rep3.HPV45	chr17~57192270~HPV45~2577	chr17	57192270	+	HPV45	2577	-	208	208	2	212	3
rep3.HPV45	chr16~28264788~HPV45~4608	chr16	28264788	+	HPV45	4608	+	210	210	7	105	108
rep3.HPV45	chr6~9929885~HPV45~4052	chr6	9929885	+	HPV45	4052	+	196	196	4	15	195
rep3.HPV45	chr6~77054833~HPV45~4152	chr6	77054833	+	HPV45	4152	-	212	212	2	219	0
rep3.HPV45	chr6~85105170~HPV45~0	chr6	85105170	+	HPV45	0	?	1	1	0	1	1
rep3.HPV45	chr3~109731467~HPV45~2313	chr3	109731467	+	HPV45	2313	-	200	200	0	137	63
rep3.HPV45	chr15~33328508~HPV45~7619	chr15	33328508	+	HPV45	7619	-	193	193	9	196	0
rep3.HPV45	chr15~85045290~HPV45~1582	chr15	85045290	+	HPV45	1582	+	212	212	2	219	0
rep3.HPV45	chr15~96075853~HPV45~2868	chr15	96075853	+	HPV45	2868	+	228	228	5	231	0
rep3.HPV45	chrX~103095469~HPV45~4709	chrX	103095469	+	HPV45	4709	+	212	212	3	177	42
rep3.HPV45	chrX~130472360~HPV45~0	chrX	130472360	+	HPV45	0	?	1	1	0	1	1
rep3.HPV45	chr1~162539955~HPV45~0	chr1	162539955	+	HPV45	0	?	1	1	0	1	1
rep3.HPV45	chr14~40251303~HPV45~276	chr14	40251303	+	HPV45	276	+	193	193	5	71	126
rep3.HPV45	chr12~16252934~HPV45~5597	chr12	16252934	+	HPV45	5597	-	210	210	7	125	88
rep3.HPV45	chr12~106175685~HPV45~6869	chr12	106175685	+	HPV45	6869	-	162	162	0	85	84
rep3.HPV45	chr12~111489134~HPV45~7265	chr12	111489134	+	HPV45	7265	-	186	186	7	188	1
rep3.HPV45	chr2~26835042~HPV45~5380	chr2	26835042	-	HPV45	5380	+	228	228	5	52	179
rep3.HPV45	chr2~168624875~HPV45~635	chr2	168624875	-	HPV45	635	+	210	210	7	213	0
rep3.HPV45	chr7~83300270~HPV45~4958	chr7	83300270	-	HPV45	4958	-	195	195	3	163	39
rep3.HPV45	chr7~111716790~HPV45~2113	chr7	111716790	-	HPV45	2113	-	1	1	0	0	1
rep3.HPV45	chr5~72360009~HPV45~737	chr5	72360009	-	HPV45	737	+	202	202	3	208	2
rep3.HPV45	chr4~129656184~HPV45~6825	chr4	129656184	-	HPV45	6825	+	166	166	0	4	171
rep3.HPV45	chr1~151011513~HPV45~2453	chr1	151011513	-	HPV45	2453	-	188	188	3	113	82
rep3.HPV45	chrX~18616334~HPV45~0	chrX	18616334	-	HPV45	0	?	1	1	0	1	1
rep3.HPV45	chrX~146497419~HPV45~6465	chrX	146497419	-	HPV45	6465	+	212	212	2	38	181
rep3.HPV45	chr9~1552454~HPV45~7494	chr9	1552454	-	HPV45	7494	-	180	180	2	187	0
rep3.HPV45	chr9~133569563~HPV45~2833	chr9	133569563	-	HPV45	2833	+	210	210	7	212	1
rep3.HPV45	chr6~102527526~HPV45~2797	chr6	102527526	-	HPV45	2797	-	202	202	5	177	27
rep3.HPV45	chr16~65497060~HPV45~4388	chr16	65497060	-	HPV45	4388	+	221	221	5	13	212
rep3.HPV45	chr17~47552746~HPV45~3245	chr17	47552746	-	HPV45	3245	-	228	228	5	0	231
rep3.HPV45	chr10~32713866~HPV45~1711	chr10	32713866	-	HPV45	1711	+	210	210	7	117	98
rep3.HPV45	chr10~126937264~HPV45~3467	chr10	126937264	-	HPV45	3467	+	210	210	7	151	62
rep3.HPV45	chr13~53515813~HPV45~3540	chr13	53515813	-	HPV45	3540	-	205	205	5	206	2
rep3.HPV45	chr11~18238840~HPV45~0	chr11	18238840	-	HPV45	0	?	1	1	0	1	1
rep3.HPV45	chr8~52151688~HPV45~378	chr8	52151688	-	HPV45	378	+	212	212	2	217	2
rep3.HPV45	chr8~81561742~HPV45~115	chr8	81561742	-	HPV45	115	+	212	212	2	107	112
rep3.HPV45	chr8~136387243~HPV45~6091	chr8	136387243	-	HPV45	6091	-	201	201	1	202	0
rep3.HPV45	chr12~47094950~HPV45~6733	chr12	47094950	-	HPV45	6733	+	14	14	8	3	15
rep3.HPV45	chr12~106621754~HPV45~1844	chr12	106621754	-	HPV45	1844	-	210	210	7	212	1
rep3.HPV45	chr14~70187889~HPV45~5645	chr14	70187889	-	HPV45	5645	-	210	210	7	213	0
rep3.HPV45	chr3~154518330~HPV45~1627	chr3	154518330	-	HPV45	1627	-	212	212	2	52	167
rep3.HPV45	chr15~25030901~HPV45~2400	chr15	25030901	-	HPV45	2400	+	220	220	5	223	0
rep3.HPV45	chr15~75522435~HPV45~6733	chr15	75522435	-	HPV45	6733	+	223	223	7	109	118
rep3.HPV45	chr18~56655353~HPV45~4427	chr18	56655353	-	HPV45	4427	+	207	207	7	88	122
rep3.HPV45	chr18~60086743~HPV45~5466	chr18	60086743	-	HPV45	5466	+	209	209	7	212	0
rep3.HPV45	chr18~65930790~HPV45~0	chr18	65930790	-	HPV45	0	?	1	1	0	1	1
